solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,110,0.5,0.1,fixed,3000,0,1,5995,863281,2099.680667036,2055.7276531089997,43.953013927000484,296.00000000001717
0,iterative,dual,warm,110,0.5,0.1,fixed,3000,0,0.01,5995,230483,365.92723103399976,55.41195775700044,310.5152732769993,295.9999999999933
1,once,auto,cold,110,0.5,0.1,fixed,3000,1,1,5995,863281,1457.906420029,1413.462857805,44.443562223999834,309.999999999994
1,iterative,dual,warm,110,0.5,0.1,fixed,3000,1,0.1,5995,254236,348.84694153300006,55.276647715998934,293.57029381700113,309.9999999999998
2,once,auto,cold,110,0.5,0.1,fixed,3000,2,1,5995,863281,1902.5612925319992,1857.1436670779995,45.41762545399979,331.0000000000042
2,iterative,dual,warm,110,0.5,0.1,fixed,3000,2,1,5995,282776,1413.1932864139999,94.92685105500368,1318.2664353589962,330.9999999999988
3,once,auto,cold,110,0.5,0.1,fixed,10000,0,1,5995,863281,1525.4287143389993,1482.5639235099998,42.8647908289995,295.9999999999902
3,iterative,dual,warm,110,0.5,0.1,fixed,10000,0,0.1,5995,266515,245.70815874300024,25.014049907003937,220.6941088359963,296.0000000000036
4,once,auto,cold,110,0.5,0.1,fixed,10000,1,1,5995,863281,1552.7436490349992,1509.3326490789987,43.41099995600052,283.00000000006565
4,iterative,dual,warm,110,0.5,0.1,fixed,10000,1,1,5995,21990,66.73495105700022,1.6224694379998255,65.11248161900039,283.0
5,once,auto,cold,110,0.5,0.1,fixed,30000,0,1,5995,863281,2111.6886524750007,2067.2565622599996,44.43209021500115,346.0000000000227
5,iterative,dual,warm,110,0.5,0.1,fixed,30000,0,0.1,5995,364279,353.9808675250006,138.3924182160008,215.58844930899977,345.99999999999847
6,once,auto,cold,110,0.5,0.1,fixed,30000,1,1,5995,863281,1687.102368355001,1642.8016171960007,44.300751159000356,303.0000000000004
