solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,90,0.5,0.1,proportion,0.01,4005,469921,175.330423371,154.860014675,20.470408695999993,232.99999999994043
0,iterative,dual,warm,90,0.5,0.1,proportion,0.01,4005,355661,10855.620316195,10408.785466371006,446.83484982399386,232.99999999999798
0,iterative,dual,cold,90,0.5,0.1,proportion,0.01,4005,199459,761.7763271210006,457.7249056009914,304.05142152000917,233.00000000000202
0,once,auto,cold,90,0.5,0.1,proportion,0.01,4005,469921,578.45647035,557.1804734919988,21.275996858001236,232.99999999994043
0,iterative,auto,warm,90,0.5,0.1,proportion,0.01,4005,355524,29320.667723482,28860.204476787978,460.46324669402384,232.99999999998886
0,iterative,auto,cold,90,0.5,0.1,proportion,0.01,4005,190503,642.1492652029992,341.12911942104256,301.02014578195667,233.0000000000022
1,once,dual,cold,90,0.5,0.1,proportion,0.1,4005,469921,159.6505233450007,138.96957854400534,20.68094480099535,214.00000000028166
1,iterative,dual,warm,90,0.5,0.1,proportion,0.1,4005,363318,2608.702056088994,2513.9558403649717,94.74621572402248,213.9999999999767
1,iterative,dual,cold,90,0.5,0.1,proportion,0.1,4005,221304,433.1411091199989,382.99649715501437,50.144611964984506,214.00000000000773
1,once,auto,cold,90,0.5,0.1,proportion,0.1,4005,469921,528.7642688259948,507.33471639699565,21.42955242899916,214.00000000028166
1,iterative,auto,warm,90,0.5,0.1,proportion,0.1,4005,362732,9452.987043589004,9356.501802538005,96.48524105099932,213.99999999998914
1,iterative,auto,cold,90,0.5,0.1,proportion,0.1,4005,280192,793.2258637279956,736.6048062479967,56.62105747999885,214.00000000001947
2,once,dual,cold,90,0.5,0.2,proportion,0.01,4005,469921,645.404647850999,624.8061329690026,20.59851488199638,413.9999999999904
2,iterative,dual,warm,90,0.5,0.2,proportion,0.01,4005,357379,40931.83993560499,40478.31734731796,453.52258828702907,414.00000000000097
2,iterative,dual,cold,90,0.5,0.2,proportion,0.01,4005,49905,1802.0402946329996,1702.3544171980175,99.6858774349821,414.00000000000074
