solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,variables,constraints,cpu_time
0,once,dual,cold,0,40,0.5,0.1,proportion,0.01,39520,39520,780,39521,19.90745515
0,iterative,dual,warm,0,40,0.5,0.1,proportion,0.01,100,100,780,101,0.003467296000000175
0,iterative,dual,warm,1,40,0.5,0.1,proportion,0.01,395,395,780,496,0.007426145000000162
0,iterative,dual,warm,2,40,0.5,0.1,proportion,0.01,395,395,780,891,0.022685557999999162
0,iterative,dual,warm,3,40,0.5,0.1,proportion,0.01,395,395,780,1286,0.03494584099999898
0,iterative,dual,warm,4,40,0.5,0.1,proportion,0.01,395,395,780,1681,0.09764009399999907
0,iterative,dual,warm,5,40,0.5,0.1,proportion,0.01,395,395,780,2076,0.12998280900000125
0,iterative,dual,warm,6,40,0.5,0.1,proportion,0.01,395,395,780,2471,0.4002927459999981
0,iterative,dual,warm,7,40,0.5,0.1,proportion,0.01,395,395,780,2866,0.47121131700000163
0,iterative,dual,warm,8,40,0.5,0.1,proportion,0.01,395,395,780,3261,0.8805340059999978
0,iterative,dual,warm,9,40,0.5,0.1,proportion,0.01,395,395,780,3656,0.5745569389999972
0,iterative,dual,warm,10,40,0.5,0.1,proportion,0.01,395,395,780,4051,0.5156979170000042
0,iterative,dual,warm,11,40,0.5,0.1,proportion,0.01,395,395,780,4446,0.48167659500000326
0,iterative,dual,warm,12,40,0.5,0.1,proportion,0.01,395,395,780,4841,0.5784171490000034
0,iterative,dual,warm,13,40,0.5,0.1,proportion,0.01,395,395,780,5236,0.4816039090000004
0,iterative,dual,warm,14,40,0.5,0.1,proportion,0.01,395,395,780,5631,0.5389149390000014
0,iterative,dual,warm,15,40,0.5,0.1,proportion,0.01,395,395,780,6026,0.6317453839999985
0,iterative,dual,warm,16,40,0.5,0.1,proportion,0.01,395,395,780,6421,0.583157669000002
0,iterative,dual,warm,17,40,0.5,0.1,proportion,0.01,395,395,780,6816,0.5258146090000011
0,iterative,dual,warm,18,40,0.5,0.1,proportion,0.01,395,395,780,7211,0.4913565890000058
0,iterative,dual,warm,19,40,0.5,0.1,proportion,0.01,395,395,780,7606,0.6026118899999986
0,iterative,dual,warm,20,40,0.5,0.1,proportion,0.01,395,395,780,8001,0.5762001060000017
0,iterative,dual,warm,21,40,0.5,0.1,proportion,0.01,395,395,780,8396,0.5732121240000012
0,iterative,dual,warm,22,40,0.5,0.1,proportion,0.01,395,395,780,8791,0.4926441460000035
0,iterative,dual,warm,23,40,0.5,0.1,proportion,0.01,395,395,780,9186,0.5035517069999997
0,iterative,dual,warm,24,40,0.5,0.1,proportion,0.01,395,395,780,9581,0.5825700420000004
0,iterative,dual,warm,25,40,0.5,0.1,proportion,0.01,395,395,780,9976,0.5444110389999963
0,iterative,dual,warm,26,40,0.5,0.1,proportion,0.01,395,395,780,10371,0.6202891719999997
0,iterative,dual,warm,27,40,0.5,0.1,proportion,0.01,395,395,780,10766,0.6410364949999945
0,iterative,dual,warm,28,40,0.5,0.1,proportion,0.01,395,395,780,11161,0.7716140449999997
0,iterative,dual,warm,29,40,0.5,0.1,proportion,0.01,395,395,780,11556,0.5320208149999957
0,iterative,dual,warm,30,40,0.5,0.1,proportion,0.01,395,395,780,11951,0.6508131100000014
0,iterative,dual,cold,0,40,0.5,0.1,proportion,0.01,100,100,780,101,0.002915068000000076
0,iterative,dual,cold,1,40,0.5,0.1,proportion,0.01,395,395,780,496,0.00376285200000126
0,iterative,dual,cold,2,40,0.5,0.1,proportion,0.01,395,395,780,891,0.03389915099999996
0,iterative,dual,cold,3,40,0.5,0.1,proportion,0.01,395,395,780,1286,0.013730942000002244
0,iterative,dual,cold,4,40,0.5,0.1,proportion,0.01,395,395,780,1681,0.07742906000000005
0,iterative,dual,cold,5,40,0.5,0.1,proportion,0.01,395,395,780,2076,0.09321243300000503
0,iterative,dual,cold,6,40,0.5,0.1,proportion,0.01,395,395,780,2471,0.29119567000000046
0,iterative,dual,cold,7,40,0.5,0.1,proportion,0.01,395,395,780,2866,0.25530280800000327
0,iterative,dual,cold,8,40,0.5,0.1,proportion,0.01,395,395,780,3261,0.40906653700000106
0,iterative,dual,cold,9,40,0.5,0.1,proportion,0.01,395,395,780,3656,0.01748487300000079
0,iterative,dual,cold,10,40,0.5,0.1,proportion,0.01,395,395,780,4051,0.004447482000003333
0,iterative,dual,cold,11,40,0.5,0.1,proportion,0.01,395,395,780,4446,0.0046263379999942345
0,iterative,dual,cold,12,40,0.5,0.1,proportion,0.01,395,395,780,4841,0.004913082000001623
0,iterative,dual,cold,13,40,0.5,0.1,proportion,0.01,395,395,780,5236,0.00492358699999329
0,iterative,dual,cold,14,40,0.5,0.1,proportion,0.01,395,395,780,5631,0.0051617289999938976
0,iterative,dual,cold,15,40,0.5,0.1,proportion,0.01,395,395,780,6026,0.005484711999997671
0,iterative,dual,cold,16,40,0.5,0.1,proportion,0.01,395,395,780,6421,0.005637331999992057
0,iterative,dual,cold,17,40,0.5,0.1,proportion,0.01,395,395,780,6816,0.005920223999993368
0,iterative,dual,cold,18,40,0.5,0.1,proportion,0.01,395,395,780,7211,0.006151533000007703
0,iterative,dual,cold,19,40,0.5,0.1,proportion,0.01,395,395,780,7606,0.006398896000007426
0,iterative,dual,cold,20,40,0.5,0.1,proportion,0.01,395,395,780,8001,0.006605035999996289
0,iterative,dual,cold,21,40,0.5,0.1,proportion,0.01,395,395,780,8396,0.006821352000002889
0,iterative,dual,cold,22,40,0.5,0.1,proportion,0.01,395,395,780,8791,0.007129865999999652
0,iterative,dual,cold,23,40,0.5,0.1,proportion,0.01,395,395,780,9186,0.0074372309999972686
0,iterative,dual,cold,24,40,0.5,0.1,proportion,0.01,395,395,780,9581,0.007622652000009111
0,iterative,dual,cold,25,40,0.5,0.1,proportion,0.01,395,395,780,9976,0.007846896000003767
0,iterative,dual,cold,26,40,0.5,0.1,proportion,0.01,395,395,780,10371,0.007975298999994607
0,iterative,dual,cold,27,40,0.5,0.1,proportion,0.01,395,395,780,10766,0.00825605400000029
0,iterative,dual,cold,28,40,0.5,0.1,proportion,0.01,395,395,780,11161,0.008674467999995272
0,iterative,dual,cold,29,40,0.5,0.1,proportion,0.01,395,395,780,11556,0.009060728999997991
0,iterative,dual,cold,30,40,0.5,0.1,proportion,0.01,395,313,780,11869,0.009150134999998727
0,once,auto,cold,0,40,0.5,0.1,proportion,0.01,39520,39520,780,39521,10.359766409999992
0,iterative,auto,warm,0,40,0.5,0.1,proportion,0.01,100,100,780,101,0.0038702180000029784
0,iterative,auto,warm,1,40,0.5,0.1,proportion,0.01,395,395,780,496,0.007945671999991077
0,iterative,auto,warm,2,40,0.5,0.1,proportion,0.01,395,395,780,891,0.0214214779999935
0,iterative,auto,warm,3,40,0.5,0.1,proportion,0.01,395,395,780,1286,0.04127282400000354
0,iterative,auto,warm,4,40,0.5,0.1,proportion,0.01,395,395,780,1681,0.10539520400000413
0,iterative,auto,warm,5,40,0.5,0.1,proportion,0.01,395,395,780,2076,0.19021687100000406
0,iterative,auto,warm,6,40,0.5,0.1,proportion,0.01,395,395,780,2471,0.3594371070000051
0,iterative,auto,warm,7,40,0.5,0.1,proportion,0.01,395,395,780,2866,0.5015157800000054
