solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,150,0.5,0.1,fixed,3000,0,1,11175,2205201,12011.119463362,11888.19897596,122.92048740199971,583.9999999999598
0,iterative,dual,warm,150,0.5,0.1,fixed,3000,0,0.01,11175,872297,2526.9377007580006,1639.4912954149986,887.446405343002,584.0000000000185
1,once,auto,cold,150,0.5,0.1,fixed,3000,1,1,11175,2205201,9074.130211059999,8952.461034609,121.66917645099966,534.000000000031
1,iterative,dual,warm,150,0.5,0.1,fixed,3000,1,0.1,11175,707902,2200.1050457290003,611.1277553299988,1588.9772903990015,534.0000000000002
2,once,auto,cold,150,0.5,0.1,fixed,3000,2,1,11175,2205201,10134.177746293,9998.646423855997,135.53132243700384,565.9999999999771
2,iterative,dual,warm,150,0.5,0.1,fixed,3000,2,1,11175,803631,10547.965531645,848.3249051859093,9699.640626459091,566.0000000000574
3,once,auto,cold,150,0.5,0.1,fixed,10000,0,1,11175,2205201,10520.095225580997,10387.788909429997,132.30631615099992,579.9999999998831
3,iterative,dual,warm,150,0.5,0.1,fixed,10000,0,0.01,11175,772136,1072.9751788919966,345.43584394697245,727.5393349450242,580.0000000000076
4,once,auto,cold,150,0.5,0.1,fixed,10000,1,1,11175,2205201,11006.070775125001,10880.435259862003,125.63551526299852,560.0000000000315
4,iterative,dual,warm,150,0.5,0.1,fixed,10000,1,0.1,11175,792305,1265.8533129120042,519.2795106619888,746.5738022500154,559.9999999999513
5,once,auto,cold,150,0.5,0.1,fixed,10000,2,1,11175,2205201,10475.876038203001,10348.785878552997,127.09015965000435,584.0000000000548
5,iterative,dual,warm,150,0.5,0.1,fixed,10000,2,1,11175,819975,3791.6428159329953,735.5115850959846,3056.1312308370107,583.9999999999919
6,once,auto,cold,150,0.5,0.1,fixed,30000,0,1,11175,2205201,10591.627628068003,10462.304666163996,129.32296190400666,520.0000000000148
6,iterative,dual,warm,150,0.5,0.1,fixed,30000,0,0.1,11175,680512,862.3653585930006,273.16099196800496,589.2043666249956,519.999999999999
7,once,auto,cold,150,0.5,0.1,fixed,30000,1,1,11175,2205201,11107.406576110996,10983.305148098996,124.10142801199981,560.0000000000257
7,iterative,dual,warm,150,0.5,0.1,fixed,30000,1,1,11175,778349,1194.6668989739992,185.41268757100624,1009.254211402993,559.999999999984
8,once,auto,cold,150,0.5,0.1,fixed,100000,0,1,11175,2205201,11052.744713584005,10933.224419699996,119.52029388400842,585.0000000000106
8,iterative,dual,warm,150,0.5,0.1,fixed,100000,0,0.1,11175,924873,3730.09035369099,3255.507768548996,474.58258514199406,584.9999999999296
9,once,auto,cold,150,0.5,0.1,fixed,100000,1,1,11175,2205201,10934.917269853016,10806.088025010002,128.82924484301475,554.0000000000265
9,iterative,dual,warm,150,0.5,0.1,fixed,100000,1,1,11175,822527,2809.7719083529955,2418.2557044979767,391.51620385501883,554.0000000000095
