solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
10,once,auto,cold,1,,False,0,0,90,0.5,0.2,fixed,1000,469920,469920,0,1,,4005,469921,658.7710629829962
10,iterative,auto,warm,1,,False,0,0,90,0.5,0.2,fixed,1000,100,100,0,1,,4005,101,0.008770855005423073
10,iterative,auto,warm,1,,False,0,1,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,1101,0.0398044609974022
10,iterative,auto,warm,1,,False,0,2,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,2101,0.04064827299589524
10,iterative,auto,warm,1,,False,0,3,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,3101,0.38703877599618863
10,iterative,auto,warm,1,,False,0,4,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,4101,6.444652480000514
10,iterative,auto,warm,1,,False,0,5,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,5101,16.770525686006295
10,iterative,auto,warm,1,,False,0,6,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,6101,34.51334136999503
10,iterative,auto,warm,1,,False,0,7,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,7101,53.92210905200045
10,iterative,auto,warm,1,,False,0,8,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,8101,50.72846006700274
10,iterative,auto,warm,1,,False,0,9,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,9101,0.06519035100063775
10,iterative,auto,warm,1,,True,0,0,90,0.5,0.2,fixed,1000,100,100,0,1,,4005,101,0.009021673002280295
10,iterative,auto,warm,1,,True,0,1,90,0.5,0.2,fixed,1000,1000,1000,81,1,,4005,1020,0.03630087400233606
10,iterative,auto,warm,1,,True,0,2,90,0.5,0.2,fixed,1000,1000,1000,103,1,,4005,1917,0.04056091499660397
10,iterative,auto,warm,1,,True,0,3,90,0.5,0.2,fixed,1000,1000,1000,223,1,,4005,2694,0.1375934430034249
10,iterative,auto,warm,1,,True,0,4,90,0.5,0.2,fixed,1000,1000,1000,437,1,,4005,3257,0.6888721580035053
10,iterative,auto,warm,1,,True,0,5,90,0.5,0.2,fixed,1000,1000,1000,943,1,,4005,3314,2.695798685999762
10,iterative,auto,warm,1,,True,0,6,90,0.5,0.2,fixed,1000,1000,1000,750,1,,4005,3564,4.6766300550007145
10,iterative,auto,warm,1,,True,0,7,90,0.5,0.2,fixed,1000,1000,1000,771,1,,4005,3793,6.535862482000084
10,iterative,auto,warm,1,,True,0,8,90,0.5,0.2,fixed,1000,1000,1000,821,1,,4005,3972,8.29274280899699
10,iterative,auto,warm,1,,True,0,9,90,0.5,0.2,fixed,1000,1000,1000,844,1,,4005,4128,9.398139040997194
10,iterative,auto,warm,1,,True,0,10,90,0.5,0.2,fixed,1000,1000,1000,869,1,,4005,4259,11.510004705000028
10,iterative,auto,warm,1,,True,0,11,90,0.5,0.2,fixed,1000,1000,1000,902,1,,4005,4357,11.564831183000933
10,iterative,auto,warm,1,,True,0,12,90,0.5,0.2,fixed,1000,1000,1000,942,1,,4005,4415,11.500852918004966
10,iterative,auto,warm,1,,True,0,13,90,0.5,0.2,fixed,1000,1000,1000,943,1,,4005,4472,9.775170206994517
10,iterative,auto,warm,1,,True,0,14,90,0.5,0.2,fixed,1000,1000,1000,981,1,,4005,4491,3.482121841996559
10,iterative,auto,warm,1,,True,0,15,90,0.5,0.2,fixed,1000,1000,1000,974,1,,4005,4517,1.348796113001299
10,iterative,auto,warm,1,,True,0,16,90,0.5,0.2,fixed,1000,1000,348,7,1,,4005,4858,0.03127422500256216
10,iterative,auto,warm,1,,True,0.1,0,90,0.5,0.2,fixed,1000,100,100,0,1,,4005,101,0.009542484003759455
10,iterative,auto,warm,1,,True,0.1,1,90,0.5,0.2,fixed,1000,1000,1000,79,1,,4005,1022,0.038583090994507074
10,iterative,auto,warm,1,,True,0.1,2,90,0.5,0.2,fixed,1000,1000,1000,235,1,,4005,1787,0.06891343600000255
10,iterative,auto,warm,1,,True,0.1,3,90,0.5,0.2,fixed,1000,1000,1000,303,1,,4005,2484,0.18278949100204045
10,iterative,auto,warm,1,,True,0.1,4,90,0.5,0.2,fixed,1000,1000,1000,460,1,,4005,3024,0.7303817790016183
10,iterative,auto,warm,1,,True,0.1,5,90,0.5,0.2,fixed,1000,1000,1000,810,1,,4005,3214,1.3947960540026543
10,iterative,auto,warm,1,,True,0.1,6,90,0.5,0.2,fixed,1000,1000,1000,750,1,,4005,3464,3.293621045006148
10,iterative,auto,warm,1,,True,0.1,7,90,0.5,0.2,fixed,1000,1000,1000,748,1,,4005,3716,6.0458572169955005
10,iterative,auto,warm,1,,True,0.1,8,90,0.5,0.2,fixed,1000,1000,1000,810,1,,4005,3906,9.161879168001178
10,iterative,auto,warm,1,,True,0.1,9,90,0.5,0.2,fixed,1000,1000,1000,817,1,,4005,4089,11.265201387999696
10,iterative,auto,warm,1,,True,0.1,10,90,0.5,0.2,fixed,1000,1000,1000,873,1,,4005,4216,13.979889805006678
10,iterative,auto,warm,1,,True,0.1,11,90,0.5,0.2,fixed,1000,1000,1000,907,1,,4005,4309,15.839774054998998
10,iterative,auto,warm,1,,True,0.1,12,90,0.5,0.2,fixed,1000,1000,1000,905,1,,4005,4404,16.6458309189984
10,iterative,auto,warm,1,,True,0.1,13,90,0.5,0.2,fixed,1000,1000,1000,936,1,,4005,4468,16.761978616006672
10,iterative,auto,warm,1,,True,0.1,14,90,0.5,0.2,fixed,1000,1000,1000,1022,1,,4005,4446,15.261120541996206
10,iterative,auto,warm,1,,True,0.1,15,90,0.5,0.2,fixed,1000,1000,1000,993,1,,4005,4453,11.271049162998679
10,iterative,auto,warm,1,,True,0.1,16,90,0.5,0.2,fixed,1000,1000,1000,135,1,,4005,5318,14.095676847995492
10,iterative,auto,warm,1,,True,0.1,17,90,0.5,0.2,fixed,1000,1000,1000,234,1,,4005,6084,15.266549769999983
10,iterative,auto,warm,1,,True,0.1,18,90,0.5,0.2,fixed,1000,1000,1000,325,1,,4005,6759,17.765075007999258
10,iterative,auto,warm,1,,True,0.1,19,90,0.5,0.2,fixed,1000,1000,862,353,1,,4005,7268,21.686469634994864
10,iterative,auto,warm,1,,True,0.1,20,90,0.5,0.2,fixed,1000,1000,522,399,1,,4005,7391,24.66069709799922
10,iterative,auto,warm,1,,True,0.1,21,90,0.5,0.2,fixed,1000,1000,510,443,1,,4005,7458,25.340679681998154
10,iterative,auto,warm,1,,True,0.1,22,90,0.5,0.2,fixed,1000,1000,348,400,1,,4005,7406,22.236337071997696
10,iterative,auto,warm,1,,True,0.1,23,90,0.5,0.2,fixed,1000,1000,692,412,1,,4005,7686,22.771794781998324
10,iterative,auto,warm,1,,True,0.3,0,90,0.5,0.2,fixed,1000,100,100,449,1,,4005,101,0.009251830997527577
10,iterative,auto,warm,1,,True,0.3,1,90,0.5,0.2,fixed,1000,1000,1000,86,1,,4005,1015,0.03657762299553724
10,iterative,auto,warm,1,,True,0.3,2,90,0.5,0.2,fixed,1000,1000,1000,411,1,,4005,1604,0.0647005079954397
10,iterative,auto,warm,1,,True,0.3,3,90,0.5,0.2,fixed,1000,1000,1000,377,1,,4005,2227,0.1462080579949543
10,iterative,auto,warm,1,,True,0.3,4,90,0.5,0.2,fixed,1000,1000,1000,492,1,,4005,2735,0.2647927209982299
10,iterative,auto,warm,1,,True,0.3,5,90,0.5,0.2,fixed,1000,1000,1000,759,1,,4005,2976,0.4293660330004059
10,iterative,auto,warm,1,,True,0.3,6,90,0.5,0.2,fixed,1000,1000,1000,762,1,,4005,3214,1.2888497250023647
10,iterative,auto,warm,1,,True,0.3,7,90,0.5,0.2,fixed,1000,1000,1000,814,1,,4005,3400,2.579915387002984
10,iterative,auto,warm,1,,True,0.3,8,90,0.5,0.2,fixed,1000,1000,1000,782,1,,4005,3618,4.671782463999989
10,iterative,auto,warm,1,,True,0.3,9,90,0.5,0.2,fixed,1000,1000,1000,790,1,,4005,3828,8.867803114000708
10,iterative,auto,warm,1,,True,0.3,10,90,0.5,0.2,fixed,1000,1000,1000,833,1,,4005,3995,11.178118283998629
10,iterative,auto,warm,1,,True,0.3,11,90,0.5,0.2,fixed,1000,1000,1000,880,1,,4005,4115,12.784815874998458
10,iterative,auto,warm,1,,True,0.3,12,90,0.5,0.2,fixed,1000,1000,1000,873,1,,4005,4242,16.231297473001177
10,iterative,auto,warm,1,,True,0.3,13,90,0.5,0.2,fixed,1000,1000,1000,931,1,,4005,4311,16.268394313003228
10,iterative,auto,warm,1,,True,0.3,14,90,0.5,0.2,fixed,1000,1000,1000,947,1,,4005,4364,16.682061639003223
10,iterative,auto,warm,1,,True,0.3,15,90,0.5,0.2,fixed,1000,1000,1000,974,1,,4005,4390,17.627603130000352
10,iterative,auto,warm,1,,True,0.3,16,90,0.5,0.2,fixed,1000,1000,1000,969,1,,4005,4421,14.940022733004298
10,iterative,auto,warm,1,,True,0.3,17,90,0.5,0.2,fixed,1000,1000,1000,1015,1,,4005,4406,13.872511897003278
10,iterative,auto,warm,1,,True,0.3,18,90,0.5,0.2,fixed,1000,1000,1000,952,1,,4005,4454,12.636104537996289
10,iterative,auto,warm,1,,True,0.3,19,90,0.5,0.2,fixed,1000,1000,1000,1012,1,,4005,4442,13.369605748004687
10,iterative,auto,warm,1,,True,0.3,20,90,0.5,0.2,fixed,1000,1000,1000,1036,1,,4005,4406,11.35460162799427
10,iterative,auto,warm,1,,True,0.3,21,90,0.5,0.2,fixed,1000,1000,696,343,1,,4005,4759,12.182775608998782
10,iterative,auto,warm,1,,True,0.3,22,90,0.5,0.2,fixed,1000,1000,1000,465,1,,4005,5294,12.812010413996177
10,iterative,auto,warm,1,,True,0.3,23,90,0.5,0.2,fixed,1000,1000,868,565,1,,4005,5597,14.697917557001347
10,iterative,auto,warm,1,,True,0.3,24,90,0.5,0.2,fixed,1000,1000,1000,678,1,,4005,5919,15.030987704994914
10,iterative,auto,warm,1,,True,0.3,25,90,0.5,0.2,fixed,1000,1000,1000,784,1,,4005,6135,17.832870608996018
10,iterative,auto,warm,1,,True,0.3,26,90,0.5,0.2,fixed,1000,1000,870,839,1,,4005,6166,16.668913153000176
10,iterative,auto,warm,1,,True,0.3,27,90,0.5,0.2,fixed,1000,1000,836,863,1,,4005,6139,16.544444252001995
10,iterative,auto,warm,1,,True,0.3,28,90,0.5,0.2,fixed,1000,1000,1000,836,1,,4005,6303,17.522339463001117
10,iterative,auto,warm,1,,True,0.3,29,90,0.5,0.2,fixed,1000,1000,348,886,1,,4005,5765,14.44790824699885
10,iterative,auto,warm,1,,True,0.3,30,90,0.5,0.2,fixed,1000,1000,174,711,1,,4005,5228,12.74940989499737
10,iterative,auto,warm,1,,True,0.3,31,90,0.5,0.2,fixed,1000,1000,692,562,1,,4005,5358,13.402676741003233
10,iterative,auto,warm,1,,True,0.3,32,90,0.5,0.2,fixed,1000,1000,348,587,1,,4005,5119,13.431304443001864
10,iterative,auto,warm,1,,True,0.3,33,90,0.5,0.2,fixed,1000,1000,1000,541,1,,4005,5578,15.969633626002178
10,iterative,auto,warm,1,,True,0.3,34,90,0.5,0.2,fixed,1000,1000,1000,668,1,,4005,5910,15.750277163002465
10,iterative,auto,warm,1,,True,0.3,35,90,0.5,0.2,fixed,1000,1000,1000,717,1,,4005,6193,20.016301308001857
10,iterative,auto,warm,1,,True,0.3,36,90,0.5,0.2,fixed,1000,1000,174,835,1,,4005,5532,14.487489608000033
10,iterative,auto,warm,1,,True,0.3,37,90,0.5,0.2,fixed,1000,1000,694,613,1,,4005,5613,15.04459981299442
