solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
13,iterative,auto,warm,1,,True,0,50,0.5,0.2,fixed,1000,100,100,0,1,,1225,101,0.003958243000056427
13,iterative,auto,warm,1,,True,1,50,0.5,0.2,fixed,1000,1000,1000,100,1,,1225,1001,0.023384738999993715
13,iterative,auto,warm,1,,True,2,50,0.5,0.2,fixed,1000,1000,1000,669,1,,1225,1332,0.0550311760000568
13,iterative,auto,warm,1,,True,3,50,0.5,0.2,fixed,1000,1000,1000,769,1,,1225,1563,0.15299871100000928
13,iterative,auto,warm,1,,True,4,50,0.5,0.2,fixed,1000,1000,1000,822,1,,1225,1741,0.6645440250000547
13,iterative,auto,warm,1,,True,5,50,0.5,0.2,fixed,1000,1000,1000,822,1,,1225,1919,1.083518572999992
13,iterative,auto,warm,1,,True,6,50,0.5,0.2,fixed,1000,1000,1000,900,1,,1225,2019,1.4606284340000002
13,iterative,auto,warm,1,,True,7,50,0.5,0.2,fixed,1000,1000,1000,924,1,,1225,2095,1.807225801999948
13,iterative,auto,warm,1,,True,8,50,0.5,0.2,fixed,1000,1000,1000,957,1,,1225,2138,1.9809682619999194
13,iterative,auto,warm,1,,True,9,50,0.5,0.2,fixed,1000,1000,1000,987,1,,1225,2151,1.86811838299991
13,iterative,auto,warm,1,,True,10,50,0.5,0.2,fixed,1000,1000,1000,993,1,,1225,2158,1.9264443309999706
13,iterative,auto,warm,1,,True,11,50,0.5,0.2,fixed,1000,1000,1000,986,1,,1225,2172,2.0123226360000217
13,iterative,auto,warm,1,,True,12,50,0.5,0.2,fixed,1000,1000,1000,1007,1,,1225,2165,1.9129135939999742
13,iterative,auto,warm,1,,True,13,50,0.5,0.2,fixed,1000,1000,1000,990,1,,1225,2175,1.6713373750000073
13,iterative,auto,warm,1,,True,14,50,0.5,0.2,fixed,1000,1000,278,985,1,,1225,1468,1.0982444869999881
13,iterative,auto,warm,1,,True,15,50,0.5,0.2,fixed,1000,1000,828,299,1,,1225,1997,1.1542897000000494
13,iterative,auto,warm,1,,True,16,50,0.5,0.2,fixed,1000,1000,184,769,1,,1225,1412,0.908970720999946
13,iterative,auto,warm,1,,True,17,50,0.5,0.2,fixed,1000,1000,94,189,1,,1225,1317,0.8326601100000062
