solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,120,0.5,0.1,fixed,1000,7140,1123361,3414.135549991,3358.089056712,56.04649327900006,362.9999999999972
0,iterative,auto,warm,0.01,,120,0.5,0.1,fixed,1000,7140,11101,291.71218726200004,276.22748697600036,15.48470028599968,362.9999999999502
0,iterative,auto,warm,0.1,,120,0.5,0.1,fixed,1000,7140,10101,135.92647767400013,111.95380364600032,23.9726740279998,362.99999999999994
0,iterative,auto,warm,1,0.5,120,0.5,0.1,fixed,1000,7140,11034,193.01264029899994,168.17612494200102,24.836515356998916,363.0000000000004
0,iterative,auto,warm,1,0.9,120,0.5,0.1,fixed,1000,7140,11101,159.93003122599976,137.1098019789997,22.820229247000043,363.00000000000193
1,once,auto,cold,1,,120,0.5,0.1,fixed,10000,7140,1123361,3019.7500361049997,2959.7221924670002,60.02784363799947,351.00000000000387
1,iterative,auto,warm,0.01,,120,0.5,0.1,fixed,10000,7140,25942,22.46857288299998,6.377863885998522,16.090708997001457,351.0
1,iterative,auto,warm,0.1,,120,0.5,0.1,fixed,10000,7140,23569,112.58606379599951,99.15239493499939,13.433668861000115,350.9999999999969
1,iterative,auto,warm,1,0.5,120,0.5,0.1,fixed,10000,7140,27524,90.59650609699929,74.67541410800004,15.921091988999251,350.99999999999903
1,iterative,auto,warm,1,0.9,120,0.5,0.1,fixed,10000,7140,30203,110.65707068699976,90.17062545399858,20.486445233001177,350.9999999999984
2,once,auto,cold,1,,120,0.5,0.1,fixed,100000,7140,1123361,2990.8249730260004,2933.7873861119997,57.03758691400071,326.99999999999545
2,iterative,auto,warm,0.1,,120,0.5,0.1,fixed,100000,7140,179479,1287.643480024999,1263.794560557999,23.848919467000087,327.0000000000028
2,iterative,auto,warm,1,0.5,120,0.5,0.1,fixed,100000,7140,197575,868.1277481939997,845.2983003210029,22.829447872996752,327.0000000000001
2,iterative,auto,warm,1,0.9,120,0.5,0.1,fixed,100000,7140,174869,1399.3648737250005,1377.564692076001,21.80018164899957,327.0000000000052
3,once,auto,cold,1,,120,0.5,0.1,fixed,1000000,7140,1123361,2744.999150642001,2683.6313352769994,61.36781536500166,367.9999999999822
4,once,auto,cold,1,,120,0.5,0.2,fixed,1000,7140,1123361,5801.466305753998,5748.101590794999,53.364714958999684,743.0000000000001
4,iterative,auto,warm,0.01,,120,0.5,0.2,fixed,1000,7140,17101,3238.5820420359996,3221.0811852989937,17.50085673700596,743.0000000000002
4,iterative,auto,warm,0.1,,120,0.5,0.2,fixed,1000,7140,13101,1445.6610365999986,1422.4802483860076,23.180788213991036,743.0000000000022
4,iterative,auto,warm,1,0.5,120,0.5,0.2,fixed,1000,7140,15629,1809.3385689700008,1780.0616223369943,29.276946633006446,742.9999999999981
4,iterative,auto,warm,1,0.9,120,0.5,0.2,fixed,1000,7140,14594,1590.5168023900005,1558.6907400550008,31.826062334999733,742.9999999999915
