solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,60,0.5,0.1,fixed,1000,1770,136881,67.656937078,61.397830656,6.259106422000002,82.0000000000032
0,iterative,auto,warm,0.01,,60,0.5,0.1,fixed,1000,1770,4101,4.950830957999997,2.6756856659999926,2.275145292000005,82.00000000000001
0,iterative,auto,warm,0.1,,60,0.5,0.1,fixed,1000,1770,4215,4.6516263820000034,2.2953595310000026,2.356266851000001,82.00000000000001
0,iterative,auto,warm,1,0.5,60,0.5,0.1,fixed,1000,1770,4101,4.144625443999999,1.9766924540000161,2.167932989999983,82.00000000000003
0,iterative,auto,warm,1,0.9,60,0.5,0.1,fixed,1000,1770,4199,4.089841911999997,1.935561714000002,2.154280197999995,81.99999999999996
1,once,auto,cold,1,,60,0.5,0.1,fixed,10000,1770,136881,60.38756601799999,54.17045718200001,6.21710883599998,86.99999999999999
1,iterative,auto,warm,0.1,,60,0.5,0.1,fixed,10000,1770,14089,3.27772998399999,0.7328309319999846,2.544899052000005,87.0
1,iterative,auto,warm,1,0.5,60,0.5,0.1,fixed,10000,1770,20101,3.5011869840000145,1.106351693999983,2.3948352900000316,87.0
1,iterative,auto,warm,1,0.9,60,0.5,0.1,fixed,10000,1770,20101,3.7981303269999955,1.260948787999979,2.5371815390000165,87.0
2,once,auto,cold,1,,60,0.5,0.1,fixed,100000,1770,136881,57.081788993,50.917858701,6.163930292000003,73.00000000000023
3,once,auto,cold,1,,60,0.5,0.1,fixed,1000000,1770,136881,70.21463190899996,63.98846704700003,6.2261648619999335,79.99999999999939
4,once,auto,cold,1,,60,0.5,0.2,fixed,1000,1770,136881,84.58606158100002,78.41608494499997,6.169976636000058,181.99999999999187
4,iterative,auto,warm,0.01,,60,0.5,0.2,fixed,1000,1770,5215,27.11719252399996,24.50715063900003,2.61004188499993,182.00000000000173
4,iterative,auto,warm,0.1,,60,0.5,0.2,fixed,1000,1770,5101,26.832842070000027,25.077227737000044,1.7556143329999827,181.9999999999992
4,iterative,auto,warm,1,0.5,60,0.5,0.2,fixed,1000,1770,5125,22.117616634,19.05707691500004,3.060539718999962,182.0000000000004
4,iterative,auto,warm,1,0.9,60,0.5,0.2,fixed,1000,1770,5480,27.355771491999974,23.70974611300005,3.646025378999923,181.99999999999403
