solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,70,0.5,0.1,fixed,10,3,1,2415,218961,43.685070368,33.366787775999995,10.318282592000003,131.99999999999824
0,iterative,dual,warm,70,0.5,0.1,fixed,10,3,0.1,2415,2461,148.268470167,25.55088539399977,122.71758477300023,132.00000000000088
1,once,dual,cold,70,0.5,0.1,fixed,10,2,1,2415,218961,42.081892748,31.872985548000003,10.208907199999999,116.99999999999093
1,iterative,dual,warm,70,0.5,0.1,fixed,10,2,0.01,2415,2321,40.028513213000025,17.175130732000042,22.853382480999983,117.0
2,once,dual,cold,70,0.5,0.1,fixed,10,1,1,2415,218961,39.97107384199995,29.757089874999963,10.21398396699999,99.00000000000404
2,iterative,dual,warm,70,0.5,0.1,fixed,10,1,0.001,2415,2401,32.04110888499997,16.896444456999404,15.144664428000567,99.00000000000074
3,once,dual,cold,70,0.5,0.1,fixed,10,0,1,2415,218961,37.421984087,27.138512746000004,10.283471340999995,108.00000000000404
3,iterative,dual,warm,70,0.5,0.1,fixed,10,0,0.0001,2415,2481,45.74135960899997,20.664397691999454,25.076961917000517,107.99999999999997
4,once,dual,cold,70,0.5,0.1,fixed,30,3,1,2415,218961,42.88590992500002,32.56567954399998,10.320230381000044,129.00000000000372
4,iterative,dual,warm,70,0.5,0.1,fixed,30,3,1,2415,2831,384.358986005,26.865280323000206,357.4937056819998,128.9999999999979
5,once,dual,cold,70,0.5,0.1,fixed,30,2,1,2415,218961,39.37227059199995,29.155690391000007,10.216580200999942,133.99999999999787
5,iterative,dual,warm,70,0.5,0.1,fixed,30,2,0.1,2415,2471,57.310041446000014,13.79733365799973,43.512707788000284,133.99999999999957
6,once,dual,cold,70,0.5,0.1,fixed,30,1,1,2415,218961,43.214937650000024,32.82503150399998,10.389906146000044,142.99999999999656
6,iterative,dual,warm,70,0.5,0.1,fixed,30,1,0.01,2415,2681,39.05641550500002,22.15381191199981,16.902603593000208,142.99999999999972
7,once,dual,cold,70,0.5,0.1,fixed,30,0,1,2415,218961,41.97122463300002,31.490452361000052,10.480772271999967,136.00000000001174
7,iterative,dual,warm,70,0.5,0.1,fixed,30,0,0.001,2415,3881,79.0226718949998,60.800607553000646,18.222064341999157,136.00000000000077
8,once,dual,cold,70,0.5,0.1,fixed,100,3,1,2415,218961,35.53019517600001,25.10185916699993,10.428336009000077,116.00000000000048
