solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,40,0.5,0.1,fixed,1000,780,39521,9.470191262,7.755465064999999,1.714726197000001,33.000000000000014
0,iterative,auto,warm,0.1,,40,0.5,0.1,fixed,1000,780,2279,0.8514500429999998,0.05957809899999944,0.7918719440000004,33.0
0,iterative,auto,warm,1,0.5,40,0.5,0.1,fixed,1000,780,2241,0.6021285670000012,0.05044757999999838,0.5516809870000028,33.0
0,iterative,auto,warm,1,0.9,40,0.5,0.1,fixed,1000,780,2315,0.6750743769999996,0.05597672099999862,0.619097656000001,33.0
1,once,auto,cold,1,,40,0.5,0.1,fixed,10000,780,39521,11.293167157000001,9.612550341999999,1.6806168150000023,42.0000000000002
1,iterative,auto,warm,1,0.5,40,0.5,0.1,fixed,10000,780,8048,1.3572216879999992,0.5469380979999983,0.8102835900000009,42.0
2,once,auto,cold,1,,40,0.5,0.1,fixed,100000,780,39521,9.884267095999999,8.125736177,1.7585309189999982,25.000000000000043
3,once,auto,cold,1,,40,0.5,0.1,fixed,1000000,780,39521,11.100945197999998,9.249892842000001,1.8510523559999967,40.99999999999988
4,once,auto,cold,1,,40,0.5,0.2,fixed,1000,780,39521,14.619564357999998,12.856371819000003,1.763192538999995,70.00000000000014
4,iterative,auto,warm,0.1,,40,0.5,0.2,fixed,1000,780,3101,3.117232678999997,2.159677239000004,0.957555439999993,69.99999999999912
4,iterative,auto,warm,1,0.5,40,0.5,0.2,fixed,1000,780,3101,2.536005872000004,1.670880505999989,0.8651253660000151,70.00000000000055
4,iterative,auto,warm,1,0.9,40,0.5,0.2,fixed,1000,780,3101,2.489563533000009,1.7670466949999906,0.7225168380000184,69.99999999999923
5,once,auto,cold,1,,40,0.5,0.2,fixed,10000,780,39521,11.477266534999998,9.685064937000007,1.7922015979999912,73.45454545454537
5,iterative,auto,warm,1,0.5,40,0.5,0.2,fixed,10000,780,8387,4.198631531999993,3.2283136460000037,0.9703178859999895,73.45454545454548
6,once,auto,cold,1,,40,0.5,0.2,fixed,100000,780,39521,10.614271263000006,8.84997636,1.7642949030000068,85.13880126182966
7,once,auto,cold,1,,40,0.5,0.2,fixed,1000000,780,39521,10.834393057,9.069271952999998,1.765121104000002,78.64864864864863
8,once,auto,cold,1,,40,0.8,0.1,fixed,1000,780,39521,8.34378565499999,6.649857234999999,1.6939284199999918,59.0
8,iterative,auto,warm,0.1,,40,0.8,0.1,fixed,1000,780,1507,0.6715449439999901,0.0275161670000017,0.6440287769999884,59.0
8,iterative,auto,warm,1,0.5,40,0.8,0.1,fixed,1000,780,1647,0.6054185770000089,0.029866822000002458,0.5755517550000064,59.0
8,iterative,auto,warm,1,0.9,40,0.8,0.1,fixed,1000,780,1534,0.5090558699999974,0.02151498399999241,0.487540886000005,59.0
9,once,auto,cold,1,,40,0.8,0.1,fixed,10000,780,39521,8.447327041999998,6.775664953999993,1.671662088000005,38.00000000000008
9,iterative,auto,warm,1,0.5,40,0.8,0.1,fixed,10000,780,5656,0.9271283879999999,0.1468607909999804,0.7802675970000195,38.0
10,once,auto,cold,1,,40,0.8,0.1,fixed,100000,780,39521,5.491938164999993,3.6818604540000024,1.810077710999991,35.99999999999999
11,once,auto,cold,1,,40,0.8,0.1,fixed,1000000,780,39521,6.946506784999997,5.094309654999989,1.8521971300000075,34.0
12,once,auto,cold,1,,40,0.8,0.2,fixed,1000,780,39521,9.025096234000017,7.225186479999991,1.7999097540000264,76.9999999999999
12,iterative,auto,warm,0.1,,40,0.8,0.2,fixed,1000,780,1596,0.7698979430000179,0.03460220800002389,0.735295734999994,77.0
12,iterative,auto,warm,1,0.5,40,0.8,0.2,fixed,1000,780,1139,0.5254650530000049,0.02667398000002663,0.49879107299997827,77.0
12,iterative,auto,warm,1,0.9,40,0.8,0.2,fixed,1000,780,1491,0.5546127229999911,0.02814427999999225,0.5264684429999988,77.0
13,once,auto,cold,1,,40,0.8,0.2,fixed,10000,780,39521,8.950037019000007,7.186639244999981,1.7633977740000262,70.99999999999994
13,iterative,auto,warm,1,0.5,40,0.8,0.2,fixed,10000,780,3811,0.5862642259999973,0.02440094200002818,0.5618632839999691,71.0
14,once,auto,cold,1,,40,0.8,0.2,fixed,100000,780,39521,9.4157333,7.675159640999993,1.740573659000006,89.00000000000009
15,once,auto,cold,1,,40,0.8,0.2,fixed,1000000,780,39521,9.186050169999987,7.410215531000006,1.7758346389999815,84.99999999999994
16,once,auto,cold,1,,40,0.5,0.1,fixed,1000,780,39521,9.339867147999996,7.648687474000013,1.691179673999983,29.999999999999968
16,iterative,auto,warm,0.1,,40,0.5,0.1,fixed,1000,780,2175,0.9114135160000103,0.044821513000016466,0.8665920029999938,30.0
16,iterative,auto,warm,1,0.5,40,0.5,0.1,fixed,1000,780,2101,0.6258630389999951,0.05231298199998946,0.5735500570000056,30.0
16,iterative,auto,warm,1,0.9,40,0.5,0.1,fixed,1000,780,2245,0.734243953999993,0.07996352299997511,0.6542804310000179,30.0
17,once,auto,cold,1,,40,0.5,0.1,fixed,10000,780,39521,9.369071261000016,7.648989217999997,1.7200820430000192,31.999999999999996
17,iterative,auto,warm,1,0.5,40,0.5,0.1,fixed,10000,780,9795,1.1086594390000073,0.20759509399999843,0.9010643450000089,32.0
18,once,auto,cold,1,,40,0.5,0.1,fixed,100000,780,39521,12.166723451000024,10.377094760999995,1.789628690000029,42.99999999998742
19,once,auto,cold,1,,40,0.5,0.1,fixed,1000000,780,39521,10.441600359000006,8.653095108999992,1.7885052500000143,33.99999999999997
20,once,auto,cold,1,,40,0.5,0.2,fixed,1000,780,39521,15.194190042000002,13.41841584399998,1.775774198000022,74.0000000000001
20,iterative,auto,warm,0.1,,40,0.5,0.2,fixed,1000,780,3384,3.4410818279999944,2.3942889229999764,1.046792905000018,73.99999999999933
20,iterative,auto,warm,1,0.5,40,0.5,0.2,fixed,1000,780,3101,2.8288792830000205,2.024792290999983,0.8040869920000375,73.99999999999947
20,iterative,auto,warm,1,0.9,40,0.5,0.2,fixed,1000,780,3101,3.1026857829999983,2.378021316999991,0.7246644660000072,73.9999999999992
21,once,auto,cold,1,,40,0.5,0.2,fixed,10000,780,39521,15.627322384999985,13.915347253000022,1.7119751319999637,76.0
21,iterative,auto,warm,1,0.5,40,0.5,0.2,fixed,10000,780,7818,2.416334790999997,1.5308757669999977,0.8854590239999993,75.99999999999983
22,once,auto,cold,1,,40,0.5,0.2,fixed,100000,780,39521,16.48068583899999,14.701692260000016,1.7789935789999731,77.99999999999878
23,once,auto,cold,1,,40,0.5,0.2,fixed,1000000,780,39521,13.787023867000016,12.012245838000013,1.7747780290000037,70.00000000000006
24,once,auto,cold,1,,40,0.8,0.1,fixed,1000,780,39521,8.342401435999989,6.573334278000004,1.7690671579999844,42.999999999999964
24,iterative,auto,warm,0.1,,40,0.8,0.1,fixed,1000,780,1426,0.7422427770000013,0.02626720099999602,0.7159755760000053,43.0
24,iterative,auto,warm,1,0.5,40,0.8,0.1,fixed,1000,780,1214,0.537402338999982,0.031456128000058925,0.5059462109999231,43.0
24,iterative,auto,warm,1,0.9,40,0.8,0.1,fixed,1000,780,1275,0.5262276079999992,0.023781259999964277,0.502446348000035,43.0
25,once,auto,cold,1,,40,0.8,0.1,fixed,10000,780,39521,7.728332188000024,5.980326023000032,1.7480061649999925,45.000000000000014
25,iterative,auto,warm,1,0.5,40,0.8,0.1,fixed,10000,780,4020,0.9045011439999939,0.16589280400000916,0.7386083399999848,45.0
26,once,auto,cold,1,,40,0.8,0.1,fixed,100000,780,39521,6.259484999999984,4.431311727000036,1.8281732729999476,36.99999999999996
