solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,min_order,min_proportion,proportion_used,variables,constraints,cpu_time
0,once,auto,cold,0,80,0.5,0.1,fixed,3000,328640,328640,0,1,1,3160,328641,256.47842596
0,iterative,dual,warm,0,80,0.5,0.1,fixed,3000,100,100,0,0.01,1,3160,101,0.007215435999967212
0,iterative,dual,warm,1,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,3101,0.1688431919999971
0,iterative,dual,warm,2,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,6101,6.0695072180000125
0,iterative,dual,warm,3,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,9101,1.7426108579999777
0,iterative,dual,warm,4,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,12101,0.04080677700000024
0,iterative,dual,warm,5,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,15101,0.026355529999989358
0,iterative,dual,warm,6,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,18101,0.031241699000020162
0,iterative,dual,warm,7,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,21101,0.03415446299999303
0,iterative,dual,warm,8,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,24101,0.03764636799996879
0,iterative,dual,warm,9,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,27101,0.039614709000034054
0,iterative,dual,warm,10,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,30101,0.04427730300000121
0,iterative,dual,warm,11,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,33101,0.04707418899999993
0,iterative,dual,warm,12,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,36101,0.05182981100000461
0,iterative,dual,warm,13,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,39101,0.05661111099999516
0,iterative,dual,warm,14,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,42101,0.06141156199998932
0,iterative,dual,warm,15,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,45101,0.06474064700000781
0,iterative,dual,warm,16,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,48101,0.06980160900002375
0,iterative,dual,warm,17,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,51101,0.07424641599999404
0,iterative,dual,warm,18,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,54101,0.0775399159999779
0,iterative,dual,warm,19,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,57101,0.08515568600000734
0,iterative,dual,warm,20,80,0.5,0.1,fixed,3000,3000,0,0,0.01,0.1,3160,60101,0.08881042500001968
0,iterative,dual,warm,21,80,0.5,0.1,fixed,3000,3000,0,0,0.01,1,3160,63101,0.08583758899999339
0,iterative,dual,warm,22,80,0.5,0.1,fixed,3000,3000,0,0,0.01,1,3160,66101,0.09011406199999783
0,iterative,dual,warm,23,80,0.5,0.1,fixed,3000,3000,0,0,0.01,1,3160,69101,0.09294580400000996
0,iterative,dual,warm,24,80,0.5,0.1,fixed,3000,3000,0,0,0.01,1,3160,72101,0.09891451400000051
0,iterative,dual,warm,25,80,0.5,0.1,fixed,3000,3000,0,0,0.01,1,3160,75101,0.11022156499996072
0,iterative,dual,warm,26,80,0.5,0.1,fixed,3000,3000,0,0,0.01,1,3160,78101,0.1117361560000063
0,iterative,dual,warm,27,80,0.5,0.1,fixed,3000,3000,0,0,0.01,1,3160,81101,0.12069418300001189
0,iterative,dual,warm,28,80,0.5,0.1,fixed,3000,3000,0,0,0.01,1,3160,84101,0.1270097519999922
0,iterative,dual,warm,29,80,0.5,0.1,fixed,3000,3000,0,0,0.01,1,3160,85870,0.1276021340000284
1,once,auto,cold,0,80,0.5,0.1,fixed,3000,328640,328640,1,1,1,3160,328641,295.052721407
1,iterative,dual,warm,0,80,0.5,0.1,fixed,3000,100,100,1,0.1,1,3160,101,0.007383152999977938
1,iterative,dual,warm,1,80,0.5,0.1,fixed,3000,3000,0,1,0.1,0.1,3160,3101,0.16123827499995969
1,iterative,dual,warm,2,80,0.5,0.1,fixed,3000,3000,0,1,0.1,0.1,3160,6101,2.371239381999999
1,iterative,dual,warm,3,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,9101,0.17007211600002847
1,iterative,dual,warm,4,80,0.5,0.1,fixed,3000,3000,0,1,0.1,0.1,3160,12101,0.01800635600000078
1,iterative,dual,warm,5,80,0.5,0.1,fixed,3000,3000,0,1,0.1,0.1,3160,15101,0.020864900999981728
1,iterative,dual,warm,6,80,0.5,0.1,fixed,3000,3000,0,1,0.1,0.1,3160,18101,0.02527455100005227
1,iterative,dual,warm,7,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,21101,0.024506395999992492
1,iterative,dual,warm,8,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,24101,0.026934503999996195
1,iterative,dual,warm,9,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,27101,0.029841969000017343
1,iterative,dual,warm,10,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,30101,0.041062484000008226
1,iterative,dual,warm,11,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,33101,0.0450181960000009
1,iterative,dual,warm,12,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,36101,0.04897262800000135
1,iterative,dual,warm,13,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,39101,0.04695027200000368
1,iterative,dual,warm,14,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,42101,0.05040410000003703
1,iterative,dual,warm,15,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,45101,0.05048804900002324
1,iterative,dual,warm,16,80,0.5,0.1,fixed,3000,3000,0,1,0.1,1,3160,46166,0.04901182100002188
2,once,auto,cold,0,80,0.5,0.1,fixed,3000,328640,328640,2,1,1,3160,328641,302.07226614499984
2,iterative,dual,warm,0,80,0.5,0.1,fixed,3000,100,100,2,1,1,3160,101,0.006750669999973979
2,iterative,dual,warm,1,80,0.5,0.1,fixed,3000,3000,0,2,1,1,3160,3101,0.1522424370000408
2,iterative,dual,warm,2,80,0.5,0.1,fixed,3000,3000,0,2,1,1,3160,6101,4.296382803999904
2,iterative,dual,warm,3,80,0.5,0.1,fixed,3000,3000,0,2,1,1,3160,9101,0.4264398390000679
2,iterative,dual,warm,4,80,0.5,0.1,fixed,3000,3000,0,2,1,1,3160,12101,0.019631471000138845
2,iterative,dual,warm,5,80,0.5,0.1,fixed,3000,3000,0,2,1,1,3160,15101,0.0231499530000292
2,iterative,dual,warm,6,80,0.5,0.1,fixed,3000,3000,0,2,1,1,3160,18101,0.026339909999933298
