solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,act_tol,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
4,iterative,auto,warm,1,0.0,1e-05,100,0.5,0.2,fixed,1000,4950,6673,437.78633767999963,376.59428868700525,61.192048992994394,491.00000000000006
0,iterative,auto,warm,1,0.0,0.0,110,0.5,0.2,fixed,1000,5995,13101,1007.237354785,966.271202158,40.96615262699993,601.0000000000008
0,iterative,auto,warm,1,0.0,0.125,110,0.5,0.2,fixed,1000,5995,7908,502.55286270200014,437.0741451199997,65.4787175820004,601.0000000000015
0,iterative,auto,warm,1,0.0,0.1,110,0.5,0.2,fixed,1000,5995,7782,508.427491121,432.09467832099955,76.33281280000051,601.0000000000019
0,iterative,auto,warm,1,0.0,0.075,110,0.5,0.2,fixed,1000,5995,7794,517.3817475149998,439.4389213409995,77.9428261740004,600.9999999999964
0,iterative,auto,warm,1,0.0,0.05,110,0.5,0.2,fixed,1000,5995,6748,501.21129977100014,422.52957974800034,78.6817200229998,600.999999999999
0,iterative,auto,warm,1,0.0,0.01,110,0.5,0.2,fixed,1000,5995,6493,509.46434576899986,430.78898807299987,78.67535769599998,600.9999999999984
0,iterative,auto,warm,1,0.0,0.001,110,0.5,0.2,fixed,1000,5995,6859,506.69807211099993,418.70158604900047,87.99648606199933,600.999999999996
0,iterative,auto,warm,1,0.0,0.0001,110,0.5,0.2,fixed,1000,5995,6625,485.1281234240005,403.3250515699983,81.80307185400216,600.9999999999966
0,iterative,auto,warm,1,0.0,1e-05,110,0.5,0.2,fixed,1000,5995,7434,459.3389983039997,383.8627319589969,75.47626634500284,600.9999999999975
1,iterative,auto,warm,1,0.0,0.0,110,0.5,0.2,fixed,1000,5995,12737,755.1873555769998,714.3696002569995,40.81775532000029,566.9999999999998
1,iterative,auto,warm,1,0.0,0.125,110,0.5,0.2,fixed,1000,5995,7757,379.33103946199935,314.1122694379983,65.21877002400106,566.9999999999989
1,iterative,auto,warm,1,0.0,0.1,110,0.5,0.2,fixed,1000,5995,7770,374.76305003299973,308.8607104549974,65.90233957800228,567.0000000000013
1,iterative,auto,warm,1,0.0,0.075,110,0.5,0.2,fixed,1000,5995,7482,343.160349752,277.0404431679981,66.11990658400191,566.9999999999994
1,iterative,auto,warm,1,0.0,0.05,110,0.5,0.2,fixed,1000,5995,7486,359.8930372040004,292.0031459500005,67.88989125399985,566.9999999999999
1,iterative,auto,warm,1,0.0,0.01,110,0.5,0.2,fixed,1000,5995,7388,350.0311010670003,277.93590364400103,72.09519742299926,566.9999999999986
1,iterative,auto,warm,1,0.0,0.001,110,0.5,0.2,fixed,1000,5995,6773,355.12093125999945,276.1748110210001,78.94612023899936,567.0000000000008
1,iterative,auto,warm,1,0.0,0.0001,110,0.5,0.2,fixed,1000,5995,6674,362.3230464689996,284.58565098899913,77.73739548000049,567.0000000000016
1,iterative,auto,warm,1,0.0,1e-05,110,0.5,0.2,fixed,1000,5995,6459,341.5149432129984,266.53423927699623,74.98070393600209,567.0000000000027
2,iterative,auto,warm,1,0.0,0.0,110,0.5,0.2,fixed,1000,5995,14629,1393.9178195650004,1348.453432667,45.46438689800016,623.0000000000001
2,iterative,auto,warm,1,0.0,0.125,110,0.5,0.2,fixed,1000,5995,8144,807.4166010389999,722.2725167179942,85.14408432100572,623.0000000000002
2,iterative,auto,warm,1,0.0,0.1,110,0.5,0.2,fixed,1000,5995,7305,775.2351316810001,684.2023112799981,91.03282040100204,622.9999999999992
2,iterative,auto,warm,1,0.0,0.075,110,0.5,0.2,fixed,1000,5995,7793,793.3570156650003,700.1580386820042,93.1989769829961,622.9999999999978
2,iterative,auto,warm,1,0.0,0.05,110,0.5,0.2,fixed,1000,5995,7497,805.6976765899999,707.1134353609941,98.58424122900577,623.0000000000013
2,iterative,auto,warm,1,0.0,0.01,110,0.5,0.2,fixed,1000,5995,6948,820.6806413689992,716.6624199319976,104.01822143700157,623.0000000000013
2,iterative,auto,warm,1,0.0,0.001,110,0.5,0.2,fixed,1000,5995,7564,807.6817469469987,706.2248106810002,101.45693626599859,622.9999999999976
2,iterative,auto,warm,1,0.0,0.0001,110,0.5,0.2,fixed,1000,5995,7687,827.3894010709993,724.5315429480032,102.85785812299582,622.9999999999999
2,iterative,auto,warm,1,0.0,1e-05,110,0.5,0.2,fixed,1000,5995,7310,834.025835841001,726.5628547369853,107.46298110401585,623.0000000000006
3,iterative,auto,warm,1,0.0,0.0,110,0.5,0.2,fixed,1000,5995,16101,1579.3096332569985,1529.9055139780066,49.404119278991864,645.2318295739358
3,iterative,auto,warm,1,0.0,0.125,110,0.5,0.2,fixed,1000,5995,8394,1094.9189102460005,988.223402589003,106.6955076569975,645.2318295739352
3,iterative,auto,warm,1,0.0,0.1,110,0.5,0.2,fixed,1000,5995,8254,1109.2982271750006,987.4293855700051,121.86884160499541,645.2318295739343
3,iterative,auto,warm,1,0.0,0.075,110,0.5,0.2,fixed,1000,5995,8113,1137.7465325189987,1005.3512048569974,132.39532766200136,645.2318295739368
3,iterative,auto,warm,1,0.0,0.05,110,0.5,0.2,fixed,1000,5995,8048,1168.167834238,1023.4645064330143,144.70332780498575,645.2318295739359
3,iterative,auto,warm,1,0.0,0.01,110,0.5,0.2,fixed,1000,5995,7917,1211.113740658002,1051.8626686699972,159.2510719880047,645.2318295739328
3,iterative,auto,warm,1,0.0,0.001,110,0.5,0.2,fixed,1000,5995,7445,1282.6125756130025,1121.4547715439767,161.1578040690256,645.2318295739344
3,iterative,auto,warm,1,0.0,0.0001,110,0.5,0.2,fixed,1000,5995,7011,1265.0915612710014,1102.8024413910023,162.2891198799989,645.2318295739354
3,iterative,auto,warm,1,0.0,1e-05,110,0.5,0.2,fixed,1000,5995,7000,1311.8186453180024,1136.2153460640002,175.6032992540022,645.2318295739361
4,iterative,auto,warm,1,0.0,0.0,110,0.5,0.2,fixed,1000,5995,14101,1097.126668361998,1054.3452951750003,42.781373186997364,612.9999999999987
4,iterative,auto,warm,1,0.0,0.125,110,0.5,0.2,fixed,1000,5995,8077,613.8633360240018,539.0597291369959,74.80360688700604,613.0000000000013
4,iterative,auto,warm,1,0.0,0.1,110,0.5,0.2,fixed,1000,5995,7935,611.912169747,533.3523960649874,78.55977368201275,613.0000000000002
4,iterative,auto,warm,1,0.0,0.075,110,0.5,0.2,fixed,1000,5995,7849,607.5340403500012,525.5688020000016,81.96523834999971,612.9999999999984
4,iterative,auto,warm,1,0.0,0.05,110,0.5,0.2,fixed,1000,5995,7700,641.2269286660013,554.9815487319902,86.245379934011,613.0000000000008
4,iterative,auto,warm,1,0.0,0.01,110,0.5,0.2,fixed,1000,5995,6611,623.1118293990003,537.2868955009908,85.82493389800948,612.9999999999999
4,iterative,auto,warm,1,0.0,0.001,110,0.5,0.2,fixed,1000,5995,7531,580.2991573309993,490.49434831000684,89.80480902099224,612.9999999999983
4,iterative,auto,warm,1,0.0,0.0001,110,0.5,0.2,fixed,1000,5995,7198,601.9096316040012,510.27544837401734,91.63418322998406,612.999999999997
4,iterative,auto,warm,1,0.0,1e-05,110,0.5,0.2,fixed,1000,5995,7419,616.3129798329974,523.1625037890117,93.15047604398569,613.0000000000019
0,iterative,auto,warm,1,0.0,0.0,120,0.5,0.2,fixed,1000,7140,15561,1893.989288056,1829.4995652259995,64.48972283000057,723.9999999999986
0,iterative,auto,warm,1,0.0,0.125,120,0.5,0.2,fixed,1000,7140,9175,967.2052507009997,862.4365053700011,104.76874533099884,723.9999999999995
0,iterative,auto,warm,1,0.0,0.1,120,0.5,0.2,fixed,1000,7140,8282,965.399256405,847.9415361450011,117.45772025999895,724.0000000000017
0,iterative,auto,warm,1,0.0,0.075,120,0.5,0.2,fixed,1000,7140,7949,937.388191556,815.5034744810008,121.88471707499912,724.0000000000023
0,iterative,auto,warm,1,0.0,0.05,120,0.5,0.2,fixed,1000,7140,8845,954.3684727709996,827.7547862130033,126.61368655799652,724.0000000000005
0,iterative,auto,warm,1,0.0,0.01,120,0.5,0.2,fixed,1000,7140,8570,932.9223701810007,801.5104437229967,131.41192645800402,724.0000000000009
0,iterative,auto,warm,1,0.0,0.001,120,0.5,0.2,fixed,1000,7140,8546,921.97036537,788.7524326500015,133.21793271999832,724.0000000000009
0,iterative,auto,warm,1,0.0,0.0001,120,0.5,0.2,fixed,1000,7140,8565,951.1760780960003,817.3666396669996,133.8094384290007,723.9999999999992
0,iterative,auto,warm,1,0.0,1e-05,120,0.5,0.2,fixed,1000,7140,7573,964.8235837050016,832.120096042996,132.7034876620055,724.0000000000005
1,iterative,auto,warm,1,0.0,0.0,120,0.5,0.2,fixed,1000,7140,15101,1911.29635461,1849.2175914549969,62.07876315500289,705.999999999996
1,iterative,auto,warm,1,0.0,0.125,120,0.5,0.2,fixed,1000,7140,8450,924.9183111399997,818.1401082570064,106.77820288299336,705.999999999999
1,iterative,auto,warm,1,0.0,0.1,120,0.5,0.2,fixed,1000,7140,8908,937.0353738909997,826.4714950049984,110.56387888600149,706.0000000000008
1,iterative,auto,warm,1,0.0,0.075,120,0.5,0.2,fixed,1000,7140,8807,950.8786357169992,831.3514769160048,119.52715880099458,706.0000000000048
1,iterative,auto,warm,1,0.0,0.05,120,0.5,0.2,fixed,1000,7140,8725,962.1719201659997,837.7158371240039,124.45608304199594,706.0000000000015
1,iterative,auto,warm,1,0.0,0.01,120,0.5,0.2,fixed,1000,7140,8415,963.8882098910016,829.5636753579965,134.32453453300514,705.9999999999987
1,iterative,auto,warm,1,0.0,0.001,120,0.5,0.2,fixed,1000,7140,7744,937.7960477970007,805.6220369959973,132.1740108010035,706.000000000001
1,iterative,auto,warm,1,0.0,0.0001,120,0.5,0.2,fixed,1000,7140,8007,888.8287437319997,763.4569519380057,125.3717917939939,706.0000000000024
1,iterative,auto,warm,1,0.0,1e-05,120,0.5,0.2,fixed,1000,7140,8539,925.5467790349976,798.3134734329942,127.23330560200338,705.9999999999997
2,iterative,auto,warm,1,0.0,0.0,120,0.5,0.2,fixed,1000,7140,15101,1497.8188622659982,1437.1953515390014,60.623510726996756,712.9999999999987
2,iterative,auto,warm,1,0.0,0.125,120,0.5,0.2,fixed,1000,7140,8929,734.9760270110019,638.8778899850112,96.09813702599058,712.9999999999973
2,iterative,auto,warm,1,0.0,0.1,120,0.5,0.2,fixed,1000,7140,8857,724.1924403809971,616.9298726989911,107.2625676820062,712.9999999999999
2,iterative,auto,warm,1,0.0,0.075,120,0.5,0.2,fixed,1000,7140,7788,689.5658039139997,587.3338702529945,102.2319336610053,713.0
2,iterative,auto,warm,1,0.0,0.05,120,0.5,0.2,fixed,1000,7140,8619,742.809251644001,624.9074307019946,117.90182094200644,713.0000000000017
2,iterative,auto,warm,1,0.0,0.01,120,0.5,0.2,fixed,1000,7140,8496,736.145804335003,620.6141349190148,115.53166941598828,712.9999999999948
2,iterative,auto,warm,1,0.0,0.001,120,0.5,0.2,fixed,1000,7140,8361,719.0688369109995,597.2580389889773,121.81079792202219,712.9999999999976
2,iterative,auto,warm,1,0.0,0.0001,120,0.5,0.2,fixed,1000,7140,8403,737.689518362,611.3324662920095,126.35705206999044,712.9999999999992
2,iterative,auto,warm,1,0.0,1e-05,120,0.5,0.2,fixed,1000,7140,8378,729.4015425129982,606.5272998720066,122.87424264099172,712.9999999999995
3,iterative,auto,warm,1,0.0,0.0,120,0.5,0.2,fixed,1000,7140,15335,1806.4477334830008,1739.0056703139962,67.44206316900454,707.9999999999961
3,iterative,auto,warm,1,0.0,0.125,120,0.5,0.2,fixed,1000,7140,8941,795.1008952939992,690.564232647983,104.53666264601635,708.0000000000066
3,iterative,auto,warm,1,0.0,0.1,120,0.5,0.2,fixed,1000,7140,8805,790.6293653229986,678.8383324300083,111.7910328929902,707.9999999999965
3,iterative,auto,warm,1,0.0,0.075,120,0.5,0.2,fixed,1000,7140,8691,760.8331556239972,644.7584232869995,116.07473233699785,708.0000000000031
3,iterative,auto,warm,1,0.0,0.05,120,0.5,0.2,fixed,1000,7140,8587,755.9216027620023,643.6155876370068,112.3060151249956,707.9999999999997
3,iterative,auto,warm,1,0.0,0.01,120,0.5,0.2,fixed,1000,7140,8415,721.4335440409994,601.9276491890014,119.50589485199816,707.999999999995
3,iterative,auto,warm,1,0.0,0.001,120,0.5,0.2,fixed,1000,7140,8414,757.3983255189996,636.548853309996,120.84947220900358,708.0000000000024
3,iterative,auto,warm,1,0.0,0.0001,120,0.5,0.2,fixed,1000,7140,8310,789.946540171004,662.2270976520012,127.71944251900277,708.0000000000048
3,iterative,auto,warm,1,0.0,1e-05,120,0.5,0.2,fixed,1000,7140,7406,760.2842260819963,640.2386415960209,120.04558448597528,707.999999999999
4,iterative,auto,warm,1,0.0,0.0,120,0.5,0.2,fixed,1000,7140,15101,1689.9377094339945,1626.1534751270083,63.784234306986036,681.9999999999975
4,iterative,auto,warm,1,0.0,0.125,120,0.5,0.2,fixed,1000,7140,8960,726.8245705119989,624.0247907899975,102.7997797220014,682.0000000000036
4,iterative,auto,warm,1,0.0,0.1,120,0.5,0.2,fixed,1000,7140,8937,731.9879788149992,621.6590280530073,110.32895076199202,682.0000000000001
4,iterative,auto,warm,1,0.0,0.075,120,0.5,0.2,fixed,1000,7140,8644,689.9567095910023,579.9355351530247,110.0211744379776,681.9999999999992
4,iterative,auto,warm,1,0.0,0.05,120,0.5,0.2,fixed,1000,7140,8589,716.9490219959988,601.6031813740192,115.34584062197972,682.0000000000011
4,iterative,auto,warm,1,0.0,0.01,120,0.5,0.2,fixed,1000,7140,7433,692.5296622559981,574.2493675979931,118.280294658005,682.0000000000008
4,iterative,auto,warm,1,0.0,0.001,120,0.5,0.2,fixed,1000,7140,7509,711.4656063889997,590.6757580039848,120.78984838501492,682.0000000000036
4,iterative,auto,warm,1,0.0,0.0001,120,0.5,0.2,fixed,1000,7140,7774,685.0865392269989,562.0378391870108,123.04870003998803,681.9999999999992
4,iterative,auto,warm,1,0.0,1e-05,120,0.5,0.2,fixed,1000,7140,8344,748.7170675430025,620.6889958240063,128.02807171899622,682.0000000000008
0,iterative,auto,warm,1,0.0,0.0,130,0.5,0.2,fixed,1000,8385,16863,2416.2914474110003,2327.514991748,88.77645566300043,822.9999999999995
0,iterative,auto,warm,1,0.0,0.125,130,0.5,0.2,fixed,1000,8385,10320,1252.5671250739995,1101.4733019279988,151.0938231460009,822.9999999999992
0,iterative,auto,warm,1,0.0,0.1,130,0.5,0.2,fixed,1000,8385,10762,1136.3567047289998,954.2544971129988,182.10220761600112,822.9999999999999
0,iterative,auto,warm,1,0.0,0.075,130,0.5,0.2,fixed,1000,8385,10260,1163.5377148510006,971.871003735002,191.66671111599862,823.0000000000003
0,iterative,auto,warm,1,0.0,0.05,130,0.5,0.2,fixed,1000,8385,8930,1102.6435799180001,923.3662524310013,179.2773274869987,823.0000000000009
0,iterative,auto,warm,1,0.0,0.01,130,0.5,0.2,fixed,1000,8385,9425,1144.17675236,970.964327015,173.21242534500016,822.9999999999977
0,iterative,auto,warm,1,0.0,0.001,130,0.5,0.2,fixed,1000,8385,9615,1136.0963790509995,935.461368946002,200.6350101049975,823.0000000000063
0,iterative,auto,warm,1,0.0,0.0001,130,0.5,0.2,fixed,1000,8385,8683,1103.0877655450004,904.5332825690056,198.5544829759947,822.9999999999969
0,iterative,auto,warm,1,0.0,1e-05,130,0.5,0.2,fixed,1000,8385,9401,1145.0102850329986,970.2721494800007,174.73813555299785,822.999999999999
1,iterative,auto,warm,1,0.0,0.0,130,0.5,0.2,fixed,1000,8385,17101,2700.410375317,2601.936496085,98.47387923200041,798.0000000000008
1,iterative,auto,warm,1,0.0,0.125,130,0.5,0.2,fixed,1000,8385,10254,1419.972040549001,1247.4025869909926,172.5694535580078,798.0000000000006
1,iterative,auto,warm,1,0.0,0.1,130,0.5,0.2,fixed,1000,8385,10322,1499.6253431210007,1304.3630508959975,195.26229222500297,798.0000000000015
1,iterative,auto,warm,1,0.0,0.075,130,0.5,0.2,fixed,1000,8385,9821,1468.4610151620002,1276.8397916619979,191.6212235000021,798.0000000000008
1,iterative,auto,warm,1,0.0,0.05,130,0.5,0.2,fixed,1000,8385,9318,1433.7765294380006,1228.9098415390072,204.8666878989934,797.9999999999986
1,iterative,auto,warm,1,0.0,0.01,130,0.5,0.2,fixed,1000,8385,9615,1385.004742117002,1179.0324748729981,205.97226724400392,798.000000000001
1,iterative,auto,warm,1,0.0,0.001,130,0.5,0.2,fixed,1000,8385,9497,1431.5764995220015,1215.3993987950016,216.1771007269999,797.9999999999973
1,iterative,auto,warm,1,0.0,0.0001,130,0.5,0.2,fixed,1000,8385,8526,1442.238243576001,1225.6324365140065,216.6058070619947,797.9999999999976
1,iterative,auto,warm,1,0.0,1e-05,130,0.5,0.2,fixed,1000,8385,9510,1505.8544206080005,1284.6592497350066,221.19517087299388,797.9999999999997
2,iterative,auto,warm,1,0.0,0.0,130,0.5,0.2,fixed,1000,8385,17355,3266.6964822840023,3166.4606143350065,100.23586794899529,825.999999999993
2,iterative,auto,warm,1,0.0,0.125,130,0.5,0.2,fixed,1000,8385,9346,1437.7285267320003,1272.5161668090007,165.2123599229999,825.9999999999961
2,iterative,auto,warm,1,0.0,0.1,130,0.5,0.2,fixed,1000,8385,9645,1553.1762255289975,1372.286943719002,180.88928180999574,826.0000000000009
2,iterative,auto,warm,1,0.0,0.075,130,0.5,0.2,fixed,1000,8385,9895,1481.851356234001,1311.7033547740102,170.14800145999106,826.0000000000008
2,iterative,auto,warm,1,0.0,0.05,130,0.5,0.2,fixed,1000,8385,9780,1572.679929691003,1389.0910619969945,183.58886769400848,825.9999999999976
2,iterative,auto,warm,1,0.0,0.01,130,0.5,0.2,fixed,1000,8385,9171,1571.0391292290005,1357.5330503060104,213.5060789229901,826.0000000000008
2,iterative,auto,warm,1,0.0,0.001,130,0.5,0.2,fixed,1000,8385,9565,1404.4561319109998,1195.3701408630004,209.0859910479994,825.9999999999992
2,iterative,auto,warm,1,0.0,0.0001,130,0.5,0.2,fixed,1000,8385,8833,1499.0442928249975,1290.8760421400075,208.1682506849902,826.0000000000026
2,iterative,auto,warm,1,0.0,1e-05,130,0.5,0.2,fixed,1000,8385,9611,1553.6030633600021,1364.894873894009,188.7081894659932,826.0000000000024
3,iterative,auto,warm,1,0.0,0.0,130,0.5,0.2,fixed,1000,8385,17355,2798.2304192290035,2699.5204507899834,98.70996843901959,840.9999999999995
3,iterative,auto,warm,1,0.0,0.125,130,0.5,0.2,fixed,1000,8385,10208,1526.6979682829985,1365.2771155969967,161.42085268600204,840.9999999999997
3,iterative,auto,warm,1,0.0,0.1,130,0.5,0.2,fixed,1000,8385,10163,1540.9947154959955,1375.8027329910035,165.19198250499173,840.9999999999992
3,iterative,auto,warm,1,0.0,0.075,130,0.5,0.2,fixed,1000,8385,9979,1529.138165137003,1358.3935267540144,170.74463838298834,840.9999999999991
3,iterative,auto,warm,1,0.0,0.05,130,0.5,0.2,fixed,1000,8385,9798,1555.3117764909985,1359.568424588033,195.74335190296554,841.0000000000008
3,iterative,auto,warm,1,0.0,0.01,130,0.5,0.2,fixed,1000,8385,9615,1588.015625013002,1378.4150851619995,209.6005398510024,841.000000000001
3,iterative,auto,warm,1,0.0,0.001,130,0.5,0.2,fixed,1000,8385,9610,1559.5196477159989,1350.887662995985,208.63198472001386,841.0000000000008
3,iterative,auto,warm,1,0.0,0.0001,130,0.5,0.2,fixed,1000,8385,9649,1602.0153304350024,1396.5959750350012,205.4193554000012,840.9999999999985
3,iterative,auto,warm,1,0.0,1e-05,130,0.5,0.2,fixed,1000,8385,9556,1640.2551722690039,1431.2397596889639,209.01541258003996,841.0000000000017
4,iterative,auto,warm,1,0.0,0.0,130,0.5,0.2,fixed,1000,8385,16101,2172.4391008219973,2077.6872544069997,94.751846414998,773.9999999999974
4,iterative,auto,warm,1,0.0,0.125,130,0.5,0.2,fixed,1000,8385,9957,790.9959602430026,649.7912137090098,141.20474653399287,773.9999999999997
4,iterative,auto,warm,1,0.0,0.1,130,0.5,0.2,fixed,1000,8385,10711,792.7211590260049,634.3010652559751,158.42009377002978,773.9999999999997
4,iterative,auto,warm,1,0.0,0.075,130,0.5,0.2,fixed,1000,8385,9665,783.0306729160002,629.0287465640067,154.00192635199346,774.0000000000001
4,iterative,auto,warm,1,0.0,0.05,130,0.5,0.2,fixed,1000,8385,10658,777.5413268550038,604.0784454280148,173.46288142698901,774.0000000000052
4,iterative,auto,warm,1,0.0,0.01,130,0.5,0.2,fixed,1000,8385,8808,772.9727717600035,603.7682173299909,169.20455443001262,773.9999999999983
4,iterative,auto,warm,1,0.0,0.001,130,0.5,0.2,fixed,1000,8385,9175,770.7810464130016,593.052445649002,177.72860076399957,773.999999999996
