solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,iterative,auto,warm,0.01,,180,0.5,0.1,fixed,1000,16110,19805,1825.407837698,1741.7726456520004,83.6351920459997,837.9999999999995
0,iterative,auto,warm,0.1,,180,0.5,0.1,fixed,1000,16110,20101,1445.754213519,1293.643800265999,152.11041325300084,838.0000000000006
0,iterative,auto,warm,1,0.5,180,0.5,0.1,fixed,1000,16110,21101,2598.9016342480004,2479.6684594259996,119.23317482200082,838.0000000000006
0,iterative,auto,warm,1,0.9,180,0.5,0.1,fixed,1000,16110,21101,2626.433087636,2518.517575856001,107.91551177999918,837.9999999999968
1,iterative,auto,warm,0.01,,180,0.5,0.1,fixed,10000,16110,43603,708.5367225769987,603.4655142799984,105.07120829700034,793.9999999999962
1,iterative,auto,warm,0.1,,180,0.5,0.1,fixed,10000,16110,45711,690.8006719589994,592.0466515280023,98.75402043099712,793.9999999999815
1,iterative,auto,warm,1,0.5,180,0.5,0.1,fixed,10000,16110,41374,1105.1500472879998,1021.3377202690008,83.81232701899899,793.999999999993
1,iterative,auto,warm,1,0.9,180,0.5,0.1,fixed,10000,16110,43296,886.2715398889995,798.7670525799967,87.5044873090028,794.0000000000028
2,iterative,auto,warm,0.01,,180,0.5,0.2,fixed,1000,16110,30101,26346.203126793996,26244.662737129987,101.54038966400913,1605.0000000000007
2,iterative,auto,warm,0.1,,180,0.5,0.2,fixed,1000,16110,26101,16708.041048848005,16533.421398609004,174.6196502390012,1604.999999999999
2,iterative,auto,warm,1,0.5,180,0.5,0.2,fixed,1000,16110,32636,30743.462248883,30593.006807965,150.4554409179982,1604.9999999999968
2,iterative,auto,warm,1,0.9,180,0.5,0.2,fixed,1000,16110,29001,22397.126381559996,22242.448730903998,154.67765065599815,1605.000000000008
3,iterative,auto,warm,0.01,,180,0.5,0.2,fixed,10000,16110,50101,26419.726223556994,26342.456237915,77.26998564199312,1649.000000000008
3,iterative,auto,warm,0.1,,180,0.5,0.2,fixed,10000,16110,50455,21830.670922880003,21741.19581673402,89.47510614598286,1648.9999999999957
3,iterative,auto,warm,1,0.5,180,0.5,0.2,fixed,10000,16110,53178,33006.11951251901,32893.64376130799,112.47575121102273,1649.0000000000014
