solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
35,iterative,auto,warm,1,,True,0,80,0.5,0.2,fixed,1000,100,100,0,1,,3160,101,0.0
35,iterative,auto,warm,1,,True,1,80,0.5,0.2,fixed,1000,1000,1000,100,1,,3160,1001,0.03125
35,iterative,auto,warm,1,,True,2,80,0.5,0.2,fixed,1000,1000,1000,528,1,,3160,1473,0.015625
35,iterative,auto,warm,1,,True,3,80,0.5,0.2,fixed,1000,1000,1000,623,1,,3160,1850,0.03125
35,iterative,auto,warm,1,,True,4,80,0.5,0.2,fixed,1000,1000,1000,726,1,,3160,2124,0.078125
35,iterative,auto,warm,1,,True,5,80,0.5,0.2,fixed,1000,1000,1000,774,1,,3160,2350,0.15625
35,iterative,auto,warm,1,,True,6,80,0.5,0.2,fixed,1000,1000,1000,800,1,,3160,2550,0.28125
35,iterative,auto,warm,1,,True,7,80,0.5,0.2,fixed,1000,1000,1000,832,1,,3160,2718,0.671875
35,iterative,auto,warm,1,,True,8,80,0.5,0.2,fixed,1000,1000,1000,827,1,,3160,2891,0.984375
35,iterative,auto,warm,1,,True,9,80,0.5,0.2,fixed,1000,1000,1000,817,1,,3160,3074,1.828125
35,iterative,auto,warm,1,,True,10,80,0.5,0.2,fixed,1000,1000,1000,850,1,,3160,3224,2.6875
35,iterative,auto,warm,1,,True,11,80,0.5,0.2,fixed,1000,1000,1000,829,1,,3160,3395,3.1875
35,iterative,auto,warm,1,,True,12,80,0.5,0.2,fixed,1000,1000,1000,903,1,,3160,3492,4.78125
35,iterative,auto,warm,1,,True,13,80,0.5,0.2,fixed,1000,1000,1000,895,1,,3160,3597,5.328125
35,iterative,auto,warm,1,,True,14,80,0.5,0.2,fixed,1000,1000,1000,929,1,,3160,3668,6.171875
35,iterative,auto,warm,1,,True,15,80,0.5,0.2,fixed,1000,1000,1000,924,1,,3160,3744,6.71875
35,iterative,auto,warm,1,,True,16,80,0.5,0.2,fixed,1000,1000,1000,957,1,,3160,3787,6.890625
35,iterative,auto,warm,1,,True,17,80,0.5,0.2,fixed,1000,1000,1000,965,1,,3160,3822,7.28125
35,iterative,auto,warm,1,,True,18,80,0.5,0.2,fixed,1000,1000,1000,958,1,,3160,3864,7.25
35,iterative,auto,warm,1,,True,19,80,0.5,0.2,fixed,1000,1000,1000,982,1,,3160,3882,7.21875
35,iterative,auto,warm,1,,True,20,80,0.5,0.2,fixed,1000,1000,1000,1005,1,,3160,3877,7.515625
35,iterative,auto,warm,1,,True,21,80,0.5,0.2,fixed,1000,1000,1000,980,1,,3160,3897,5.90625
35,iterative,auto,warm,1,,True,22,80,0.5,0.2,fixed,1000,1000,1000,1019,1,,3160,3878,5.640625
35,iterative,auto,warm,1,,True,23,80,0.5,0.2,fixed,1000,1000,1000,1035,1,,3160,3843,4.703125
35,iterative,auto,warm,1,,True,24,80,0.5,0.2,fixed,1000,1000,1000,1000,1,,3160,3843,5.1875
35,iterative,auto,warm,1,,True,25,80,0.5,0.2,fixed,1000,1000,308,971,1,,3160,3180,4.625
35,iterative,auto,warm,1,,True,26,80,0.5,0.2,fixed,1000,1000,616,278,1,,3160,3518,4.78125
