solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
38,iterative,auto,warm,1,,True,0,80,0.5,0.2,fixed,1000,100,100,0,1,,3160,101,0.015625
38,iterative,auto,warm,1,,True,1,80,0.5,0.2,fixed,1000,1000,1000,100,1,,3160,1001,0.03125
38,iterative,auto,warm,1,,True,2,80,0.5,0.2,fixed,1000,1000,1000,1000,1,,3160,1001,0.015625
38,iterative,auto,warm,1,,True,3,80,0.5,0.2,fixed,1000,1000,1000,1000,1,,3160,1001,0.015625
38,iterative,auto,warm,1,,True,4,80,0.5,0.2,fixed,1000,1000,1000,483,1,,3160,1518,0.03125
38,iterative,auto,warm,1,,True,5,80,0.5,0.2,fixed,1000,1000,1000,359,1,,3160,2159,0.078125
38,iterative,auto,warm,1,,True,6,80,0.5,0.2,fixed,1000,1000,1000,682,1,,3160,2477,0.1875
38,iterative,auto,warm,1,,True,7,80,0.5,0.2,fixed,1000,1000,1000,816,1,,3160,2661,0.5
38,iterative,auto,warm,1,,True,8,80,0.5,0.2,fixed,1000,1000,1000,797,1,,3160,2864,1.203125
38,iterative,auto,warm,1,,True,9,80,0.5,0.2,fixed,1000,1000,1000,805,1,,3160,3059,1.40625
38,iterative,auto,warm,1,,True,10,80,0.5,0.2,fixed,1000,1000,1000,847,1,,3160,3212,2.34375
38,iterative,auto,warm,1,,True,11,80,0.5,0.2,fixed,1000,1000,1000,897,1,,3160,3315,2.625
38,iterative,auto,warm,1,,True,12,80,0.5,0.2,fixed,1000,1000,1000,897,1,,3160,3418,3.359375
38,iterative,auto,warm,1,,True,13,80,0.5,0.2,fixed,1000,1000,1000,936,1,,3160,3482,3.6875
38,iterative,auto,warm,1,,True,14,80,0.5,0.2,fixed,1000,1000,1000,952,1,,3160,3530,3.484375
38,iterative,auto,warm,1,,True,15,80,0.5,0.2,fixed,1000,1000,1000,985,1,,3160,3545,3.3125
38,iterative,auto,warm,1,,True,16,80,0.5,0.2,fixed,1000,1000,1000,1002,1,,3160,3543,2.75
38,iterative,auto,warm,1,,True,17,80,0.5,0.2,fixed,1000,1000,1000,985,1,,3160,3558,2.71875
38,iterative,auto,warm,1,,True,18,80,0.5,0.2,fixed,1000,1000,1000,990,1,,3160,3568,2.359375
38,iterative,auto,warm,1,,True,19,80,0.5,0.2,fixed,1000,1000,1000,987,1,,3160,3581,2.84375
38,iterative,auto,warm,1,,True,20,80,0.5,0.2,fixed,1000,1000,1000,978,1,,3160,3603,2.921875
38,iterative,auto,warm,1,,True,21,80,0.5,0.2,fixed,1000,1000,1000,910,1,,3160,3693,2.6875
38,iterative,auto,warm,1,,True,22,80,0.5,0.2,fixed,1000,1000,902,935,1,,3160,3660,2.40625
38,iterative,auto,warm,1,,True,23,80,0.5,0.2,fixed,1000,1000,752,836,1,,3160,3576,2.484375
38,iterative,auto,warm,1,,True,24,80,0.5,0.2,fixed,1000,1000,154,732,1,,3160,2998,1.828125
38,iterative,auto,warm,1,,True,25,80,0.5,0.2,fixed,1000,1000,1000,171,1,,3160,3827,2.5625
