solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
3,iterative,auto,warm,1,,True,70,0.5,0.2,fixed,1000,2415,2639,109.83651793300001,91.33718579900008,18.49933213399993,239.000000000004
