solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,iterative,auto,warm,1,,True,150,0.5,0.2,fixed,1000,11175,11469,20297.717503657997,19401.190014658,896.5274889999964,1183.999999999996
