solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,130,0.5,0.1,fixed,1000,8385,1431041,3297.0425816429997,3222.856560802,74.18602084099984,412.9999999999706
0,iterative,auto,warm,0.01,,130,0.5,0.1,fixed,1000,8385,12355,380.6437482309998,355.8216682789998,24.822079951999967,412.9999999999916
0,iterative,auto,warm,0.1,,130,0.5,0.1,fixed,1000,8385,12101,241.22525277199975,206.00070706300085,35.2245457089989,412.99999999999073
0,iterative,auto,warm,1,0.5,130,0.5,0.1,fixed,1000,8385,12910,279.7845761470003,253.55136338800094,26.233212758999343,412.99999999999505
0,iterative,auto,warm,1,0.9,130,0.5,0.1,fixed,1000,8385,12101,265.01169828099955,235.46053815499818,29.551160126001378,413.0000000000054
1,once,auto,cold,1,,130,0.5,0.1,fixed,10000,8385,1431041,2683.8147900229997,2606.5419977329993,77.27279229000033,404.99999999999153
1,iterative,auto,warm,0.01,,130,0.5,0.1,fixed,10000,8385,30101,109.29842441500023,88.03775536599915,21.26066904900108,405.00000000001046
1,iterative,auto,warm,0.1,,130,0.5,0.1,fixed,10000,8385,31225,226.69853586800036,204.5255986050006,22.172937262999767,405.0000000000027
1,iterative,auto,warm,1,0.5,130,0.5,0.1,fixed,10000,8385,28045,201.80627092400027,180.86503004400038,20.941240879999896,405.0000000000044
1,iterative,auto,warm,1,0.9,130,0.5,0.1,fixed,10000,8385,29258,208.3109374579999,181.26319839000098,27.04773906799892,404.9999999999911
2,once,auto,cold,1,,130,0.5,0.1,fixed,100000,8385,1431041,2799.269983536,2723.6703238319997,75.59965970400026,430.0000000000226
2,iterative,auto,warm,0.1,,130,0.5,0.1,fixed,100000,8385,202448,4530.561699441001,4497.423806995001,33.13789244600048,430.0000000000057
2,iterative,auto,warm,1,0.5,130,0.5,0.1,fixed,100000,8385,200101,1550.285380061001,1524.1089919299993,26.17638813100166,430.00000000000136
2,iterative,auto,warm,1,0.9,130,0.5,0.1,fixed,100000,8385,202067,5285.588198560003,5255.645164098001,29.94303446200138,429.99999999999585
