solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,variables,constraints,cpu_time
0,once,dual,cold,0,20,0.5,0.1,proportion,0.01,4560,4560,190,4561,0.1872111900000002
0,iterative,dual,warm,0,20,0.5,0.1,proportion,0.01,100,100,190,101,0.001994043999999917
0,iterative,dual,warm,1,20,0.5,0.1,proportion,0.01,45,45,190,146,0.0018835799999998848
0,iterative,dual,warm,2,20,0.5,0.1,proportion,0.01,45,45,190,191,0.0036327790000001414
0,iterative,dual,warm,3,20,0.5,0.1,proportion,0.01,45,45,190,236,0.004992137000000341
0,iterative,dual,warm,4,20,0.5,0.1,proportion,0.01,45,45,190,281,0.00576378100000019
0,iterative,dual,warm,5,20,0.5,0.1,proportion,0.01,45,45,190,326,0.009343685999999796
0,iterative,dual,warm,6,20,0.5,0.1,proportion,0.01,45,45,190,371,0.011930252999999613
0,iterative,dual,warm,7,20,0.5,0.1,proportion,0.01,45,45,190,416,0.009679726999999971
0,iterative,dual,warm,8,20,0.5,0.1,proportion,0.01,45,45,190,461,0.020549347000000218
0,iterative,dual,warm,9,20,0.5,0.1,proportion,0.01,45,45,190,506,0.023998364999999744
0,iterative,dual,warm,10,20,0.5,0.1,proportion,0.01,45,34,190,540,0.029447999999999475
0,iterative,dual,warm,11,20,0.5,0.1,proportion,0.01,45,45,190,585,0.0347655850000006
0,iterative,dual,warm,12,20,0.5,0.1,proportion,0.01,45,45,190,630,0.04023585600000068
0,iterative,dual,warm,13,20,0.5,0.1,proportion,0.01,45,45,190,675,0.046319772999999564
0,iterative,dual,warm,14,20,0.5,0.1,proportion,0.01,45,45,190,720,0.042185993000000366
0,iterative,dual,warm,15,20,0.5,0.1,proportion,0.01,45,45,190,765,0.04079858400000003
0,iterative,dual,warm,16,20,0.5,0.1,proportion,0.01,45,45,190,810,0.04930645399999989
0,iterative,dual,warm,17,20,0.5,0.1,proportion,0.01,45,45,190,855,0.04831600700000038
0,iterative,dual,warm,18,20,0.5,0.1,proportion,0.01,45,18,190,873,0.051679988000000066
0,iterative,dual,warm,19,20,0.5,0.1,proportion,0.01,45,45,190,918,0.052152287000000186
0,iterative,dual,warm,20,20,0.5,0.1,proportion,0.01,45,45,190,963,0.0550902639999995
0,iterative,dual,warm,21,20,0.5,0.1,proportion,0.01,45,45,190,1008,0.05754565600000028
0,iterative,dual,warm,22,20,0.5,0.1,proportion,0.01,45,45,190,1053,0.055700870999999985
0,iterative,dual,warm,23,20,0.5,0.1,proportion,0.01,45,45,190,1098,0.06268341799999977
0,iterative,dual,warm,24,20,0.5,0.1,proportion,0.01,45,45,190,1143,0.06404223799999986
0,iterative,dual,warm,25,20,0.5,0.1,proportion,0.01,45,45,190,1188,0.06498839899999975
0,iterative,dual,warm,26,20,0.5,0.1,proportion,0.01,45,45,190,1233,0.06255319199999931
0,iterative,dual,warm,27,20,0.5,0.1,proportion,0.01,45,45,190,1278,0.05986169800000063
0,iterative,dual,warm,28,20,0.5,0.1,proportion,0.01,45,45,190,1323,0.05794776800000001
0,iterative,dual,warm,29,20,0.5,0.1,proportion,0.01,45,45,190,1368,0.06351022499999992
0,iterative,dual,warm,30,20,0.5,0.1,proportion,0.01,45,45,190,1413,0.0747750930000004
0,iterative,dual,warm,31,20,0.5,0.1,proportion,0.01,45,45,190,1458,0.058872316000000424
0,iterative,dual,warm,32,20,0.5,0.1,proportion,0.01,45,45,190,1503,0.07720290600000013
0,iterative,dual,warm,33,20,0.5,0.1,proportion,0.01,45,45,190,1548,0.0738281660000002
0,iterative,dual,warm,34,20,0.5,0.1,proportion,0.01,45,45,190,1593,0.07991258499999976
