solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,20,0.5,0.1,proportion,0.01,190,4561,0.40582827900000007,0.1872111900000002,0.21861708899999988,11.000000000000018
0,iterative,dual,warm,20,0.5,0.1,proportion,0.01,190,1908,4.731060101,2.0678403080000036,2.663219792999996,11.0
0,iterative,dual,cold,20,0.5,0.1,proportion,0.01,190,1966,2.9451642430000007,0.16580090799999514,2.7793633350000055,11.00000000000005
0,once,auto,cold,20,0.5,0.1,proportion,0.01,190,4561,0.3902936300000004,0.1849211119999996,0.20537251800000078,11.000000000000018
0,iterative,auto,warm,20,0.5,0.1,proportion,0.01,190,1633,3.9307727779999997,1.5507299010000057,2.380042876999994,11.0
0,iterative,auto,cold,20,0.5,0.1,proportion,0.01,190,1935,3.1634191719999993,0.16392874300001203,2.9994904289999873,11.000000000000007
1,once,dual,cold,20,0.5,0.1,proportion,0.1,190,4561,0.25259491200000284,0.05365516100000178,0.19893975100000105,11.0
1,iterative,dual,warm,20,0.5,0.1,proportion,0.1,190,1013,0.3583036259999979,0.036661877000003784,0.3216417489999941,11.0
1,iterative,dual,cold,20,0.5,0.1,proportion,0.1,190,1013,0.30019952900000035,0.028331924000003283,0.27186760499999707,11.0
1,once,auto,cold,20,0.5,0.1,proportion,0.1,190,4561,0.2557744540000009,0.0533150479999982,0.20245940600000267,11.0
1,iterative,auto,warm,20,0.5,0.1,proportion,0.1,190,1013,0.3060416359999998,0.03223846999999935,0.27380316600000043,11.0
1,iterative,auto,cold,20,0.5,0.1,proportion,0.1,190,1013,0.2967841010000001,0.02584667400000029,0.2709374269999998,11.0
2,once,dual,cold,20,0.5,0.2,proportion,0.01,190,4561,0.33865665300000103,0.13725685800000065,0.20139979500000038,17.0
2,iterative,dual,warm,20,0.5,0.2,proportion,0.01,190,506,0.9031998469999998,0.12087098099999594,0.7823288660000038,17.0
