solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value,dual_0_constraints,dual_0_with_slack,dual_0_no_slack
72,once,auto,cold,1,,False,0,120,0.5,0.2,fixed,1000,7140,1123361,1116.046875,1094.546875,21.5,719.0000000000057,0,0,0
72,iterative,auto,warm,1,,False,0,120,0.5,0.2,fixed,1000,7140,15793,661.859375,621.40625,40.453125,718.9999999999958,0,0,0
72,iterative,auto,warm,1,,True,0,120,0.5,0.2,fixed,1000,7140,8338,343.796875,276.078125,67.71875,718.9999999999975,29213,18763,10450
