solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,search_proportion_used,current_threshold,variables,constraints,cpu_time
0,once,auto,cold,1,,0,10,0.5,0.1,fixed,1000,480,480,1,,45,481,0.006750671000000263
1,once,auto,cold,1,,0,10,0.5,0.1,fixed,10000,480,480,1,,45,481,0.004067512000000217
2,once,auto,cold,1,,0,10,0.5,0.1,fixed,100000,480,480,1,,45,481,0.006514153999999994
3,once,auto,cold,1,,0,10,0.5,0.1,fixed,1000000,480,480,1,,45,481,0.0032482799999997702
4,once,auto,cold,1,,0,10,0.5,0.2,fixed,1000,480,480,1,,45,481,0.0076643500000002085
5,once,auto,cold,1,,0,10,0.5,0.2,fixed,10000,480,480,1,,45,481,0.004203674999999851
6,once,auto,cold,1,,0,10,0.5,0.2,fixed,100000,480,480,1,,45,481,0.006936370999999664
7,once,auto,cold,1,,0,10,0.5,0.2,fixed,1000000,480,480,1,,45,481,0.006822298999999976
8,once,auto,cold,1,,0,10,0.8,0.1,fixed,1000,480,480,1,,45,481,0.003406589999999987
9,once,auto,cold,1,,0,10,0.8,0.1,fixed,10000,480,480,1,,45,481,0.0027369170000000054
10,once,auto,cold,1,,0,10,0.8,0.1,fixed,100000,480,480,1,,45,481,0.003518670000000057
11,once,auto,cold,1,,0,10,0.8,0.1,fixed,1000000,480,480,1,,45,481,0.0035619850000001563
12,once,auto,cold,1,,0,10,0.8,0.2,fixed,1000,480,480,1,,45,481,0.002471773999999982
13,once,auto,cold,1,,0,10,0.8,0.2,fixed,10000,480,480,1,,45,481,0.0025609570000000303
14,once,auto,cold,1,,0,10,0.8,0.2,fixed,100000,480,480,1,,45,481,0.0027686229999996925
15,once,auto,cold,1,,0,10,0.8,0.2,fixed,1000000,480,480,1,,45,481,0.0023627770000000936
16,once,auto,cold,1,,0,10,0.5,0.1,fixed,1000,480,480,1,,45,481,0.004073360000000026
17,once,auto,cold,1,,0,10,0.5,0.1,fixed,10000,480,480,1,,45,481,0.004111117999999969
18,once,auto,cold,1,,0,10,0.5,0.1,fixed,100000,480,480,1,,45,481,0.0032364049999999978
19,once,auto,cold,1,,0,10,0.5,0.1,fixed,1000000,480,480,1,,45,481,0.004451768000000023
20,once,auto,cold,1,,0,10,0.5,0.2,fixed,1000,480,480,1,,45,481,0.007868993999999851
21,once,auto,cold,1,,0,10,0.5,0.2,fixed,10000,480,480,1,,45,481,0.0072393910000001505
22,once,auto,cold,1,,0,10,0.5,0.2,fixed,100000,480,480,1,,45,481,0.00353486500000022
23,once,auto,cold,1,,0,10,0.5,0.2,fixed,1000000,480,480,1,,45,481,0.00477864799999983
24,once,auto,cold,1,,0,10,0.8,0.1,fixed,1000,480,480,1,,45,481,0.0033576440000002705
25,once,auto,cold,1,,0,10,0.8,0.1,fixed,10000,480,480,1,,45,481,0.0032587870000000407
26,once,auto,cold,1,,0,10,0.8,0.1,fixed,100000,480,480,1,,45,481,0.0033596789999998933
27,once,auto,cold,1,,0,10,0.8,0.1,fixed,1000000,480,480,1,,45,481,0.0026450010000003132
28,once,auto,cold,1,,0,10,0.8,0.2,fixed,1000,480,480,1,,45,481,0.0026342239999994632
29,once,auto,cold,1,,0,10,0.8,0.2,fixed,10000,480,480,1,,45,481,0.003615378999999308
30,once,auto,cold,1,,0,10,0.8,0.2,fixed,100000,480,480,1,,45,481,0.003515258999999382
