solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,min_order,min_proportion,proportion_used,variables,constraints,cpu_time
0,once,auto,cold,0,200,0.5,0.1,fixed,3000,5253600,5253600,0,1,1,19900,5253601,26887.748310179
0,iterative,dual,warm,0,200,0.5,0.1,fixed,3000,100,100,0,0.001,1,19900,101,0.040289641001436394
0,iterative,dual,warm,1,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,3101,0.6867920570002752
0,iterative,dual,warm,2,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,6101,1.2949780330018257
0,iterative,dual,warm,3,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,9101,1.7563618310014135
0,iterative,dual,warm,4,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,12101,0.728437401001429
0,iterative,dual,warm,5,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,15101,10.563595463001548
0,iterative,dual,warm,6,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,18101,241.66141173300275
0,iterative,dual,warm,7,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,21101,850.1209994600031
0,iterative,dual,warm,8,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,24101,1726.5893721309985
0,iterative,dual,warm,9,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,27101,869.3375802439987
0,iterative,dual,warm,10,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,30101,400.0011672979999
0,iterative,dual,warm,11,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,33101,61.386656086000585
0,iterative,dual,warm,12,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,36101,0.3231273740020697
0,iterative,dual,warm,13,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,39101,0.17521956099881209
0,iterative,dual,warm,14,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,42101,0.17631590900055016
0,iterative,dual,warm,15,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,45101,0.17758667900125147
0,iterative,dual,warm,16,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,48101,0.17980998799976078
0,iterative,dual,warm,17,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,51101,0.1917038979991048
0,iterative,dual,warm,18,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,54101,0.195327769000869
0,iterative,dual,warm,19,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,57101,0.2001628299985896
0,iterative,dual,warm,20,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,60101,0.20265961800032528
0,iterative,dual,warm,21,200,0.5,0.1,fixed,3000,3000,0,0,0.001,0.01,19900,63101,0.207253649001359
