solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
37,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1121,1.593949586000008,0.6379936819999443,0.9559559040000636,48.28571428571431
37,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,832,1.2765800540000214,0.6830179540000927,0.5935620999999287,48.28571428571431
37,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,630,4.492744848999962,2.8283833840000625,1.6643614649998997,48.28571428571429
38,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,2.832404815000018,2.185368549999964,0.6470362650000538,37.999999999999645
38,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2101,0.6018737140000212,0.3344791420000206,0.2673945720000006,37.999999999999964
38,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1412,0.842585682000049,0.3047963100000857,0.5377893719999634,37.99999999999999
38,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,1379,1.1461910709999756,0.5752536259999488,0.5709374450000269,38.0
38,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,944,1.199037431000022,0.5662560179998763,0.6327814130001457,37.99999999999999
39,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,2.748455180000008,2.109086198,0.6393689820000077,37.64150943396224
39,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,3001,1.0636636400000157,0.6079887749999671,0.4556748650000486,37.64150943396226
39,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1429,1.4828317300000435,0.5031761110000161,0.9796556190000274,37.64150943396229
39,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,894,2.1385437690000235,1.2336842540000248,0.9048595149999984,37.6415094339623
39,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,931,4.901505869999994,2.8786872099998964,2.022818660000098,37.64150943396226
4,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.504203095000001,2.910935059,0.5932680360000013,45.65789473684211
4,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2142,0.9493989949999992,0.5835304610000023,0.36586853399999697,45.657894736842
4,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,900,1.7366016760000031,0.5987048099999974,1.1378968660000055,45.65789473684214
4,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,757,2.3965177950000007,1.5153561559999815,0.8811616390000196,45.657894736842145
4,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,1419,1.9366801030000005,1.0902131169999976,0.8464669860000029,45.65789473684208
40,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,1.748436250999987,1.1011416030000305,0.6472946479999564,41.999999999999936
40,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,1687,0.330941724000013,0.08245212399992853,0.2484896000000845,42.0
40,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1479,0.4087079029999927,0.0778118059999997,0.330896096999993,42.0
40,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,1652,0.5511153120000358,0.13220605699996213,0.4189092550000737,42.0
40,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,1234,0.8954484220000154,0.3586876840000173,0.5367607379999981,42.0
41,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.2973393770000143,2.6504937120000136,0.6468456650000007,44.1147540983607
41,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2101,0.8090505700000108,0.5366489399999637,0.27240163000004713,44.11475409836083
41,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1437,1.2744374220000054,0.5195005719999699,0.7549368500000355,44.114754098360656
41,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,877,1.7780596049999533,1.0543068790000234,0.7237527259999297,44.114754098360606
41,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,729,1.6028775359999943,0.8620789940000009,0.7407985419999932,44.114754098360635
42,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.8293744709999937,3.1866585429999645,0.6427159280000296,42.29661016949158
42,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2359,1.046307425000009,0.6926554929999611,0.353651932000048,42.29661016949157
42,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,685,2.0682467679999945,0.6548382229998992,1.4134085450000953,42.29661016949158
42,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,670,2.1570115170000013,0.9352995459998964,1.2217119710001043,42.29661016949153
42,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,607,3.436685099999977,1.8897461499999508,1.546938950000026,42.296610169491565
43,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.643154905000017,2.9839076129999853,0.6592472920000318,45.13905325443793
43,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2349,0.9692868760000124,0.6588256539998838,0.3104612220001286,45.13905325443787
43,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,665,2.7147335899999803,0.7385018410000157,1.9762317489999648,45.139053254437925
43,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,775,2.4833786600000285,1.0830065360000276,1.4003721240000004,45.139053254437954
43,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,557,3.558266782999965,2.024480381999922,1.5337864010000433,45.139053254437954
44,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.815163831000007,3.215665143000024,0.5994986879999828,44.47368421052627
44,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2112,0.757546719000004,0.40084492399995497,0.35670179500004906,44.473684210526294
44,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1430,0.852471439999988,0.3656036389999713,0.4868678010000167,44.47368421052615
44,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,950,1.1923782939999796,0.6217137849999403,0.5706645090000393,44.47368421052632
44,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,1427,1.2049396680000086,0.6507601569999792,0.5541795110000294,44.47368421052639
45,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,1.8963582139999744,1.294719836000013,0.6016383779999614,33.00000000000001
45,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2101,0.5271752259999971,0.21002597599994036,0.3171492500000568,33.00000000000006
45,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1388,0.7020548599999756,0.20291559100002127,0.4991392689999543,33.0
45,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,1274,0.5958131419999972,0.15589122400001545,0.4399219179999818,33.0
45,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,994,2.863794247000044,0.8059871410001733,2.0578071059998706,33.0
46,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.976025520000008,3.3830887769999554,0.5929367430000525,45.87586206896554
46,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2350,1.156595182999979,0.7314389279999887,0.4251562549999903,45.87586206896545
46,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,811,2.6585931769999998,0.7504585250000559,1.9081346519999445,45.87586206896555
46,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,656,2.9508920719999887,1.2181741969999391,1.7327178750000485,45.8758620689655
46,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,971,4.805128508999985,2.742320337000137,2.062808171999848,45.87586206896554
47,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,1.8970611550000167,1.243970590999993,0.6530905640000242,39.99999999999985
47,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2101,0.4788649509999914,0.20776706300006254,0.27109788799992884,40.00000000000001
47,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1705,0.6143108260000076,0.2547872139999754,0.35952361200003224,40.0
47,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,1274,0.8094666879999863,0.3212237719999393,0.48824291600004704,40.00000000000001
47,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,1313,0.5661735969999881,0.20331846199997014,0.362855135000018,40.0
48,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.731680509,3.0771547150000065,0.6545257939999942,52.02325581395347
48,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2277,0.940741661000004,0.6333812099999818,0.3073604510000223,52.023255813953504
48,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1005,1.390564287000018,0.5730751159999841,0.8174891710000338,52.023255813953476
48,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,846,1.2086535870000148,0.5540420960000461,0.6546114909999687,52.02325581395344
48,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,854,1.2029775379999703,0.6913155930000129,0.5116619449999575,52.023255813953476
49,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.2448378720000046,2.6034443720000127,0.6413934999999924,42.3333333333333
49,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2109,0.7792750649999789,0.47668255999997206,0.3025925050000069,42.33333333333334
49,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1433,1.148398735000001,0.4712990930000842,0.6770996419999165,42.333333333333286
49,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,1383,1.0997149340000192,0.6184109719999924,0.4813039620000268,42.33333333333341
49,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,783,7.559586872000011,4.581330352000067,2.9782565199999453,42.333333333333314
5,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.550454697999996,2.9007654360000004,0.6496892619999954,45.230547550432284
5,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2315,1.0205763780000012,0.6756267549999961,0.3449496230000051,45.23054755043235
5,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,642,1.838461837000004,0.6203260209999968,1.2181358160000073,45.2305475504323
5,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,609,2.9240834940000013,1.5470718289999894,1.377011665000012,45.230547550432384
5,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,810,4.347924782,2.6741529610000114,1.6737718209999883,45.23054755043232
6,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,2.7618125200000065,2.1204687099999973,0.6413438100000093,38.999999999999034
6,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2101,0.6650470189999993,0.3937673080000009,0.27127971099999826,39.000000000001
6,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1346,0.7819150869999945,0.2857369600000084,0.4961781269999861,39.000000000000014
6,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,1455,0.9921833790000036,0.4399489070000016,0.5522344720000021,39.000000000000064
6,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,1403,0.9813060290000024,0.4874914950000076,0.4938145339999949,39.0
7,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.3307806129999946,2.674274435000001,0.6565061779999937,45.657894736841996
7,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2161,0.8782445220000028,0.5703686059999953,0.3078759160000075,45.657894736842024
7,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1319,1.4388488609999968,0.4977291700000066,0.9411196909999902,45.65789473684208
7,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,1406,1.9841609159999931,1.0190490379999986,0.9651118779999948,45.65789473684212
7,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,752,4.498539500999996,2.8537965399999337,1.6447429610000626,45.65789473684205
8,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,2.847292531000009,2.257589567000011,0.5897029639999971,41.99999999999999
8,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2101,0.7589120159999965,0.4181692100000021,0.3407428059999944,41.99999999999999
8,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1426,0.9256980859999971,0.4324539920000064,0.4932440939999907,41.99999999999973
8,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,1327,1.1076895409999992,0.5434727840000022,0.5642167569999971,42.00000000000007
8,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,1158,1.7254478370000044,0.9561071629999702,0.7693406740000341,42.000000000000064
9,once,auto,cold,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,16241,3.3053417259999947,2.6384081049999963,0.6669336209999983,40.7727272727273
9,iterative,auto,warm,1,0.0,False,0.0,30,0.5,0.2,fixed,1000,435,2884,1.075434616999999,0.6126053920000203,0.4628292249999788,40.772727272727344
9,iterative,auto,warm,1,0.0,True,0.0,30,0.5,0.2,fixed,1000,435,1124,1.9373713839999882,0.6252875519999748,1.3120838320000132,40.77272727272722
9,iterative,auto,warm,1,0.0,True,0.1,30,0.5,0.2,fixed,1000,435,986,2.064398738999998,1.107479515999998,0.956919223,40.772727272727245
9,iterative,auto,warm,1,0.0,True,0.3,30,0.5,0.2,fixed,1000,435,774,6.819388205999999,4.654574759999973,2.164813446000025,40.77272727272727
0,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,13.798912757,12.227163894,1.5717488629999998,80.99999999999953
0,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3101,2.407280419000001,1.6551431300000026,0.7521372889999984,81.00000000000577
0,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1735,2.6210393570000012,1.397553087000002,1.2234862699999989,81.00000000000007
0,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1739,4.0121650550000005,2.528137684999997,1.4840273700000033,81.0
0,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1484,4.554870426999997,3.1246604309999984,1.4302099959999983,80.9999999999998
1,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,10.325322317999998,8.795991586,1.5293307319999982,94.822310756972
1,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3888,3.678400930000002,2.7958935970000027,0.8825073329999995,94.82231075697206
1,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1775,10.697792067000002,3.1999421729999966,7.497849894000004,94.82231075697224
1,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1780,14.549682172999999,8.70690519599998,5.842776977000022,94.82231075697213
1,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1780,22.83304458400001,16.00939832199994,6.823646262000067,94.82231075697182
10,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,14.674200343999985,13.134849375999975,1.5393509680000081,83.00000000000007
10,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3101,2.0575106890000256,1.3246942140000328,0.7328164749999928,83.00000000000188
10,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1715,2.130972712000016,1.099915229999965,1.0310574820000509,83.00000000000016
10,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1858,3.674252799999977,2.2422319350000066,1.43202086499997,83.0000000000001
10,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1517,4.279300047999982,2.5182635050001068,1.7610365429998749,82.99999999999999
11,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,11.192228634000003,9.683949228000015,1.5082794059999856,80.48639999999995
11,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3944,3.6242534270000424,2.6858447930000007,0.9384086340000408,80.48639999999995
11,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1782,8.858599842000046,3.071797856999978,5.786801985000068,80.48639999999992
11,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1535,21.005063060999987,14.332725943999947,6.6723371170000405,80.48639999999997
11,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1128,28.68108270099998,21.450990020000177,7.230092680999802,80.48640000000003
12,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,8.633569632999981,7.0857783860000145,1.5477912469999635,88.6184107002361
12,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3971,3.868273379000016,2.9083230009999848,0.9599503780000304,88.61841070023605
12,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1781,7.779199258999938,2.9143243819997906,4.864874877000148,88.618410700236
12,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1781,15.85659547900002,9.592067109999675,6.264528369000344,88.61841070023598
12,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1747,22.176833257,16.272798537999847,5.904034719000151,88.61841070023598
13,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,8.580326903000014,6.997143777999894,1.5831831250001187,86.12391681109169
13,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3957,3.9030339769999505,2.9743164590000783,0.9287175179998712,86.1239168110918
13,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1604,7.628750510000033,2.7946334430000657,4.834117066999966,86.12391681109187
13,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1781,14.948667769000053,9.49751097799981,5.451156791000245,86.12391681109158
13,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1066,30.07503628999996,23.035623418999986,7.039412870999968,86.12391681109176
14,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,13.35028726500002,11.817452065999987,1.5328351990000328,70.99999999999983
14,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,2604,1.6674615270000004,0.8545584109999709,0.8129031160000295,71.0
14,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1982,1.7024535350000178,0.6957256150001285,1.0067279199998893,71.00000000000001
14,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1887,4.744500435999953,2.6279510720003145,2.1165493639996384,71.0
14,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,2460,9.773150042999989,5.485653160999958,4.2874968820000285,71.00000000000001
15,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,11.710573827000074,10.168277867000027,1.5422959600000468,67.55769230769235
15,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,4615,3.947202401000027,2.4918203189997707,1.4553820820002557,67.55769230769296
15,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1482,5.364602674000025,2.220780353999885,3.1438223200001403,67.55769230769232
15,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1254,22.10261420500001,15.682974013000374,6.419640191999633,67.55769230769235
15,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,2249,21.968917085999923,14.690902922999726,7.2780141630001935,67.55769230769222
16,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,12.837167717999932,11.318345224000039,1.5188224939998918,77.00000000000004
16,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3101,2.3355148510000845,1.5861364239999602,0.7493784270001242,76.9999999999975
16,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1724,2.498583960000019,1.2823232200000805,1.2162607399999388,77.00000000000018
16,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1737,3.076539018999938,1.7773225559999446,1.2992164629999934,77.00000000000084
16,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1418,4.279943616000082,2.6907852099999445,1.5891584060001378,77.00000000000001
17,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,13.765133652000033,12.227153928999995,1.537979723000035,85.36708860759491
17,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3119,2.5202895910000507,1.6962153790000234,0.8240742120000277,85.36708860759487
17,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1771,3.2751596629999535,1.8576169740000523,1.4175426889999017,85.36708860759504
17,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1548,16.718855365999957,13.110538689000125,3.6083166769998334,85.36708860759492
17,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1096,14.887904726999974,11.47059889100035,3.417305835999628,85.36708860759492
18,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,10.995154987999966,9.459777770000073,1.535377217999894,78.69696969696967
18,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3101,2.24397035200002,1.4778150649999588,0.7661552870000605,78.69696969696962
18,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1779,3.339398550000056,1.6947427099997867,1.6446558400002689,78.69696969696973
18,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1556,16.542804889999953,12.323759003000193,4.2190458869997665,78.69696969696967
18,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1113,16.02507775999993,12.232574622999778,3.7925031370001534,78.6969696969698
19,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,15.27611042400008,13.736413026000035,1.539697398000044,77.9999999999999
19,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3103,2.849422314000094,1.9956533949999768,0.8537689190001174,78.00000000000196
19,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1752,2.99932844500006,1.5649796590000733,1.4343487859999868,77.99999999999908
19,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1860,4.151114894999978,2.668180989999996,1.4829339049999817,78.00000000000027
19,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1611,4.069668862999947,2.5720295970000957,1.497639265999851,77.9999999999995
2,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,11.472854650000002,9.861427842000012,1.6114268079999905,79.30769230769229
2,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3101,2.5484038809999987,1.8737021409999957,0.6747017400000033,79.30769230769228
2,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1779,3.3938744459999977,1.75057666699999,1.643297779000008,79.30769230769228
2,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1767,5.314279170999996,3.565640284000011,1.7486388869999845,79.30769230769235
2,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1194,17.224233720000015,13.00274689100003,4.221486828999986,79.30769230769225
20,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,14.107735949000014,12.569852297000013,1.537883652000005,81.9999999999999
20,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3101,2.5414972350000653,1.7753358359999538,0.7661613990001115,82.00000000000244
20,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1738,2.590523586000017,1.3627526930000613,1.2277708929999562,82.00000000000041
20,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1736,3.2937559109999484,1.9826968159999296,1.3110590950000187,82.0000000000013
20,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1545,4.221056762999979,2.7544986690002133,1.4665580939997651,82.0
21,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,12.093855117999963,10.552682228999972,1.541172888999995,69.60824742268045
21,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3138,2.5216279709999303,1.6593703419999883,0.8622576289999415,69.60824742268021
21,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1780,5.561124184999926,1.999059727000258,3.5620644579996683,69.60824742268039
21,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1649,16.50726944500002,11.705836008000007,4.801433437000013,69.60824742268039
21,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1556,24.71414092800001,17.281224014999793,7.432916913000213,69.60824742268042
22,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,15.13970176700002,13.56150208300005,1.5781996839999692,78.99999999999993
22,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3101,1.8954440809999369,1.1249522849999494,0.7704917959999875,79.00000000000952
22,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,1684,1.8687480449999607,0.8414813309999545,1.027266714000007,79.0
22,iterative,auto,warm,1,0.0,True,0.1,40,0.5,0.2,fixed,1000,780,1712,4.360890728000071,2.634680016000061,1.726210712000011,79.000000000002
22,iterative,auto,warm,1,0.0,True,0.3,40,0.5,0.2,fixed,1000,780,1659,2.4789156399999683,1.3491673120001906,1.1297483279997778,79.0
23,once,auto,cold,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,39521,14.909448792000036,13.33803921499998,1.5714095770000538,70.9999999999999
23,iterative,auto,warm,1,0.0,False,0.0,40,0.5,0.2,fixed,1000,780,3101,2.033713339999963,1.2601128769999832,0.7736004629999798,71.00000000000465
23,iterative,auto,warm,1,0.0,True,0.0,40,0.5,0.2,fixed,1000,780,2302,2.135646003000033,0.9046521100000292,1.2309938930000044,70.99999999999999
