solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,min_order,min_proportion,proportion_used,variables,constraints,cpu_time
0,once,dual,cold,0,150,0.5,0.1,fixed,1000,2205200,2205200,3,1,1,11175,2205201,2035.587859407
0,iterative,dual,warm,0,150,0.5,0.1,fixed,1000,100,100,3,1,1,11175,101,0.020940078999956313
0,iterative,dual,warm,1,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,1101,0.05377060700038783
0,iterative,dual,warm,2,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,2101,0.13723922000008315
0,iterative,dual,warm,3,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,3101,0.18888646100003825
0,iterative,dual,warm,4,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,4101,0.2758325539998623
0,iterative,dual,warm,5,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,5101,0.195837599999777
0,iterative,dual,warm,6,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,6101,0.21886477099997137
0,iterative,dual,warm,7,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,7101,1.320106259000113
0,iterative,dual,warm,8,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,8101,8.189072054000007
0,iterative,dual,warm,9,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,9101,25.10872803600023
0,iterative,dual,warm,10,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,10101,45.402978661999896
0,iterative,dual,warm,11,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,11101,84.211982627
0,iterative,dual,warm,12,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,12101,132.0624796520001
0,iterative,dual,warm,13,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,13101,167.83095737099984
0,iterative,dual,warm,14,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,14101,54.721750101
0,iterative,dual,warm,15,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,15101,11.888616268999613
0,iterative,dual,warm,16,150,0.5,0.1,fixed,1000,1000,1000,3,1,1,11175,16101,0.08340934599982575
1,once,dual,cold,0,150,0.5,0.1,fixed,1000,2205200,2205200,2,1,1,11175,2205201,2053.671103894
1,iterative,dual,warm,0,150,0.5,0.1,fixed,1000,100,100,2,0.1,1,11175,101,0.021231255999737186
1,iterative,dual,warm,1,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,1101,0.08089958900018246
1,iterative,dual,warm,2,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,2101,0.08405333500013512
1,iterative,dual,warm,3,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,3101,0.14847460900000442
1,iterative,dual,warm,4,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,4101,0.2819967200002793
1,iterative,dual,warm,5,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,5101,0.17014707399994222
1,iterative,dual,warm,6,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,6101,0.189451196999471
1,iterative,dual,warm,7,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,7101,0.5636252280000917
1,iterative,dual,warm,8,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,8101,6.905600855000557
1,iterative,dual,warm,9,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,9101,21.764729988
1,iterative,dual,warm,10,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,10101,62.98717835499974
1,iterative,dual,warm,11,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,11101,99.93436335899969
1,iterative,dual,warm,12,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,12101,133.7289790269997
1,iterative,dual,warm,13,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,0.1,11175,13101,27.832069531999878
1,iterative,dual,warm,14,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,1,11175,14101,8.709050434000346
1,iterative,dual,warm,15,150,0.5,0.1,fixed,1000,1000,1000,2,0.1,1,11175,15101,0.06916712099973665
2,once,dual,cold,0,150,0.5,0.1,fixed,1000,2205200,2205200,1,1,1,11175,2205201,2706.357468208
2,iterative,dual,warm,0,150,0.5,0.1,fixed,1000,100,100,1,0.01,1,11175,101,0.023812375000488828
2,iterative,dual,warm,1,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,1101,0.06757830500100681
2,iterative,dual,warm,2,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,2101,0.10973425200063502
2,iterative,dual,warm,3,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,3101,0.23444816899973375
2,iterative,dual,warm,4,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,4101,0.26298200099881797
2,iterative,dual,warm,5,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,5101,0.15590289600004326
2,iterative,dual,warm,6,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,6101,0.2121883780000644
2,iterative,dual,warm,7,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,7101,0.4872480079993693
2,iterative,dual,warm,8,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,8101,6.726304056999652
2,iterative,dual,warm,9,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,9101,27.09100994399887
2,iterative,dual,warm,10,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,10101,62.968272627998886
2,iterative,dual,warm,11,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,11101,134.31288275000043
2,iterative,dual,warm,12,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,12101,197.63259880799887
2,iterative,dual,warm,13,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,13101,291.9912708920001
2,iterative,dual,warm,14,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.01,11175,14101,108.81154122000044
2,iterative,dual,warm,15,150,0.5,0.1,fixed,1000,1000,1000,1,0.01,0.1,11175,15101,11.627796538999974
3,once,dual,cold,0,150,0.5,0.1,fixed,1000,2205200,2205200,0,1,1,11175,2205201,2008.8564596730012
3,iterative,dual,warm,0,150,0.5,0.1,fixed,1000,100,100,0,0.001,1,11175,101,0.02246310100053961
3,iterative,dual,warm,1,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,1101,0.10963582799922733
3,iterative,dual,warm,2,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,2101,0.10237580400098523
3,iterative,dual,warm,3,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,3101,0.16615596400151844
3,iterative,dual,warm,4,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,4101,0.24953845999880286
3,iterative,dual,warm,5,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,5101,0.24253880700052832
3,iterative,dual,warm,6,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,6101,0.14342778399986855
3,iterative,dual,warm,7,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,7101,0.5919369379989803
3,iterative,dual,warm,8,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,8101,4.997655379000207
3,iterative,dual,warm,9,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,9101,23.077212349000547
3,iterative,dual,warm,10,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,10101,59.97601953400044
3,iterative,dual,warm,11,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,11101,117.81647668700134
3,iterative,dual,warm,12,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,12101,181.1696693160011
3,iterative,dual,warm,13,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,13101,263.2223419949987
3,iterative,dual,warm,14,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.01,11175,14101,105.14762714900098
3,iterative,dual,warm,15,150,0.5,0.1,fixed,1000,1000,1000,0,0.001,0.1,11175,15101,5.7580780560001585
3,iterative,dual,warm,16,150,0.5,0.1,fixed,1000,1000,584,0,0.001,1,11175,15685,0.20407029199850513
4,once,dual,cold,0,150,0.5,0.1,fixed,3000,2205200,2205200,2,1,1,11175,2205201,2130.807817716999
4,iterative,dual,warm,0,150,0.5,0.1,fixed,3000,100,100,2,1,1,11175,101,0.022211268998944433
4,iterative,dual,warm,1,150,0.5,0.1,fixed,3000,3000,3000,2,1,1,11175,3101,0.35895032599910337
4,iterative,dual,warm,2,150,0.5,0.1,fixed,3000,3000,3000,2,1,1,11175,6101,0.7393718120001722
4,iterative,dual,warm,3,150,0.5,0.1,fixed,3000,3000,3000,2,1,1,11175,9101,1.814424494999912
4,iterative,dual,warm,4,150,0.5,0.1,fixed,3000,3000,3000,2,1,1,11175,12101,76.15960991200154
4,iterative,dual,warm,5,150,0.5,0.1,fixed,3000,3000,3000,2,1,1,11175,15101,336.0350736199998
4,iterative,dual,warm,6,150,0.5,0.1,fixed,3000,3000,3000,2,1,1,11175,18101,182.6497290469997
4,iterative,dual,warm,7,150,0.5,0.1,fixed,3000,3000,3000,2,1,1,11175,21101,22.67713652400016
4,iterative,dual,warm,8,150,0.5,0.1,fixed,3000,3000,1758,2,1,1,11175,22859,0.1461840049996681
5,once,dual,cold,0,150,0.5,0.1,fixed,3000,2205200,2205200,1,1,1,11175,2205201,2073.263859466
5,iterative,dual,warm,0,150,0.5,0.1,fixed,3000,100,100,1,0.1,1,11175,101,0.021318713002983714
5,iterative,dual,warm,1,150,0.5,0.1,fixed,3000,3000,3000,1,0.1,0.1,11175,3101,0.307249014997069
5,iterative,dual,warm,2,150,0.5,0.1,fixed,3000,3000,3000,1,0.1,0.1,11175,6101,0.5234793159979745
5,iterative,dual,warm,3,150,0.5,0.1,fixed,3000,3000,3000,1,0.1,0.1,11175,9101,2.7311650039991946
5,iterative,dual,warm,4,150,0.5,0.1,fixed,3000,3000,3000,1,0.1,0.1,11175,12101,108.20686846299941
5,iterative,dual,warm,5,150,0.5,0.1,fixed,3000,3000,3000,1,0.1,0.1,11175,15101,131.4365031749985
5,iterative,dual,warm,6,150,0.5,0.1,fixed,3000,3000,3000,1,0.1,1,11175,18101,18.412159303003136
5,iterative,dual,warm,7,150,0.5,0.1,fixed,3000,3000,1460,1,0.1,1,11175,19561,0.10901904799902695
6,once,dual,cold,0,150,0.5,0.1,fixed,3000,2205200,2205200,0,1,1,11175,2205201,2281.2266092630016
6,iterative,dual,warm,0,150,0.5,0.1,fixed,3000,100,100,0,0.01,1,11175,101,0.02319691299999249
6,iterative,dual,warm,1,150,0.5,0.1,fixed,3000,3000,3000,0,0.01,0.1,11175,3101,0.28076712699839845
6,iterative,dual,warm,2,150,0.5,0.1,fixed,3000,3000,3000,0,0.01,0.1,11175,6101,0.7977069040025526
6,iterative,dual,warm,3,150,0.5,0.1,fixed,3000,3000,3000,0,0.01,0.1,11175,9101,1.0747231290006312
6,iterative,dual,warm,4,150,0.5,0.1,fixed,3000,3000,3000,0,0.01,0.01,11175,12101,72.10070794200146
6,iterative,dual,warm,5,150,0.5,0.1,fixed,3000,3000,3000,0,0.01,0.01,11175,15101,381.6515976139999
6,iterative,dual,warm,6,150,0.5,0.1,fixed,3000,3000,3000,0,0.01,0.01,11175,18101,284.3361544940017
6,iterative,dual,warm,7,150,0.5,0.1,fixed,3000,3000,3000,0,0.01,1,11175,21101,50.550866287001554
6,iterative,dual,warm,8,150,0.5,0.1,fixed,3000,3000,588,0,0.01,1,11175,21689,0.14628771899879212
7,once,dual,cold,0,150,0.5,0.1,fixed,10000,2205200,2205200,2,1,1,11175,2205201,2649.7542283680013
7,iterative,dual,warm,0,150,0.5,0.1,fixed,10000,100,100,2,1,1,11175,101,0.0232698129984783
7,iterative,dual,warm,1,150,0.5,0.1,fixed,10000,10000,10000,2,1,1,11175,10101,1.4765814269994735
7,iterative,dual,warm,2,150,0.5,0.1,fixed,10000,10000,10000,2,1,1,11175,20101,441.2337889369992
7,iterative,dual,warm,3,150,0.5,0.1,fixed,10000,10000,10000,2,1,1,11175,30101,64.60734573900118
7,iterative,dual,warm,4,150,0.5,0.1,fixed,10000,10000,2906,2,1,1,11175,33007,0.18021155600217753
8,once,dual,cold,0,150,0.5,0.1,fixed,10000,2205200,2205200,1,1,1,11175,2205201,2536.8142405920007
8,iterative,dual,warm,0,150,0.5,0.1,fixed,10000,100,100,1,0.1,1,11175,101,0.022346436999214347
8,iterative,dual,warm,1,150,0.5,0.1,fixed,10000,10000,10000,1,0.1,0.1,11175,10101,1.4491794259993185
8,iterative,dual,warm,2,150,0.5,0.1,fixed,10000,10000,10000,1,0.1,0.1,11175,20101,356.50118937599836
8,iterative,dual,warm,3,150,0.5,0.1,fixed,10000,10000,10000,1,0.1,0.1,11175,30101,112.80359979400237
8,iterative,dual,warm,4,150,0.5,0.1,fixed,10000,10000,2638,1,0.1,1,11175,32739,0.1812059829971986
9,once,dual,cold,0,150,0.5,0.1,fixed,10000,2205200,2205200,0,1,1,11175,2205201,2220.112507152
9,iterative,dual,warm,0,150,0.5,0.1,fixed,10000,100,100,0,0.01,1,11175,101,0.021986608000588603
