solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,min_order,min_proportion,proportion_used,variables,constraints,cpu_time
0,once,dual,cold,0,20,0.5,0.1,fixed,10,4560,4560,2,1,1,190,4561,0.062097713
0,iterative,dual,warm,0,20,0.5,0.1,fixed,10,100,100,2,1,1,190,101,0.0019369569999998504
0,iterative,dual,warm,1,20,0.5,0.1,fixed,10,10,10,2,1,1,190,111,0.000737104000000155
0,iterative,dual,warm,2,20,0.5,0.1,fixed,10,10,10,2,1,1,190,121,0.0005891629999998926
0,iterative,dual,warm,3,20,0.5,0.1,fixed,10,10,10,2,1,1,190,131,0.0004543999999997439
0,iterative,dual,warm,4,20,0.5,0.1,fixed,10,10,10,2,1,1,190,141,0.0007626919999998982
0,iterative,dual,warm,5,20,0.5,0.1,fixed,10,10,10,2,1,1,190,151,0.0005337129999998247
0,iterative,dual,warm,6,20,0.5,0.1,fixed,10,10,10,2,1,1,190,161,0.0005871790000000487
0,iterative,dual,warm,7,20,0.5,0.1,fixed,10,10,10,2,1,1,190,171,0.0012993429999998973
0,iterative,dual,warm,8,20,0.5,0.1,fixed,10,10,10,2,1,1,190,181,0.0018733960000001382
0,iterative,dual,warm,9,20,0.5,0.1,fixed,10,10,10,2,1,1,190,191,0.0018749200000001132
0,iterative,dual,warm,10,20,0.5,0.1,fixed,10,10,10,2,1,1,190,201,0.0017098159999999751
0,iterative,dual,warm,11,20,0.5,0.1,fixed,10,10,10,2,1,1,190,211,0.0025461290000001746
0,iterative,dual,warm,12,20,0.5,0.1,fixed,10,10,10,2,1,1,190,221,0.0022626399999996494
0,iterative,dual,warm,13,20,0.5,0.1,fixed,10,10,10,2,1,1,190,231,0.0025526700000000346
0,iterative,dual,warm,14,20,0.5,0.1,fixed,10,10,10,2,1,1,190,241,0.0009202120000004754
0,iterative,dual,warm,15,20,0.5,0.1,fixed,10,10,10,2,1,1,190,251,0.004726879000000572
0,iterative,dual,warm,16,20,0.5,0.1,fixed,10,10,10,2,1,1,190,261,0.003794275999999819
0,iterative,dual,warm,17,20,0.5,0.1,fixed,10,10,10,2,1,1,190,271,0.0037414879999992934
0,iterative,dual,warm,18,20,0.5,0.1,fixed,10,10,10,2,1,1,190,281,0.0015574630000001477
0,iterative,dual,warm,19,20,0.5,0.1,fixed,10,10,10,2,1,1,190,291,0.0013985989999998338
1,once,dual,cold,0,20,0.5,0.1,fixed,10,4560,4560,1,1,1,190,4561,0.23669816999999949
