solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
13,iterative,auto,warm,1,,True,0,30,0.5,0.2,fixed,1000,100,100,0,1,,435,101,0.0
13,iterative,auto,warm,1,,True,1,30,0.5,0.2,fixed,1000,1000,1000,100,1,,435,1001,0.015625
13,iterative,auto,warm,1,,True,2,30,0.5,0.2,fixed,1000,1000,1000,723,1,,435,1278,0.078125
13,iterative,auto,warm,1,,True,3,30,0.5,0.2,fixed,1000,1000,1000,880,1,,435,1398,0.09375
13,iterative,auto,warm,1,,True,4,30,0.5,0.2,fixed,1000,1000,805,977,1,,435,1226,0.0625
13,iterative,auto,warm,1,,True,5,30,0.5,0.2,fixed,1000,1000,162,795,1,,435,593,0.046875
13,iterative,auto,warm,1,,True,6,30,0.5,0.2,fixed,1000,1000,473,168,1,,435,898,0.0625
13,iterative,auto,warm,1,,True,7,30,0.5,0.2,fixed,1000,1000,122,435,1,,435,585,0.03125
13,iterative,auto,warm,1,,True,8,30,0.5,0.2,fixed,1000,1000,358,131,1,,435,812,0.046875
13,iterative,auto,warm,1,,True,9,30,0.5,0.2,fixed,1000,1000,201,354,1,,435,659,0.03125
13,iterative,auto,warm,1,,True,10,30,0.5,0.2,fixed,1000,1000,313,181,1,,435,791,0.0
