solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value,dual_0_constraints,dual_0_with_slack,dual_0_no_slack
21,once,auto,cold,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,1431041,2294.1875,2261.921875,32.265625,858.999999999999,0,0,0
21,iterative,auto,warm,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,19101,1593.625,1537.734375,55.890625,859.000000000001,0,0,0
21,iterative,auto,warm,1,0.0,True,0,130,0.5,0.2,fixed,1000,8385,8866,979.671875,860.875,118.796875,859.0000000000039,46307,33235,13072
22,once,auto,cold,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,1790321,3237.421875,3200.890625,36.53125,995.9999999999977,0,0,0
22,iterative,auto,warm,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,22101,2617.71875,2539.640625,78.078125,995.9999999999927,0,0,0
22,iterative,auto,warm,1,0.0,True,0,140,0.5,0.2,fixed,1000,9730,11211,1897.734375,1692.375,205.359375,995.9999999999987,62342,43890,18452
23,once,auto,cold,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,2205201,5709.796875,5658.25,51.546875,1130.9999999999968,0,0,0
23,iterative,auto,warm,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,22101,2911.125,2815.265625,95.859375,1131.000000000005,0,0,0
23,iterative,auto,warm,1,0.0,True,0,150,0.5,0.2,fixed,1000,11175,11994,1556.28125,1357.4375,198.84375,1131.0000000000002,50962,30977,19985
24,once,auto,cold,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,646801,380.140625,367.625,12.515625,481.0000000000005,0,0,0
24,iterative,auto,warm,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,10867,187.640625,173.046875,14.59375,481.00000000000136,0,0,0
24,iterative,auto,warm,1,0.0,True,0,100,0.5,0.2,fixed,1000,4950,6412,116.140625,89.703125,26.4375,481.0000000000025,19915,13689,6226
25,once,auto,cold,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,863281,309.75,293.34375,16.40625,620.2746987951814,0,0,0
25,iterative,auto,warm,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,15101,540.71875,515.34375,25.375,620.2746987951796,0,0,0
25,iterative,auto,warm,1,0.0,True,0,110,0.5,0.2,fixed,1000,5995,7018,428.890625,347.34375,81.546875,620.2746987951804,51934,43083,8851
26,once,auto,cold,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,1123361,1051.125,1029.296875,21.828125,736.9999999999956,0,0,0
26,iterative,auto,warm,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,16101,797.140625,761.9375,35.203125,737.0000000000024,0,0,0
26,iterative,auto,warm,1,0.0,True,0,120,0.5,0.2,fixed,1000,7140,7572,468.703125,397.84375,70.859375,737.0000000000006,33911,24529,9382
27,once,auto,cold,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,1431041,2148.65625,2119.171875,29.484375,848.9999999999991,0,0,0
27,iterative,auto,warm,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,18101,1281.375,1231.046875,50.328125,848.9999999999933,0,0,0
27,iterative,auto,warm,1,0.0,True,0,130,0.5,0.2,fixed,1000,8385,9733,768.140625,660.453125,107.6875,849.0000000000017,41859,27368,14491
28,once,auto,cold,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,1790321,3490.34375,3453.53125,36.8125,984.9999999999956,0,0,0
28,iterative,auto,warm,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,22101,2498.984375,2421.90625,77.078125,984.999999999996,0,0,0
28,iterative,auto,warm,1,0.0,True,0,140,0.5,0.2,fixed,1000,9730,11214,1614.953125,1438.5,176.453125,985.0000000000003,54748,36887,17861
29,once,auto,cold,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,2205201,5378.234375,5332.234375,46.0,1116.9999999999984,0,0,0
29,iterative,auto,warm,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,22101,3055.984375,2956.671875,99.3125,1117.0000000000039,0,0,0
29,iterative,auto,warm,1,0.0,True,0,150,0.5,0.2,fixed,1000,11175,12140,1726.140625,1511.453125,214.6875,1116.9999999999984,57007,34961,22046
3,once,auto,cold,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,1431041,2260.28125,2229.6875,30.59375,875.9999999999983,0,0,0
3,iterative,auto,warm,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,17101,1215.75,1164.34375,51.40625,875.9999999999983,0,0,0
3,iterative,auto,warm,1,0.0,True,0,130,0.5,0.2,fixed,1000,8385,9707,785.046875,674.40625,110.640625,876.0000000000035,41038,27394,13644
30,once,auto,cold,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,646801,388.484375,375.390625,13.09375,486.9999999999967,0,0,0
30,iterative,auto,warm,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,11295,208.375,192.515625,15.859375,487.0000000000034,0,0,0
30,iterative,auto,warm,1,0.0,True,0,100,0.5,0.2,fixed,1000,4950,6029,129.203125,100.28125,28.921875,487.0,22088,15650,6438
31,once,auto,cold,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,863281,747.75,730.421875,17.328125,633.0000000000017,0,0,0
31,iterative,auto,warm,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,15101,532.546875,507.53125,25.015625,632.9999999999992,0,0,0
31,iterative,auto,warm,1,0.0,True,0,110,0.5,0.2,fixed,1000,5995,6949,398.4375,336.59375,61.84375,632.9999999999984,37065,29366,7699
32,once,auto,cold,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,1123361,1138.15625,1115.4375,22.71875,727.9999999999836,0,0,0
32,iterative,auto,warm,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,15335,682.453125,648.046875,34.40625,727.9999999999948,0,0,0
32,iterative,auto,warm,1,0.0,True,0,120,0.5,0.2,fixed,1000,7140,8482,396.40625,332.6875,63.71875,727.9999999999995,30249,20619,9630
33,once,auto,cold,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,1431041,2252.15625,2223.640625,28.515625,866.0000000000024,0,0,0
33,iterative,auto,warm,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,18355,1276.875,1224.90625,51.96875,866.0000000000052,0,0,0
33,iterative,auto,warm,1,0.0,True,0,130,0.5,0.2,fixed,1000,8385,9244,783.84375,678.203125,105.640625,865.9999999999948,41086,27365,13721
4,once,auto,cold,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,1790321,3524.578125,3487.40625,37.171875,987.9999999999899,0,0,0
4,iterative,auto,warm,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,21101,2298.765625,2223.71875,75.046875,988.0000000000017,0,0,0
4,iterative,auto,warm,1,0.0,True,0,140,0.5,0.2,fixed,1000,9730,10881,1573.375,1393.921875,179.453125,988.0000000000058,57371,39030,18341
5,once,auto,cold,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,2205201,5274.3125,5229.578125,44.734375,1182.0000000000066,0,0,0
5,iterative,auto,warm,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,23101,3663.078125,3564.25,98.828125,1182.000000000007,0,0,0
5,iterative,auto,warm,1,0.0,True,0,150,0.5,0.2,fixed,1000,11175,11846,2447.71875,2219.046875,228.671875,1182.0000000000034,58912,39549,19363
6,once,auto,cold,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,646801,375.453125,362.671875,12.78125,506.000000000004,0,0,0
6,iterative,auto,warm,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,12101,244.859375,230.015625,14.84375,506.0000000000006,0,0,0
6,iterative,auto,warm,1,0.0,True,0,100,0.5,0.2,fixed,1000,4950,5592,162.375,131.640625,30.734375,506.00000000000153,23870,18509,5361
7,once,auto,cold,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,863281,746.4375,729.671875,16.765625,607.0000000000011,0,0,0
7,iterative,auto,warm,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,14529,488.953125,464.578125,24.375,607.0000000000038,0,0,0
7,iterative,auto,warm,1,0.0,True,0,110,0.5,0.2,fixed,1000,5995,6921,351.296875,295.4375,55.859375,607.0000000000017,33615,25394,8221
8,once,auto,cold,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,1123361,1155.078125,1133.734375,21.34375,699.0000000000013,0,0,0
8,iterative,auto,warm,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,15101,622.671875,589.1875,33.484375,698.999999999999,0,0,0
8,iterative,auto,warm,1,0.0,True,0,120,0.5,0.2,fixed,1000,7140,7386,328.328125,266.34375,61.984375,698.9999999999983,31202,20715,10487
9,once,auto,cold,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,1431041,1821.296875,1792.234375,29.0625,843.0000000000055,0,0,0
9,iterative,auto,warm,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,16863,933.828125,886.1875,47.640625,842.9999999999983,0,0,0
9,iterative,auto,warm,1,0.0,True,0,130,0.5,0.2,fixed,1000,8385,9469,508.46875,419.796875,88.671875,843.0000000000003,35370,21632,13738
176,once,auto,cold,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,646801,360.671875,351.1875,9.484375,500.9999999999938,0,0,0
176,iterative,auto,warm,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,11295,219.28125,204.8125,14.46875,500.99999999999915,0,0,0
176,iterative,auto,warm,1,0.0,True,0,100,0.5,0.2,fixed,1000,4950,6543,144.28125,116.359375,27.921875,500.9999999999987,21817,15558,6259
177,once,auto,cold,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,863281,655.25,639.109375,16.140625,621.0000000000045,0,0,0
177,iterative,auto,warm,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,13101,354.25,333.25,21.0,620.9999999999992,0,0,0
177,iterative,auto,warm,1,0.0,True,0,110,0.5,0.2,fixed,1000,5995,7373,205.109375,166.46875,38.640625,620.9999999999986,24640,16728,7912
178,once,auto,cold,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,1123361,903.1875,882.234375,20.953125,723.0000000000107,0,0,0
178,iterative,auto,warm,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,19101,1160.703125,1122.75,37.953125,722.9999999999959,0,0,0
178,iterative,auto,warm,1,0.0,True,0,120,0.5,0.2,fixed,1000,7140,8424,822.9375,716.671875,106.265625,723.0000000000018,55661,43145,12516
179,once,auto,cold,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,1431041,803.609375,775.859375,27.75,843.3596187175058,0,0,0
179,iterative,auto,warm,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,20352,1416.59375,1357.765625,58.828125,843.3596187175053,0,0,0
179,iterative,auto,warm,1,0.0,True,0,130,0.5,0.2,fixed,1000,8385,9421,1010.0,785.578125,224.421875,843.3596187175025,188236,64630,123606
180,once,auto,cold,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,1790321,2943.4375,2909.234375,34.203125,975.0000000000026,0,0,0
180,iterative,auto,warm,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,19101,1616.3125,1550.375,65.9375,974.9999999999994,0,0,0
180,iterative,auto,warm,1,0.0,True,0,140,0.5,0.2,fixed,1000,9730,10688,838.484375,707.34375,131.140625,975.0000000000024,43332,26413,16919
181,once,auto,cold,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,2205201,5066.875,5023.625,43.25,1096.0000000000166,0,0,0
181,iterative,auto,warm,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,21979,2270.4375,2176.90625,93.53125,1095.9999999999973,0,0,0
181,iterative,auto,warm,1,0.0,True,0,150,0.5,0.2,fixed,1000,11175,11922,1213.75,1029.46875,184.28125,1095.9999999999984,51836,30179,21657
182,once,auto,cold,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,646801,375.453125,363.578125,11.875,507.000000000006,0,0,0
182,iterative,auto,warm,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,11101,191.203125,177.375,13.828125,506.99999999999886,0,0,0
182,iterative,auto,warm,1,0.0,True,0,100,0.5,0.2,fixed,1000,4950,6467,114.578125,89.671875,24.90625,506.99999999999983,19635,13634,6001
183,once,auto,cold,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,863281,640.234375,624.59375,15.640625,594.9999999999918,0,0,0
183,iterative,auto,warm,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,13101,360.90625,340.140625,20.765625,595.0000000000014,0,0,0
183,iterative,auto,warm,1,0.0,True,0,110,0.5,0.2,fixed,1000,5995,7296,223.421875,182.96875,40.453125,595.0000000000022,25567,17661,7906
184,once,auto,cold,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,1123361,1173.421875,1152.625,20.796875,708.0000000000139,0,0,0
184,iterative,auto,warm,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,14335,496.5,465.65625,30.84375,707.999999999996,0,0,0
184,iterative,auto,warm,1,0.0,True,0,120,0.5,0.2,fixed,1000,7140,7251,273.046875,217.34375,55.703125,707.999999999996,27912,18850,9062
185,once,auto,cold,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,1431041,2347.203125,2320.234375,26.96875,865.9999999999976,0,0,0
185,iterative,auto,warm,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,18101,1288.359375,1240.546875,47.8125,866.0000000000019,0,0,0
185,iterative,auto,warm,1,0.0,True,0,130,0.5,0.2,fixed,1000,8385,8948,771.640625,664.90625,106.734375,865.9999999999986,43657,29407,14250
186,once,auto,cold,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,1790321,1169.90625,1135.546875,34.359375,989.2902298850536,0,0,0
186,iterative,auto,warm,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,22342,2420.671875,2343.703125,76.96875,989.2902298850587,0,0,0
186,iterative,auto,warm,1,0.0,True,0,140,0.5,0.2,fixed,1000,9730,10803,1770.5,1534.6875,235.8125,989.2902298850587,79442,59298,20144
187,once,auto,cold,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,2205201,4058.4375,4013.96875,44.46875,1171.000000000006,0,0,0
187,iterative,auto,warm,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,25101,4970.6875,4850.953125,119.734375,1171.0,0,0,0
187,iterative,auto,warm,1,0.0,True,0,150,0.5,0.2,fixed,1000,11175,12564,4425.90625,4021.03125,404.875,1170.9999999999984,70021,48407,21614
188,once,auto,cold,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,646801,481.140625,463.515625,17.625,493.0000000000055,0,0,0
188,iterative,auto,warm,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,12101,272.046875,256.09375,15.953125,492.9999999999965,0,0,0
188,iterative,auto,warm,1,0.0,True,0,100,0.5,0.2,fixed,1000,4950,6670,194.328125,159.140625,35.1875,492.99999999999915,26946,20431,6515
189,once,auto,cold,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,863281,694.90625,678.9375,15.96875,577.9999999999998,0,0,0
189,iterative,auto,warm,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,13101,311.65625,289.109375,22.546875,577.9999999999994,0,0,0
189,iterative,auto,warm,1,0.0,True,0,110,0.5,0.2,fixed,1000,5995,6445,153.109375,115.0625,38.046875,577.9999999999989,22837,14870,7967
190,once,auto,cold,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,1123361,1130.625,1109.359375,21.265625,690.9999999999948,0,0,0
190,iterative,auto,warm,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,15101,586.53125,553.671875,32.859375,690.9999999999959,0,0,0
190,iterative,auto,warm,1,0.0,True,0,120,0.5,0.2,fixed,1000,7140,7263,286.75,230.53125,56.21875,690.9999999999986,28424,18838,9586
191,once,auto,cold,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,1431041,2294.328125,2267.203125,27.125,874.0000000000031,0,0,0
191,iterative,auto,warm,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,18355,1306.296875,1254.328125,51.96875,873.9999999999965,0,0,0
191,iterative,auto,warm,1,0.0,True,0,130,0.5,0.2,fixed,1000,8385,8839,873.484375,763.703125,109.78125,874.0000000000048,41274,28262,13012
192,once,auto,cold,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,1790321,3569.65625,3531.515625,38.140625,987.0000000000027,0,0,0
192,iterative,auto,warm,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,20649,1862.234375,1788.5625,73.671875,987.0000000000034,0,0,0
192,iterative,auto,warm,1,0.0,True,0,140,0.5,0.2,fixed,1000,9730,11003,1144.453125,1001.265625,143.1875,987.0000000000019,48211,31098,17113
193,once,auto,cold,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,2205201,5743.515625,5700.0,43.515625,1145.0000000000032,0,0,0
193,iterative,auto,warm,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,23101,3413.40625,3298.625,114.78125,1144.999999999998,0,0,0
193,iterative,auto,warm,1,0.0,True,0,150,0.5,0.2,fixed,1000,11175,12216,1886.21875,1663.171875,223.046875,1144.9999999999973,55897,34885,21012
194,once,auto,cold,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,646801,449.546875,436.25,13.296875,511.0000000000031,0,0,0
194,iterative,auto,warm,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,12295,269.5625,252.40625,17.15625,511.0000000000012,0,0,0
194,iterative,auto,warm,1,0.0,True,0,100,0.5,0.2,fixed,1000,4950,6003,190.265625,153.5625,36.703125,511.00000000000205,24715,18486,6229
195,once,auto,cold,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,863281,734.703125,716.65625,18.046875,594.9999999999945,0,0,0
195,iterative,auto,warm,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,12951,334.375,313.296875,21.078125,595.0000000000035,0,0,0
195,iterative,auto,warm,1,0.0,True,0,110,0.5,0.2,fixed,1000,5995,7349,194.9375,156.9375,38.0,595.0000000000002,23584,15752,7832
196,once,auto,cold,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,1123361,1205.71875,1184.390625,21.328125,695.9999999999997,0,0,0
196,iterative,auto,warm,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,14101,527.6875,497.453125,30.234375,696.0000000000052,0,0,0
196,iterative,auto,warm,1,0.0,True,0,120,0.5,0.2,fixed,1000,7140,7492,284.4375,226.96875,57.46875,696.0000000000027,29710,18843,10867
197,once,auto,cold,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,1431041,2303.640625,2276.140625,27.5,859.0000000000017,0,0,0
197,iterative,auto,warm,1,0.0,False,0,130,0.5,0.2,fixed,1000,8385,18101,1192.390625,1143.640625,48.75,858.9999999999997,0,0,0
197,iterative,auto,warm,1,0.0,True,0,130,0.5,0.2,fixed,1000,8385,9724,749.046875,642.59375,106.453125,858.999999999996,42008,27377,14631
198,once,auto,cold,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,1790321,3616.390625,3581.59375,34.796875,987.0,0,0,0
198,iterative,auto,warm,1,0.0,False,0,140,0.5,0.2,fixed,1000,9730,21101,2226.609375,2153.25,73.359375,986.9999999999956,0,0,0
198,iterative,auto,warm,1,0.0,True,0,140,0.5,0.2,fixed,1000,9730,10968,1368.09375,1206.90625,161.1875,987.0000000000008,52844,35133,17711
199,once,auto,cold,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,2205201,4542.296875,4497.46875,44.828125,1212.9999999999975,0,0,0
199,iterative,auto,warm,1,0.0,False,0,150,0.5,0.2,fixed,1000,11175,27395,5156.09375,5038.078125,118.015625,1212.9999999999975,0,0,0
199,iterative,auto,warm,1,0.0,True,0,150,0.5,0.2,fixed,1000,11175,12000,4084.234375,3736.953125,347.28125,1213.0000000000002,89107,69101,20006
200,once,auto,cold,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,646801,378.203125,366.140625,12.0625,498.00000000000114,0,0,0
200,iterative,auto,warm,1,0.0,False,0,100,0.5,0.2,fixed,1000,4950,12101,240.53125,225.578125,14.953125,498.00000000000296,0,0,0
200,iterative,auto,warm,1,0.0,True,0,100,0.5,0.2,fixed,1000,4950,5760,151.578125,122.90625,28.671875,498.0000000000013,22741,16535,6206
201,once,auto,cold,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,863281,681.875,665.171875,16.703125,595.9999999999984,0,0,0
201,iterative,auto,warm,1,0.0,False,0,110,0.5,0.2,fixed,1000,5995,14101,438.71875,416.03125,22.6875,595.9999999999981,0,0,0
201,iterative,auto,warm,1,0.0,True,0,110,0.5,0.2,fixed,1000,5995,6540,268.59375,223.5,45.09375,596.0000000000016,27823,20561,7262
202,once,auto,cold,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,1123361,1400.53125,1379.34375,21.1875,733.0000000000013,0,0,0
202,iterative,auto,warm,1,0.0,False,0,120,0.5,0.2,fixed,1000,7140,16335,888.90625,853.296875,35.609375,732.9999999999976,0,0,0
