solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time,dual_0_constraints,dual_0_with_slack,dual_0_no_slack
0,once,auto,cold,1,0.0,False,0,0,100,0.5,0.2,fixed,1000,646800,646800,0,1,,4950,646801,374.5,0,0,0
0,iterative,auto,warm,1,0.0,False,0,0,100,0.5,0.2,fixed,1000,100,100,0,1,,4950,101,0.015625,0,0,0
0,iterative,auto,warm,1,0.0,False,0,1,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,1101,0.015625,0,0,0
0,iterative,auto,warm,1,0.0,False,0,2,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,2101,0.015625,0,0,0
0,iterative,auto,warm,1,0.0,False,0,3,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,3101,0.0625,0,0,0
0,iterative,auto,warm,1,0.0,False,0,4,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,4101,1.53125,0,0,0
0,iterative,auto,warm,1,0.0,False,0,5,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,5101,6.765625,0,0,0
0,iterative,auto,warm,1,0.0,False,0,6,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,6101,15.875,0,0,0
0,iterative,auto,warm,1,0.0,False,0,7,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,7101,23.96875,0,0,0
0,iterative,auto,warm,1,0.0,False,0,8,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,8101,35.859375,0,0,0
0,iterative,auto,warm,1,0.0,False,0,9,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,9101,55.734375,0,0,0
0,iterative,auto,warm,1,0.0,False,0,10,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,10101,52.515625,0,0,0
0,iterative,auto,warm,1,0.0,False,0,11,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,11101,6.1875,0,0,0
0,iterative,auto,warm,1,0.0,False,0,12,100,0.5,0.2,fixed,1000,1000,384,0,1,,4950,11485,0.0625,0,0,0
0,iterative,auto,warm,1,0.0,True,0,0,100,0.5,0.2,fixed,1000,100,100,0,1,,4950,101,0.0,0,0,0
0,iterative,auto,warm,1,0.0,True,0,1,100,0.5,0.2,fixed,1000,1000,1000,74,1,,4950,1027,0.03125,100,74,26
0,iterative,auto,warm,1,0.0,True,0,2,100,0.5,0.2,fixed,1000,1000,1000,127,1,,4950,1900,0.015625,1026,127,899
0,iterative,auto,warm,1,0.0,True,0,3,100,0.5,0.2,fixed,1000,1000,1000,188,1,,4950,2712,0.0625,848,188,660
0,iterative,auto,warm,1,0.0,True,0,4,100,0.5,0.2,fixed,1000,1000,1000,407,1,,4950,3305,0.125,1161,407,754
0,iterative,auto,warm,1,0.0,True,0,5,100,0.5,0.2,fixed,1000,1000,1000,672,1,,4950,3633,0.53125,1331,672,659
0,iterative,auto,warm,1,0.0,True,0,6,100,0.5,0.2,fixed,1000,1000,1000,774,1,,4950,3859,1.484375,1185,774,411
0,iterative,auto,warm,1,0.0,True,0,7,100,0.5,0.2,fixed,1000,1000,1000,763,1,,4950,4096,2.5625,1108,763,345
0,iterative,auto,warm,1,0.0,True,0,8,100,0.5,0.2,fixed,1000,1000,1000,806,1,,4950,4290,3.90625,1072,806,266
0,iterative,auto,warm,1,0.0,True,0,9,100,0.5,0.2,fixed,1000,1000,1000,797,1,,4950,4493,5.296875,1001,797,204
0,iterative,auto,warm,1,0.0,True,0,10,100,0.5,0.2,fixed,1000,1000,1000,835,1,,4950,4658,5.625,983,835,148
0,iterative,auto,warm,1,0.0,True,0,11,100,0.5,0.2,fixed,1000,1000,1000,830,1,,4950,4828,6.390625,963,830,133
0,iterative,auto,warm,1,0.0,True,0,12,100,0.5,0.2,fixed,1000,1000,1000,897,1,,4950,4931,7.0,1006,897,109
0,iterative,auto,warm,1,0.0,True,0,13,100,0.5,0.2,fixed,1000,1000,1000,869,1,,4950,5062,8.46875,962,869,93
0,iterative,auto,warm,1,0.0,True,0,14,100,0.5,0.2,fixed,1000,1000,1000,902,1,,4950,5160,8.453125,993,902,91
0,iterative,auto,warm,1,0.0,True,0,15,100,0.5,0.2,fixed,1000,1000,1000,938,1,,4950,5222,10.0625,1002,938,64
0,iterative,auto,warm,1,0.0,True,0,16,100,0.5,0.2,fixed,1000,1000,1000,926,1,,4950,5296,9.046875,975,926,49
0,iterative,auto,warm,1,0.0,True,0,17,100,0.5,0.2,fixed,1000,1000,1000,906,1,,4950,5390,9.3125,954,906,48
0,iterative,auto,warm,1,0.0,True,0,18,100,0.5,0.2,fixed,1000,1000,1000,965,1,,4950,5425,6.796875,1021,965,56
0,iterative,auto,warm,1,0.0,True,0,19,100,0.5,0.2,fixed,1000,1000,1000,1005,1,,4950,5420,2.28125,1061,1005,56
0,iterative,auto,warm,1,0.0,True,0,20,100,0.5,0.2,fixed,1000,1000,1000,33,1,,4950,6387,0.03125,1055,33,1022
1,once,auto,cold,1,0.0,False,0,0,110,0.5,0.2,fixed,1000,863280,863280,0,1,,5995,863281,731.421875,0,0,0
1,iterative,auto,warm,1,0.0,False,0,0,110,0.5,0.2,fixed,1000,100,100,0,1,,5995,101,0.015625,0,0,0
1,iterative,auto,warm,1,0.0,False,0,1,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,1101,0.03125,0,0,0
1,iterative,auto,warm,1,0.0,False,0,2,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,2101,0.03125,0,0,0
1,iterative,auto,warm,1,0.0,False,0,3,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,3101,0.046875,0,0,0
1,iterative,auto,warm,1,0.0,False,0,4,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,4101,0.171875,0,0,0
1,iterative,auto,warm,1,0.0,False,0,5,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,5101,4.46875,0,0,0
1,iterative,auto,warm,1,0.0,False,0,6,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,6101,12.15625,0,0,0
1,iterative,auto,warm,1,0.0,False,0,7,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,7101,25.125,0,0,0
1,iterative,auto,warm,1,0.0,False,0,8,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,8101,36.453125,0,0,0
1,iterative,auto,warm,1,0.0,False,0,9,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,9101,47.0625,0,0,0
1,iterative,auto,warm,1,0.0,False,0,10,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,10101,74.234375,0,0,0
1,iterative,auto,warm,1,0.0,False,0,11,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,11101,83.75,0,0,0
1,iterative,auto,warm,1,0.0,False,0,12,110,0.5,0.2,fixed,1000,1000,1000,0,1,,5995,12101,4.578125,0,0,0
1,iterative,auto,warm,1,0.0,False,0,13,110,0.5,0.2,fixed,1000,1000,854,0,1,,5995,12955,0.09375,0,0,0
1,iterative,auto,warm,1,0.0,True,0,0,110,0.5,0.2,fixed,1000,100,100,0,1,,5995,101,0.015625,0,0,0
1,iterative,auto,warm,1,0.0,True,0,1,110,0.5,0.2,fixed,1000,1000,1000,84,1,,5995,1017,0.03125,100,84,16
1,iterative,auto,warm,1,0.0,True,0,2,110,0.5,0.2,fixed,1000,1000,1000,91,1,,5995,1926,0.03125,1016,91,925
1,iterative,auto,warm,1,0.0,True,0,3,110,0.5,0.2,fixed,1000,1000,1000,204,1,,5995,2722,0.015625,808,204,604
1,iterative,auto,warm,1,0.0,True,0,4,110,0.5,0.2,fixed,1000,1000,1000,242,1,,5995,3480,0.03125,1189,242,947
1,iterative,auto,warm,1,0.0,True,0,5,110,0.5,0.2,fixed,1000,1000,1000,506,1,,5995,3974,0.34375,1601,506,1095
1,iterative,auto,warm,1,0.0,True,0,6,110,0.5,0.2,fixed,1000,1000,1000,783,1,,5995,4191,0.9375,1436,783,653
1,iterative,auto,warm,1,0.0,True,0,7,110,0.5,0.2,fixed,1000,1000,1000,749,1,,5995,4442,1.53125,1275,749,526
1,iterative,auto,warm,1,0.0,True,0,8,110,0.5,0.2,fixed,1000,1000,1000,785,1,,5995,4657,3.21875,1262,785,477
1,iterative,auto,warm,1,0.0,True,0,9,110,0.5,0.2,fixed,1000,1000,1000,816,1,,5995,4841,4.828125,1142,816,326
1,iterative,auto,warm,1,0.0,True,0,10,110,0.5,0.2,fixed,1000,1000,1000,790,1,,5995,5051,6.46875,1046,790,256
1,iterative,auto,warm,1,0.0,True,0,11,110,0.5,0.2,fixed,1000,1000,1000,804,1,,5995,5247,7.53125,1006,804,202
1,iterative,auto,warm,1,0.0,True,0,12,110,0.5,0.2,fixed,1000,1000,1000,834,1,,5995,5413,8.234375,1027,834,193
1,iterative,auto,warm,1,0.0,True,0,13,110,0.5,0.2,fixed,1000,1000,1000,845,1,,5995,5568,10.015625,981,845,136
1,iterative,auto,warm,1,0.0,True,0,14,110,0.5,0.2,fixed,1000,1000,1000,816,1,,5995,5752,10.140625,928,816,112
1,iterative,auto,warm,1,0.0,True,0,15,110,0.5,0.2,fixed,1000,1000,1000,885,1,,5995,5867,12.09375,1011,885,126
1,iterative,auto,warm,1,0.0,True,0,16,110,0.5,0.2,fixed,1000,1000,1000,912,1,,5995,5955,12.03125,1019,912,107
1,iterative,auto,warm,1,0.0,True,0,17,110,0.5,0.2,fixed,1000,1000,1000,893,1,,5995,6062,12.03125,982,893,89
1,iterative,auto,warm,1,0.0,True,0,18,110,0.5,0.2,fixed,1000,1000,1000,932,1,,5995,6130,10.3125,999,932,67
1,iterative,auto,warm,1,0.0,True,0,19,110,0.5,0.2,fixed,1000,1000,1000,934,1,,5995,6196,10.375,1018,934,84
1,iterative,auto,warm,1,0.0,True,0,20,110,0.5,0.2,fixed,1000,1000,1000,958,1,,5995,6238,5.421875,1039,958,81
1,iterative,auto,warm,1,0.0,True,0,21,110,0.5,0.2,fixed,1000,1000,1000,992,1,,5995,6246,4.953125,1094,992,102
1,iterative,auto,warm,1,0.0,True,0,22,110,0.5,0.2,fixed,1000,1000,1000,1015,1,,5995,6231,0.09375,1107,1015,92
10,once,auto,cold,1,0.0,False,0,0,140,0.5,0.2,fixed,1000,1790320,1790320,0,1,,9730,1790321,3531.96875,0,0,0
10,iterative,auto,warm,1,0.0,False,0,0,140,0.5,0.2,fixed,1000,100,100,0,1,,9730,101,0.0,0,0,0
10,iterative,auto,warm,1,0.0,False,0,1,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,1101,0.03125,0,0,0
10,iterative,auto,warm,1,0.0,False,0,2,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,2101,0.046875,0,0,0
10,iterative,auto,warm,1,0.0,False,0,3,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,3101,0.046875,0,0,0
10,iterative,auto,warm,1,0.0,False,0,4,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,4101,0.078125,0,0,0
10,iterative,auto,warm,1,0.0,False,0,5,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,5101,0.1875,0,0,0
10,iterative,auto,warm,1,0.0,False,0,6,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,6101,0.875,0,0,0
10,iterative,auto,warm,1,0.0,False,0,7,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,7101,6.796875,0,0,0
10,iterative,auto,warm,1,0.0,False,0,8,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,8101,13.796875,0,0,0
10,iterative,auto,warm,1,0.0,False,0,9,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,9101,30.8125,0,0,0
10,iterative,auto,warm,1,0.0,False,0,10,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,10101,47.234375,0,0,0
10,iterative,auto,warm,1,0.0,False,0,11,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,11101,72.703125,0,0,0
10,iterative,auto,warm,1,0.0,False,0,12,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,12101,100.328125,0,0,0
10,iterative,auto,warm,1,0.0,False,0,13,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,13101,125.234375,0,0,0
10,iterative,auto,warm,1,0.0,False,0,14,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,14101,169.515625,0,0,0
10,iterative,auto,warm,1,0.0,False,0,15,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,15101,205.390625,0,0,0
10,iterative,auto,warm,1,0.0,False,0,16,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,16101,240.265625,0,0,0
10,iterative,auto,warm,1,0.0,False,0,17,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,17101,256.09375,0,0,0
10,iterative,auto,warm,1,0.0,False,0,18,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,18101,263.359375,0,0,0
10,iterative,auto,warm,1,0.0,False,0,19,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,19101,266.453125,0,0,0
10,iterative,auto,warm,1,0.0,False,0,20,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,20101,271.0625,0,0,0
10,iterative,auto,warm,1,0.0,False,0,21,140,0.5,0.2,fixed,1000,1000,1000,0,1,,9730,21101,0.71875,0,0,0
10,iterative,auto,warm,1,0.0,True,0,0,140,0.5,0.2,fixed,1000,100,100,0,1,,9730,101,0.015625,0,0,0
10,iterative,auto,warm,1,0.0,True,0,1,140,0.5,0.2,fixed,1000,1000,1000,94,1,,9730,1007,0.03125,100,94,6
10,iterative,auto,warm,1,0.0,True,0,2,140,0.5,0.2,fixed,1000,1000,1000,19,1,,9730,1988,0.0625,1006,19,987
10,iterative,auto,warm,1,0.0,True,0,3,140,0.5,0.2,fixed,1000,1000,1000,98,1,,9730,2890,0.046875,1987,98,1889
10,iterative,auto,warm,1,0.0,True,0,4,140,0.5,0.2,fixed,1000,1000,1000,198,1,,9730,3692,0.0625,1040,198,842
10,iterative,auto,warm,1,0.0,True,0,5,140,0.5,0.2,fixed,1000,1000,1000,260,1,,9730,4432,0.09375,1320,260,1060
10,iterative,auto,warm,1,0.0,True,0,6,140,0.5,0.2,fixed,1000,1000,1000,352,1,,9730,5080,0.0625,1567,352,1215
10,iterative,auto,warm,1,0.0,True,0,7,140,0.5,0.2,fixed,1000,1000,1000,480,1,,9730,5600,0.203125,2031,480,1551
10,iterative,auto,warm,1,0.0,True,0,8,140,0.5,0.2,fixed,1000,1000,1000,853,1,,9730,5747,0.59375,2080,853,1227
10,iterative,auto,warm,1,0.0,True,0,9,140,0.5,0.2,fixed,1000,1000,1000,743,1,,9730,6004,1.125,1907,743,1164
10,iterative,auto,warm,1,0.0,True,0,10,140,0.5,0.2,fixed,1000,1000,1000,753,1,,9730,6251,2.234375,1583,753,830
10,iterative,auto,warm,1,0.0,True,0,11,140,0.5,0.2,fixed,1000,1000,1000,837,1,,9730,6414,3.390625,1558,837,721
10,iterative,auto,warm,1,0.0,True,0,12,140,0.5,0.2,fixed,1000,1000,1000,775,1,,9730,6639,5.765625,1341,775,566
10,iterative,auto,warm,1,0.0,True,0,13,140,0.5,0.2,fixed,1000,1000,1000,774,1,,9730,6865,7.625,1273,774,499
10,iterative,auto,warm,1,0.0,True,0,14,140,0.5,0.2,fixed,1000,1000,1000,759,1,,9730,7106,10.359375,1285,759,526
10,iterative,auto,warm,1,0.0,True,0,15,140,0.5,0.2,fixed,1000,1000,1000,826,1,,9730,7280,12.78125,1245,826,419
10,iterative,auto,warm,1,0.0,True,0,16,140,0.5,0.2,fixed,1000,1000,1000,806,1,,9730,7474,14.53125,1166,806,360
10,iterative,auto,warm,1,0.0,True,0,17,140,0.5,0.2,fixed,1000,1000,1000,786,1,,9730,7688,19.21875,1115,786,329
10,iterative,auto,warm,1,0.0,True,0,18,140,0.5,0.2,fixed,1000,1000,1000,821,1,,9730,7867,21.640625,1061,821,240
10,iterative,auto,warm,1,0.0,True,0,19,140,0.5,0.2,fixed,1000,1000,1000,828,1,,9730,8039,22.078125,1051,828,223
10,iterative,auto,warm,1,0.0,True,0,20,140,0.5,0.2,fixed,1000,1000,1000,834,1,,9730,8205,24.375,1017,834,183
10,iterative,auto,warm,1,0.0,True,0,21,140,0.5,0.2,fixed,1000,1000,1000,826,1,,9730,8379,25.75,1022,826,196
10,iterative,auto,warm,1,0.0,True,0,22,140,0.5,0.2,fixed,1000,1000,1000,813,1,,9730,8566,33.046875,981,813,168
10,iterative,auto,warm,1,0.0,True,0,23,140,0.5,0.2,fixed,1000,1000,1000,834,1,,9730,8732,34.28125,976,834,142
10,iterative,auto,warm,1,0.0,True,0,24,140,0.5,0.2,fixed,1000,1000,1000,837,1,,9730,8895,38.03125,962,837,125
10,iterative,auto,warm,1,0.0,True,0,25,140,0.5,0.2,fixed,1000,1000,1000,840,1,,9730,9055,40.59375,972,840,132
10,iterative,auto,warm,1,0.0,True,0,26,140,0.5,0.2,fixed,1000,1000,1000,898,1,,9730,9157,47.1875,1014,898,116
10,iterative,auto,warm,1,0.0,True,0,27,140,0.5,0.2,fixed,1000,1000,1000,849,1,,9730,9308,44.734375,945,849,96
10,iterative,auto,warm,1,0.0,True,0,28,140,0.5,0.2,fixed,1000,1000,1000,910,1,,9730,9398,47.46875,986,910,76
