solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,search_proportion_used,current_threshold,variables,constraints,cpu_time
0,once,auto,cold,1,,0,20,0.5,0.1,fixed,1000,4560,4560,1,,190,4561,0.055164729999999995
0,iterative,auto,warm,1,0.5,0,20,0.5,0.1,fixed,1000,100,100,1,,190,101,0.0018851330000000388
0,iterative,auto,warm,1,0.5,1,20,0.5,0.1,fixed,1000,1000,550,1,,190,651,0.005773518999999894
0,iterative,auto,warm,1,0.5,2,20,0.5,0.1,fixed,1000,1000,239,1,,190,890,0.0020334459999999943
1,once,auto,cold,1,,0,20,0.5,0.1,fixed,10000,4560,4560,1,,190,4561,0.06330187700000023
2,once,auto,cold,1,,0,20,0.5,0.1,fixed,100000,4560,4560,1,,190,4561,0.05682710299999982
3,once,auto,cold,1,,0,20,0.5,0.1,fixed,1000000,4560,4560,1,,190,4561,0.0713834499999999
4,once,auto,cold,1,,0,20,0.5,0.2,fixed,1000,4560,4560,1,,190,4561,0.1087455360000007
4,iterative,auto,warm,1,0.5,0,20,0.5,0.2,fixed,1000,100,100,1,,190,101,0.0019467090000002685
4,iterative,auto,warm,1,0.5,1,20,0.5,0.2,fixed,1000,1000,554,1,,190,655,0.02230586199999962
4,iterative,auto,warm,1,0.5,2,20,0.5,0.2,fixed,1000,1000,115,1,,190,770,0.004569532999999737
5,once,auto,cold,1,,0,20,0.5,0.2,fixed,10000,4560,4560,1,,190,4561,0.06703961599999975
6,once,auto,cold,1,,0,20,0.5,0.2,fixed,100000,4560,4560,1,,190,4561,0.20229834600000007
7,once,auto,cold,1,,0,20,0.5,0.2,fixed,1000000,4560,4560,1,,190,4561,0.20478291200000065
8,once,auto,cold,1,,0,20,0.8,0.1,fixed,1000,4560,4560,1,,190,4561,0.03222280700000013
8,iterative,auto,warm,1,0.5,0,20,0.8,0.1,fixed,1000,100,100,1,,190,101,0.0019094879999999037
8,iterative,auto,warm,1,0.5,1,20,0.8,0.1,fixed,1000,1000,400,1,,190,501,0.002260106999999678
9,once,auto,cold,1,,0,20,0.8,0.1,fixed,10000,4560,4560,1,,190,4561,0.03624930099999979
10,once,auto,cold,1,,0,20,0.8,0.1,fixed,100000,4560,4560,1,,190,4561,0.02319124100000014
