solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
2,once,auto,cold,1,,False,0,0,90,0.5,0.2,fixed,1000,469920,469920,0,1,,4005,469921,662.0826887880003
2,iterative,auto,warm,1,,False,0,0,90,0.5,0.2,fixed,1000,100,100,0,1,,4005,101,0.009773873000085587
2,iterative,auto,warm,1,,False,0,1,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,1101,0.03883623100045952
2,iterative,auto,warm,1,,False,0,2,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,2101,0.04840061100003368
2,iterative,auto,warm,1,,False,0,3,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,3101,0.8698850210003002
2,iterative,auto,warm,1,,False,0,4,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,4101,7.505604919000689
2,iterative,auto,warm,1,,False,0,5,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,5101,22.912348224999732
2,iterative,auto,warm,1,,False,0,6,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,6101,43.650283634000516
2,iterative,auto,warm,1,,False,0,7,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,7101,67.73613610800021
2,iterative,auto,warm,1,,False,0,8,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,8101,83.95542331400065
2,iterative,auto,warm,1,,False,0,9,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,9101,77.18600725499891
2,iterative,auto,warm,1,,False,0,10,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,10101,60.730284232000486
2,iterative,auto,warm,1,,False,0,11,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,11101,20.955924223999318
2,iterative,auto,warm,1,,True,0,0,90,0.5,0.2,fixed,1000,100,100,0,1,,4005,101,0.00931233300070744
2,iterative,auto,warm,1,,True,0,1,90,0.5,0.2,fixed,1000,1000,1000,80,1,,4005,1021,0.042474461000892916
2,iterative,auto,warm,1,,True,0,2,90,0.5,0.2,fixed,1000,1000,1000,142,1,,4005,1879,0.04634910200002196
2,iterative,auto,warm,1,,True,0,3,90,0.5,0.2,fixed,1000,1000,1000,214,1,,4005,2665,0.146862935000172
2,iterative,auto,warm,1,,True,0,4,90,0.5,0.2,fixed,1000,1000,1000,563,1,,4005,3102,0.8260196219998761
2,iterative,auto,warm,1,,True,0,5,90,0.5,0.2,fixed,1000,1000,1000,711,1,,4005,3391,2.5353087710009277
2,iterative,auto,warm,1,,True,0,6,90,0.5,0.2,fixed,1000,1000,1000,796,1,,4005,3595,5.677937619000659
2,iterative,auto,warm,1,,True,0,7,90,0.5,0.2,fixed,1000,1000,1000,807,1,,4005,3788,7.595115516000078
2,iterative,auto,warm,1,,True,0,8,90,0.5,0.2,fixed,1000,1000,1000,789,1,,4005,3999,9.930543643999044
2,iterative,auto,warm,1,,True,0,9,90,0.5,0.2,fixed,1000,1000,1000,822,1,,4005,4177,12.397444766000262
