solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,min_order,min_proportion,proportion_used,variables,constraints,cpu_time
0,once,dual,cold,0,50,0.5,0.1,fixed,1000,78400,78400,1,1,1,1225,78401,163.623577433
0,iterative,dual,warm,0,50,0.5,0.1,fixed,1000,100,100,1,1,1,1225,101,0.003743286999991824
0,iterative,dual,warm,1,50,0.5,0.1,fixed,1000,1000,1000,1,1,1,1225,1101,0.02817518300000188
0,iterative,dual,warm,2,50,0.5,0.1,fixed,1000,1000,1000,1,1,1,1225,2101,0.431413182
0,iterative,dual,warm,3,50,0.5,0.1,fixed,1000,1000,1000,1,1,1,1225,3101,0.10534366999999634
0,iterative,dual,warm,4,50,0.5,0.1,fixed,1000,1000,94,1,1,1,1225,3195,0.007576904999979206
1,once,dual,cold,0,50,0.5,0.1,fixed,1000,78400,78400,0,1,1,1225,78401,163.629067663
1,iterative,dual,warm,0,50,0.5,0.1,fixed,1000,100,100,0,0.1,1,1225,101,0.003744395000012446
1,iterative,dual,warm,1,50,0.5,0.1,fixed,1000,1000,1000,0,0.1,1,1225,1101,0.027936110999974062
1,iterative,dual,warm,2,50,0.5,0.1,fixed,1000,1000,1000,0,0.1,1,1225,2101,0.3615159510000012
1,iterative,dual,warm,3,50,0.5,0.1,fixed,1000,1000,1000,0,0.1,0.1,1225,3101,1.2236316389999615
1,iterative,dual,warm,4,50,0.5,0.1,fixed,1000,1000,1000,0,0.1,1,1225,4101,0.010810494999986986
2,once,dual,cold,0,50,0.5,0.1,fixed,3000,78400,78400,1,1,1,1225,78401,173.35841631200003
2,iterative,dual,warm,0,50,0.5,0.1,fixed,3000,100,100,1,1,1,1225,101,0.003758422000032624
2,iterative,dual,warm,1,50,0.5,0.1,fixed,3000,3000,3000,1,1,1,1225,3101,0.2696302009999272
2,iterative,dual,warm,2,50,0.5,0.1,fixed,3000,3000,3000,1,1,1,1225,6101,0.3063788409999688
2,iterative,dual,warm,3,50,0.5,0.1,fixed,3000,3000,186,1,1,1,1225,6287,0.014160268999944492
3,once,dual,cold,0,50,0.5,0.1,fixed,3000,78400,78400,0,1,1,1225,78401,155.975305682
3,iterative,dual,warm,0,50,0.5,0.1,fixed,3000,100,100,0,0.1,1,1225,101,0.003822737999939818
3,iterative,dual,warm,1,50,0.5,0.1,fixed,3000,3000,3000,0,0.1,1,1225,3101,0.1122686659999772
3,iterative,dual,warm,2,50,0.5,0.1,fixed,3000,3000,2635,0,0.1,1,1225,5736,0.2039629480000258
3,iterative,dual,warm,3,50,0.5,0.1,fixed,3000,3000,585,0,0.1,1,1225,6321,0.028024379999919802
4,once,dual,cold,0,50,0.5,0.1,fixed,10000,78400,78400,0,1,1,1225,78401,163.734184132
4,iterative,dual,warm,0,50,0.5,0.1,fixed,10000,100,100,0,1,1,1225,101,0.0037261480000552183
4,iterative,dual,warm,1,50,0.5,0.1,fixed,10000,10000,9726,0,1,1,1225,9827,2.102847161999989
4,iterative,dual,warm,2,50,0.5,0.1,fixed,10000,10000,6056,0,1,1,1225,15883,3.286680367000031
4,iterative,dual,warm,3,50,0.5,0.1,fixed,10000,10000,380,0,1,1,1225,16263,0.04981492199999593
5,once,dual,cold,0,50,0.5,0.1,fixed,30000,78400,78400,0,1,1,1225,78401,158.34143510399997
5,iterative,dual,warm,0,50,0.5,0.1,fixed,30000,100,100,0,1,1,1225,101,0.0034687289999055793
5,iterative,dual,warm,1,50,0.5,0.1,fixed,30000,30000,9546,0,1,1,1225,9647,0.948737908999874
5,iterative,dual,warm,2,50,0.5,0.1,fixed,30000,30000,5983,0,1,1,1225,15630,0.3170075389998601
6,once,dual,cold,0,50,0.5,0.1,fixed,100000,78400,78400,0,1,1,1225,78401,173.26604733599993
6,iterative,dual,warm,0,50,0.5,0.1,fixed,100000,100,100,0,1,1,1225,101,0.003737129000001005
6,iterative,dual,warm,1,50,0.5,0.1,fixed,100000,100000,9726,0,1,1,1225,9827,2.3399834049998844
6,iterative,dual,warm,2,50,0.5,0.1,fixed,100000,100000,5910,0,1,1,1225,15737,0.8630307139999331
7,once,dual,cold,0,50,0.5,0.1,fixed,300000,78400,78400,0,1,1,1225,78401,158.86341782800014
7,iterative,dual,warm,0,50,0.5,0.1,fixed,300000,100,100,0,1,1,1225,101,0.0037134649999188696
7,iterative,dual,warm,1,50,0.5,0.1,fixed,300000,300000,9658,0,1,1,1225,9759,0.9788882969999122
7,iterative,dual,warm,2,50,0.5,0.1,fixed,300000,300000,3416,0,1,1,1225,13175,1.517503139999917
7,iterative,dual,warm,3,50,0.5,0.1,fixed,300000,300000,2256,0,1,1,1225,15431,0.028561252999907083
8,once,dual,cold,0,50,0.5,0.2,fixed,1000,78400,78400,1,1,1,1225,78401,176.1721186750001
8,iterative,dual,warm,0,50,0.5,0.2,fixed,1000,100,100,1,1,1,1225,101,0.003752385999860053
8,iterative,dual,warm,1,50,0.5,0.2,fixed,1000,1000,1000,1,1,1,1225,1101,0.028501877000053355
8,iterative,dual,warm,2,50,0.5,0.2,fixed,1000,1000,1000,1,1,1,1225,2101,1.2252437340000597
8,iterative,dual,warm,3,50,0.5,0.2,fixed,1000,1000,1000,1,1,1,1225,3101,3.5798545750001267
8,iterative,dual,warm,4,50,0.5,0.2,fixed,1000,1000,1000,1,1,1,1225,4101,2.619925091999903
9,once,dual,cold,0,50,0.5,0.2,fixed,1000,78400,78400,0,1,1,1225,78401,172.51364759199987
9,iterative,dual,warm,0,50,0.5,0.2,fixed,1000,100,100,0,0.1,1,1225,101,0.0037454040000284294
9,iterative,dual,warm,1,50,0.5,0.2,fixed,1000,1000,1000,0,0.1,1,1225,1101,0.033514726000021255
9,iterative,dual,warm,2,50,0.5,0.2,fixed,1000,1000,1000,0,0.1,0.1,1225,2101,1.1215556439999546
9,iterative,dual,warm,3,50,0.5,0.2,fixed,1000,1000,1000,0,0.1,0.1,1225,3101,3.80146158499997
9,iterative,dual,warm,4,50,0.5,0.2,fixed,1000,1000,1000,0,0.1,1,1225,4101,0.4477270650002083
10,once,dual,cold,0,50,0.5,0.2,fixed,3000,78400,78400,1,1,1,1225,78401,166.057528994
10,iterative,dual,warm,0,50,0.5,0.2,fixed,3000,100,100,1,1,1,1225,101,0.004508114999907775
10,iterative,dual,warm,1,50,0.5,0.2,fixed,3000,3000,3000,1,1,1,1225,3101,1.6141147579999142
10,iterative,dual,warm,2,50,0.5,0.2,fixed,3000,3000,3000,1,1,1,1225,6101,2.996230998000101
10,iterative,dual,warm,3,50,0.5,0.2,fixed,3000,3000,94,1,1,1,1225,6195,0.025901429999976244
10,iterative,dual,warm,4,50,0.5,0.2,fixed,3000,3000,94,1,1,1,1225,6289,3.0597897509999257
10,iterative,dual,warm,5,50,0.5,0.2,fixed,3000,3000,3000,1,1,1,1225,9289,0.29608673600000657
11,once,dual,cold,0,50,0.5,0.2,fixed,3000,78400,78400,0,1,1,1225,78401,188.05023485499987
11,iterative,dual,warm,0,50,0.5,0.2,fixed,3000,100,100,0,0.1,1,1225,101,0.0038387360000342596
11,iterative,dual,warm,1,50,0.5,0.2,fixed,3000,3000,3000,0,0.1,1,1225,3101,1.9136633499997515
11,iterative,dual,warm,2,50,0.5,0.2,fixed,3000,3000,3000,0,0.1,1,1225,6101,7.292948076999892
11,iterative,dual,warm,3,50,0.5,0.2,fixed,3000,3000,1563,0,0.1,1,1225,7664,1.2651565000001028
11,iterative,dual,warm,4,50,0.5,0.2,fixed,3000,3000,7,0,0.1,1,1225,7671,0.1481930640002247
12,once,dual,cold,0,50,0.5,0.2,fixed,10000,78400,78400,0,1,1,1225,78401,183.7472269499999
12,iterative,dual,warm,0,50,0.5,0.2,fixed,10000,100,100,0,1,1,1225,101,0.00382299199964109
12,iterative,dual,warm,1,50,0.5,0.2,fixed,10000,10000,9750,0,1,1,1225,9851,7.025414617000024
12,iterative,dual,warm,2,50,0.5,0.2,fixed,10000,10000,5180,0,1,1,1225,15031,9.254433337000137
12,iterative,dual,warm,3,50,0.5,0.2,fixed,10000,10000,25,0,1,1,1225,15056,0.31625667699972837
13,once,dual,cold,0,50,0.5,0.2,fixed,30000,78400,78400,0,1,1,1225,78401,168.27362070100025
