solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,60,0.5,0.1,fixed,10,0,1,1770,136881,64.786835941,58.52057389299999,6.266262048000016,81.00000000000018
0,iterative,dual,warm,60,0.5,0.1,fixed,10,0,0.0001,1770,41450,336.078220376,117.02136391600037,219.0568564599996,81.00000000000182
1,once,auto,cold,60,0.5,0.1,fixed,10,1,1,1770,136881,63.78253207199998,57.52141210899998,6.261119962999999,82.00000000000078
1,iterative,dual,warm,60,0.5,0.1,fixed,10,1,0.001,1770,35279,224.86092966799993,82.72224677500031,142.1386828929996,81.99999999999986
2,once,auto,cold,60,0.5,0.1,fixed,10,2,1,1770,136881,69.96964792899996,63.774981078999986,6.194666849999976,87.00000000000736
2,iterative,dual,warm,60,0.5,0.1,fixed,10,2,0.01,1770,23553,195.3968746779999,36.960192167994705,158.4366825100052,86.9999999999997
3,once,auto,cold,60,0.5,0.1,fixed,10,3,1,1770,136881,65.70994718400004,59.51590873099997,6.194038453000076,82.00000000000371
3,iterative,dual,warm,60,0.5,0.1,fixed,10,3,0.1,1770,15638,468.98064801300006,17.95476322799732,451.02588478500275,82.00000000000003
4,once,auto,cold,60,0.5,0.1,fixed,30,0,1,1770,136881,83.5464565000002,77.23552851699992,6.310927983000283,95.99999999999548
4,iterative,dual,warm,60,0.5,0.1,fixed,30,0,0.001,1770,36834,155.73775456399994,41.074117960998365,114.66363660300158,95.99999999999959
5,once,auto,cold,60,0.5,0.1,fixed,30,1,1,1770,136881,77.27061432000005,70.75761987400006,6.512994445999993,100.99999999999824
5,iterative,dual,warm,60,0.5,0.1,fixed,30,1,0.01,1770,45992,145.86016069599987,47.9251353760003,97.93502531999957,100.9999999999996
6,once,auto,cold,60,0.5,0.1,fixed,30,2,1,1770,136881,75.85115038599997,69.67754050899998,6.17360987699999,79.99999999999534
6,iterative,dual,warm,60,0.5,0.1,fixed,30,2,0.1,1770,29874,308.3707212229999,21.117152353995607,287.2535688690043,80.00000000000063
7,once,auto,cold,60,0.5,0.1,fixed,30,3,1,1770,136881,66.4934950060001,60.10689039299996,6.386604613000145,102.00000000000242
7,iterative,dual,warm,60,0.5,0.1,fixed,30,3,1,1770,29639,2070.953428729,25.58945182300431,2045.3639769059955,102.00000000000018
8,once,auto,cold,60,0.5,0.1,fixed,100,0,1,1770,136881,68.41158985899983,62.09963048500049,6.311959373999343,83.99999999998903
8,iterative,dual,warm,60,0.5,0.1,fixed,100,0,0.001,1770,47223,85.2360625350002,24.019984729008684,61.21607780599152,84.00000000000026
9,once,auto,cold,60,0.5,0.1,fixed,100,1,1,1770,136881,63.748427837000236,57.48903495900049,6.259392877999744,78.9999999999998
9,iterative,dual,warm,60,0.5,0.1,fixed,100,1,0.01,1770,26299,63.03366395099965,6.85154242698809,56.18212152401156,79.00000000000003
10,once,auto,cold,60,0.5,0.1,fixed,100,2,1,1770,136881,69.60561220300042,63.42022883499976,6.185383368000657,84.99999999999768
10,iterative,dual,warm,60,0.5,0.1,fixed,100,2,0.1,1770,39815,138.65174315700006,13.470826918006424,125.18091623899363,85.00000000000252
11,once,auto,cold,60,0.5,0.1,fixed,100,3,1,1770,136881,76.91244279900002,70.67389645000003,6.238546348999989,97.00000000000067
11,iterative,dual,warm,60,0.5,0.1,fixed,100,3,1,1770,35714,738.4511492450001,13.82264664099148,724.6285026040086,97.00000000000023
12,once,auto,cold,60,0.5,0.1,fixed,300,0,1,1770,136881,70.60733706500014,64.30742357899999,6.29991348600015,88.99999999999717
12,iterative,dual,warm,60,0.5,0.1,fixed,300,0,0.01,1770,28730,54.26466413700018,4.831722989008085,49.432941147992096,88.99999999999959
13,once,auto,cold,60,0.5,0.1,fixed,300,1,1,1770,136881,67.44154585999968,61.24928420800006,6.192261651999615,82.00000000000354
13,iterative,dual,warm,60,0.5,0.1,fixed,300,1,0.1,1770,27851,50.7209203729999,3.9237793829979637,46.797140990001935,82.00000000000007
14,once,auto,cold,60,0.5,0.1,fixed,300,2,1,1770,136881,72.40733522800019,66.16751379099969,6.239821437000501,82.00000000000166
14,iterative,dual,warm,60,0.5,0.1,fixed,300,2,1,1770,20737,154.0617705099994,3.780318841998451,150.28145166800095,81.99999999999994
15,once,auto,cold,60,0.5,0.1,fixed,1000,0,1,1770,136881,59.02827500600051,52.78757360999953,6.240701396000986,78.00000000000085
15,iterative,dual,warm,60,0.5,0.1,fixed,1000,0,0.01,1770,18632,29.307630579000033,0.9263901279982747,28.38124045100176,78.0
16,once,auto,cold,60,0.5,0.1,fixed,1000,1,1,1770,136881,60.536818720000156,53.92677489699963,6.610043823000524,76.00000000000352
16,iterative,dual,warm,60,0.5,0.1,fixed,1000,1,0.1,1770,6113,12.60089448600047,0.6056882949987994,11.995206191001671,76.0
17,once,auto,cold,60,0.5,0.1,fixed,1000,2,1,1770,136881,59.189084184999956,52.97425065200059,6.214833532999364,89.99999999998859
17,iterative,dual,warm,60,0.5,0.1,fixed,1000,2,1,1770,24576,57.38440246099981,1.1258163289976437,56.258586132002165,89.99999999999997
18,once,auto,cold,60,0.5,0.1,fixed,3000,0,1,1770,136881,65.54676826200011,59.255544832999476,6.291223429000638,94.99999999999864
18,iterative,dual,warm,60,0.5,0.1,fixed,3000,0,0.1,1770,48674,37.04927256999963,2.2414711449991955,34.807801425000434,95.00000000000153
19,once,auto,cold,60,0.5,0.1,fixed,3000,1,1,1770,136881,76.09537892000026,69.86465203300031,6.230726886999946,107.99999999999999
19,iterative,dual,warm,60,0.5,0.1,fixed,3000,1,1,1770,43347,35.67100641899924,2.0319966620008927,33.63900975699835,107.99999999999685
20,once,auto,cold,60,0.5,0.1,fixed,10000,0,1,1770,136881,65.88370152900006,59.644306080000206,6.239395448999858,87.99999999998398
20,iterative,dual,warm,60,0.5,0.1,fixed,10000,0,0.1,1770,25294,12.899120097000377,1.9044693209998513,10.994650776000526,88.0
21,once,auto,cold,60,0.5,0.1,fixed,10000,1,1,1770,136881,67.99069462900025,61.76811706100034,6.222577567999906,83.00000000000078
