solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
44,iterative,auto,warm,1,,True,0,90,0.5,0.2,fixed,1000,100,100,0,1,,4005,101,0.015625
44,iterative,auto,warm,1,,True,1,90,0.5,0.2,fixed,1000,1000,1000,100,1,,4005,1001,0.03125
44,iterative,auto,warm,1,,True,2,90,0.5,0.2,fixed,1000,1000,1000,1000,1,,4005,1001,0.015625
44,iterative,auto,warm,1,,True,3,90,0.5,0.2,fixed,1000,1000,1000,1000,1,,4005,1001,0.015625
44,iterative,auto,warm,1,,True,4,90,0.5,0.2,fixed,1000,1000,1000,500,1,,4005,1501,0.03125
44,iterative,auto,warm,1,,True,5,90,0.5,0.2,fixed,1000,1000,1000,383,1,,4005,2118,0.046875
44,iterative,auto,warm,1,,True,6,90,0.5,0.2,fixed,1000,1000,1000,596,1,,4005,2522,0.09375
44,iterative,auto,warm,1,,True,7,90,0.5,0.2,fixed,1000,1000,1000,749,1,,4005,2773,0.1875
44,iterative,auto,warm,1,,True,8,90,0.5,0.2,fixed,1000,1000,1000,806,1,,4005,2967,0.234375
44,iterative,auto,warm,1,,True,9,90,0.5,0.2,fixed,1000,1000,1000,851,1,,4005,3116,0.5
44,iterative,auto,warm,1,,True,10,90,0.5,0.2,fixed,1000,1000,1000,847,1,,4005,3269,0.828125
44,iterative,auto,warm,1,,True,11,90,0.5,0.2,fixed,1000,1000,1000,839,1,,4005,3430,1.59375
44,iterative,auto,warm,1,,True,12,90,0.5,0.2,fixed,1000,1000,1000,824,1,,4005,3606,2.296875
44,iterative,auto,warm,1,,True,13,90,0.5,0.2,fixed,1000,1000,1000,832,1,,4005,3774,3.59375
44,iterative,auto,warm,1,,True,14,90,0.5,0.2,fixed,1000,1000,1000,846,1,,4005,3928,4.078125
44,iterative,auto,warm,1,,True,15,90,0.5,0.2,fixed,1000,1000,1000,874,1,,4005,4054,5.796875
44,iterative,auto,warm,1,,True,16,90,0.5,0.2,fixed,1000,1000,1000,912,1,,4005,4142,6.265625
44,iterative,auto,warm,1,,True,17,90,0.5,0.2,fixed,1000,1000,1000,928,1,,4005,4214,6.859375
44,iterative,auto,warm,1,,True,18,90,0.5,0.2,fixed,1000,1000,1000,917,1,,4005,4297,6.953125
44,iterative,auto,warm,1,,True,19,90,0.5,0.2,fixed,1000,1000,1000,920,1,,4005,4377,8.046875
44,iterative,auto,warm,1,,True,20,90,0.5,0.2,fixed,1000,1000,1000,980,1,,4005,4397,7.65625
44,iterative,auto,warm,1,,True,21,90,0.5,0.2,fixed,1000,1000,1000,990,1,,4005,4407,7.75
44,iterative,auto,warm,1,,True,22,90,0.5,0.2,fixed,1000,1000,1000,995,1,,4005,4412,6.953125
44,iterative,auto,warm,1,,True,23,90,0.5,0.2,fixed,1000,1000,1000,1000,1,,4005,4412,5.71875
44,iterative,auto,warm,1,,True,24,90,0.5,0.2,fixed,1000,1000,1000,1027,1,,4005,4385,4.96875
44,iterative,auto,warm,1,,True,25,90,0.5,0.2,fixed,1000,1000,1000,1049,1,,4005,4336,5.515625
44,iterative,auto,warm,1,,True,26,90,0.5,0.2,fixed,1000,1000,1000,1000,1,,4005,4336,4.53125
44,iterative,auto,warm,1,,True,27,90,0.5,0.2,fixed,1000,1000,1000,926,1,,4005,4410,5.578125
44,iterative,auto,warm,1,,True,28,90,0.5,0.2,fixed,1000,1000,1000,939,1,,4005,4471,5.03125
44,iterative,auto,warm,1,,True,29,90,0.5,0.2,fixed,1000,1000,1000,913,1,,4005,4558,5.5
44,iterative,auto,warm,1,,True,30,90,0.5,0.2,fixed,1000,1000,858,910,1,,4005,4506,5.40625
44,iterative,auto,warm,1,,True,31,90,0.5,0.2,fixed,1000,1000,174,783,1,,4005,3897,4.015625
