solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,100,0.5,0.1,fixed,10,3,1,4950,646801,243.246722449,211.32914132500002,31.91758112399998,253.99999999999787
0,iterative,dual,warm,100,0.5,0.1,fixed,10,3,0.1,4950,4681,908.0387321970001,163.84307496500037,744.1956572319997,254.00000000002066
1,once,dual,cold,100,0.5,0.1,fixed,10,2,1,4950,646801,233.17476948800004,200.47035499000003,32.704414498000006,247.00000000000293
1,iterative,dual,warm,100,0.5,0.1,fixed,10,2,0.01,4950,4501,272.54458931800013,130.00670919099593,142.5378801270042,246.99999999999514
2,once,dual,cold,100,0.5,0.1,fixed,10,1,1,4950,646801,245.19442893099995,214.298847755,30.89558117599995,263.9999999999995
2,iterative,dual,warm,100,0.5,0.1,fixed,10,1,0.001,4950,5021,316.45109461000015,222.3855683550014,94.06552625499876,263.9999999999983
3,once,dual,cold,100,0.5,0.1,fixed,10,0,1,4950,646801,234.0289439600001,200.91265085399982,33.116293106000285,242.9999999998719
3,iterative,dual,warm,100,0.5,0.1,fixed,10,0,0.0001,4950,6531,594.9747507510001,436.9064886750016,158.06826207599852,242.99999999999858
4,once,dual,cold,100,0.5,0.1,fixed,30,3,1,4950,646801,232.50266547799993,201.65569974599975,30.84696573200017,246.00000000000614
4,iterative,dual,warm,100,0.5,0.1,fixed,30,3,0.1,4950,4451,321.35304133299996,68.32518195700095,253.02785937599901,245.99999999999946
5,once,dual,cold,100,0.5,0.1,fixed,30,2,1,4950,646801,229.46198295099975,198.16700051199996,31.294982438999796,230.99999999999983
5,iterative,dual,warm,100,0.5,0.1,fixed,30,2,0.01,4950,4601,145.97848005599963,72.2968258009978,73.68165425500183,230.99999999999824
6,once,dual,cold,100,0.5,0.1,fixed,30,1,1,4950,646801,266.65087905300015,234.91388348100008,31.73699557200007,271.0000000000109
6,iterative,dual,warm,100,0.5,0.1,fixed,30,1,0.001,4950,6041,360.03147267199984,310.71887453100044,49.3125981409994,270.99999999999966
7,once,dual,cold,100,0.5,0.1,fixed,30,0,1,4950,646801,222.17417570199996,190.12643359200047,32.04774210999949,243.00000000000088
7,iterative,dual,warm,100,0.5,0.1,fixed,30,0,0.0001,4950,5171,218.76325025999995,149.53246349400342,69.23078676599653,242.99999999999864
8,once,dual,cold,100,0.5,0.1,fixed,100,3,1,4950,646801,239.00115614400056,208.657427954,30.343728190000547,253.0000000000017
