solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,search_proportion_used,current_threshold,variables,constraints,cpu_time
0,once,auto,cold,1,,0,20,0.5,0.1,fixed,1000,4560,4560,1,,190,4561,0.1952795890000001
0,iterative,auto,warm,1,,0,20,0.5,0.1,fixed,1000,100,100,1,,190,101,0.0019107590000002617
0,iterative,auto,warm,1,,1,20,0.5,0.1,fixed,1000,1000,554,1,,190,655,0.010797747999999885
0,iterative,auto,warm,1,,2,20,0.5,0.1,fixed,1000,1000,577,1,,190,1232,0.03120328799999994
0,iterative,auto,warm,1,,3,20,0.5,0.1,fixed,1000,1000,64,1,,190,1296,0.002025345999999928
0,iterative,auto,warm,1,,4,20,0.5,0.1,fixed,1000,1000,34,1,,190,1330,0.0019495219999998703
0,iterative,auto,warm,1,,5,20,0.5,0.1,fixed,1000,1000,34,1,,190,1364,0.05729095299999987
0,iterative,auto,warm,1,,6,20,0.5,0.1,fixed,1000,1000,77,1,,190,1441,0.010205563000000417
1,once,auto,cold,1,,0,20,0.5,0.1,fixed,10000,4560,4560,1,,190,4561,0.048226325999999986
2,once,auto,cold,1,,0,20,0.5,0.1,fixed,100000,4560,4560,1,,190,4561,0.08331363400000047
3,once,auto,cold,1,,0,20,0.5,0.1,fixed,1000000,4560,4560,1,,190,4561,0.062341376000000004
4,once,auto,cold,1,,0,20,0.5,0.2,fixed,1000,4560,4560,1,,190,4561,0.21117752600000017
4,iterative,auto,warm,1,,0,20,0.5,0.2,fixed,1000,100,100,1,,190,101,0.001732803000000338
4,iterative,auto,warm,1,,1,20,0.5,0.2,fixed,1000,1000,528,1,,190,629,0.014239537999999996
4,iterative,auto,warm,1,,2,20,0.5,0.2,fixed,1000,1000,356,1,,190,985,0.004809523999999676
4,iterative,auto,warm,1,,3,20,0.5,0.2,fixed,1000,1000,34,1,,190,1019,0.022056019999999954
4,iterative,auto,warm,1,,4,20,0.5,0.2,fixed,1000,1000,34,1,,190,1053,0.0018099549999996967
4,iterative,auto,warm,1,,5,20,0.5,0.2,fixed,1000,1000,34,1,,190,1087,0.0583245089999993
4,iterative,auto,warm,1,,6,20,0.5,0.2,fixed,1000,1000,153,1,,190,1240,0.006698558000000077
4,iterative,auto,warm,1,,7,20,0.5,0.2,fixed,1000,1000,18,1,,190,1258,0.0018612409999994028
4,iterative,auto,warm,1,,8,20,0.5,0.2,fixed,1000,1000,18,1,,190,1276,0.0018235259999999087
4,iterative,auto,warm,1,,9,20,0.5,0.2,fixed,1000,1000,18,1,,190,1294,0.0019628930000008538
4,iterative,auto,warm,1,,10,20,0.5,0.2,fixed,1000,1000,34,1,,190,1328,0.0019201820000001035
4,iterative,auto,warm,1,,11,20,0.5,0.2,fixed,1000,1000,18,1,,190,1346,0.002141911000000718
4,iterative,auto,warm,1,,12,20,0.5,0.2,fixed,1000,1000,18,1,,190,1364,0.0024046750000001893
4,iterative,auto,warm,1,,13,20,0.5,0.2,fixed,1000,1000,18,1,,190,1382,0.0028967819999996536
4,iterative,auto,warm,1,,14,20,0.5,0.2,fixed,1000,1000,34,1,,190,1416,0.0019997729999996494
4,iterative,auto,warm,1,,15,20,0.5,0.2,fixed,1000,1000,18,1,,190,1434,0.0020255359999996614
4,iterative,auto,warm,1,,16,20,0.5,0.2,fixed,1000,1000,18,1,,190,1452,0.0021414030000004303
