solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,90,0.5,0.1,fixed,3000,0,1,4005,469921,584.411636284,562.901217116,21.510419168,190.99999999999255
0,iterative,dual,warm,90,0.5,0.1,fixed,3000,0,0.01,4005,89269,134.05856222299997,16.3738897530003,117.68467246999967,190.99999999999994
1,once,auto,cold,90,0.5,0.1,fixed,3000,1,1,4005,469921,568.445100128,546.372035404,22.073064724000005,215.99999999999574
1,iterative,dual,warm,90,0.5,0.1,fixed,3000,1,0.1,4005,159960,157.47287683900004,23.676628503000074,133.79624833599996,216.00000000000156
2,once,auto,cold,90,0.5,0.1,fixed,3000,2,1,4005,469921,614.6399417350003,591.0332166159999,23.60672511900043,234.00000000000162
2,iterative,dual,warm,90,0.5,0.1,fixed,3000,2,1,4005,140757,403.139186462,32.95213539699944,370.18705106500056,233.9999999999996
3,once,auto,cold,90,0.5,0.1,fixed,10000,0,1,4005,469921,599.1143996350002,576.0557235420001,23.05867609300003,197.0000000000047
3,iterative,dual,warm,90,0.5,0.1,fixed,10000,0,0.1,4005,138655,131.53319817700003,15.278569308000442,116.25462886899959,197.00000000000009
4,once,auto,cold,90,0.5,0.1,fixed,10000,1,1,4005,469921,537.7998111739998,516.1458768530001,21.653934320999724,196.00000000001276
4,iterative,dual,warm,90,0.5,0.1,fixed,10000,1,1,4005,184041,183.83834733499998,30.286819182000727,153.55152815299925,195.9999999999939
5,once,auto,cold,90,0.5,0.1,fixed,30000,0,1,4005,469921,558.628161568,536.3348441179996,22.29331745000036,211.9999999999734
5,iterative,dual,warm,90,0.5,0.1,fixed,30000,0,0.1,4005,172752,160.0202835199998,93.83404219900149,66.1862413209983,212.00000000000495
6,once,auto,cold,90,0.5,0.1,fixed,30000,1,1,4005,469921,568.5698649409997,546.0170550809999,22.552809859999797,205.99999999999105
6,iterative,dual,warm,90,0.5,0.1,fixed,30000,1,1,4005,195661,172.03871152900047,104.73387140900195,67.30484011999852,205.99999999999952
7,once,auto,cold,90,0.5,0.1,fixed,100000,0,1,4005,469921,541.5945989229995,518.500561459,23.094037463999484,189.0000000000286
7,iterative,dual,warm,90,0.5,0.1,fixed,100000,0,1,4005,286815,319.49524206299975,275.5669894620014,43.92825260099835,188.99999999999858
8,once,auto,cold,90,0.5,0.1,fixed,300000,0,1,4005,469921,555.8501500689999,533.3292637259992,22.52088634300071,197.0000000000031
8,iterative,dual,warm,90,0.5,0.1,fixed,300000,0,1,4005,264027,334.7549771439999,290.4434915749998,44.31148556900007,196.99999999998394
9,once,auto,cold,90,0.5,0.2,fixed,3000,0,1,4005,469921,804.7102854110008,783.2631298290007,21.44715558200005,376.9999999999856
9,iterative,dual,warm,90,0.5,0.2,fixed,3000,0,0.01,4005,188373,369.9973682049995,239.11890942799891,130.87845877700056,377.0000000000136
10,once,auto,cold,90,0.5,0.2,fixed,3000,1,1,4005,469921,732.8755548690006,710.9953229160001,21.880231953000475,406.00000000001944
10,iterative,dual,warm,90,0.5,0.2,fixed,3000,1,0.1,4005,171988,545.679210029999,403.39277813300214,142.28643189699687,406.00000000000415
11,once,auto,cold,90,0.5,0.2,fixed,3000,2,1,4005,469921,844.9027847599991,821.268090227999,23.63469453200014,385.9999999999978
11,iterative,dual,warm,90,0.5,0.2,fixed,3000,2,1,4005,195811,820.8652771319994,328.39842947901525,492.46684765298414,386.00000000000296
12,once,auto,cold,90,0.5,0.2,fixed,10000,0,1,4005,469921,767.4626057779988,745.3203996060001,22.142206171998623,405.0000000000032
12,iterative,dual,warm,90,0.5,0.2,fixed,10000,0,0.1,4005,193000,341.39887692900083,221.39471353999943,120.0041633890014,404.9999999999963
13,once,auto,cold,90,0.5,0.2,fixed,10000,1,1,4005,469921,751.4304208980011,728.5794511570002,22.85096974100088,396.0000000000039
13,iterative,dual,warm,90,0.5,0.2,fixed,10000,1,1,4005,187694,279.8000666250009,126.18481620700186,153.61525041799905,396.0000000000618
14,once,auto,cold,90,0.5,0.2,fixed,30000,0,1,4005,469921,779.8630047679999,755.5090389879988,24.35396578000109,411.00000000000006
14,iterative,dual,warm,90,0.5,0.2,fixed,30000,0,0.1,4005,248868,421.7494026379991,338.54492821200074,83.20447442599834,411.0000000000098
15,once,auto,cold,90,0.5,0.2,fixed,30000,1,1,4005,469921,755.7992302769999,732.651785262,23.147445014999903,416.00000000000256
15,iterative,dual,warm,90,0.5,0.2,fixed,30000,1,1,4005,210155,590.7338937379991,519.4143457320006,71.31954800599851,416.0000000000066
16,once,auto,cold,90,0.5,0.2,fixed,100000,0,1,4005,469921,677.6470333700017,655.4293464349994,22.217686935002348,405.9999999999952
16,iterative,dual,warm,90,0.5,0.2,fixed,100000,0,1,4005,238254,822.8467948879988,777.843754046,45.00304084199888,406.00000000001205
17,once,auto,cold,90,0.5,0.2,fixed,300000,0,1,4005,469921,697.9760654990023,676.0491118380014,21.92695366100088,388.99999999999994
17,iterative,dual,warm,90,0.5,0.2,fixed,300000,0,1,4005,239209,839.8663364879976,800.4397478270002,39.42658866099737,389.0000000001171
18,once,auto,cold,90,0.8,0.1,fixed,3000,0,1,4005,469921,254.8305659059988,232.41843388599955,22.412132019999262,198.00000000000068
18,iterative,dual,warm,90,0.8,0.1,fixed,3000,0,0.01,4005,6617,32.0768854559974,0.15437565900356276,31.922509796993836,198.0
19,once,auto,cold,90,0.8,0.1,fixed,3000,1,1,4005,469921,254.99813249699946,233.46699657099816,21.531135926001298,205.0000000000031
19,iterative,dual,warm,90,0.8,0.1,fixed,3000,1,0.1,4005,6101,21.811675261000346,0.12393443199835019,21.687740829001996,205.0
20,once,auto,cold,90,0.8,0.1,fixed,3000,2,1,4005,469921,259.8586363919967,238.1893747840004,21.669261607996305,199.99999999999744
