solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
1,iterative,auto,warm,1,,True,70,0.5,0.2,fixed,1000,2415,2372,79.51035175499999,63.54034311599999,15.970008639,227.99999999999972
