solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,30,0.5,0.1,fixed,1000,435,16241,1.327641189,0.5793434829999997,0.7482977060000002,33.0
0,iterative,auto,warm,1,,30,0.5,0.1,fixed,1000,435,2101,0.4388243159999998,0.14287165200000018,0.29595266399999964,33.0
1,once,auto,cold,1,,30,0.5,0.1,fixed,10000,435,16241,1.4273584149999996,0.6835221040000006,0.743836310999999,18.0
1,iterative,auto,warm,1,,30,0.5,0.1,fixed,10000,435,4149,0.45909274800000066,0.08376956100000044,0.3753231870000002,18.0
2,once,auto,cold,1,,30,0.5,0.1,fixed,100000,435,16241,1.9075350739999992,1.1661599650000003,0.7413751089999989,32.00000000000007
3,once,auto,cold,1,,30,0.5,0.1,fixed,1000000,435,16241,1.1716106610000008,0.47919207600000036,0.6924185850000004,20.0
4,once,auto,cold,1,,30,0.5,0.2,fixed,1000,435,16241,1.6454916019999999,0.9035310540000001,0.7419605479999998,33.99999999999996
4,iterative,auto,warm,1,,30,0.5,0.2,fixed,1000,435,2101,0.5404274650000005,0.18580665100000004,0.35462081400000045,33.99999999999999
5,once,auto,cold,1,,30,0.5,0.2,fixed,10000,435,16241,4.855127951000002,4.156175243999998,0.6989527070000037,39.201550387596896
5,iterative,auto,warm,1,,30,0.5,0.2,fixed,10000,435,4004,1.295902843999997,0.8358825969999977,0.4600202469999992,39.20155038759694
6,once,auto,cold,1,,30,0.5,0.2,fixed,100000,435,16241,1.3901913079999986,0.6987606809999996,0.691430626999999,30.000000000000004
7,once,auto,cold,1,,30,0.5,0.2,fixed,1000000,435,16241,3.500242370999999,2.7689099169999984,0.7313324540000004,46.30434782608695
8,once,auto,cold,1,,30,0.8,0.1,fixed,1000,435,16241,1.132199455000002,0.3838308280000007,0.7483686270000014,23.0
8,iterative,auto,warm,1,,30,0.8,0.1,fixed,1000,435,1657,0.3201730939999976,0.036721380999996,0.2834517130000016,23.0
9,once,auto,cold,1,,30,0.8,0.1,fixed,10000,435,16241,1.0226788979999988,0.24891757700000028,0.7737613209999985,18.0
9,iterative,auto,warm,1,,30,0.8,0.1,fixed,10000,435,2280,0.35447694099999794,0.03935297700000007,0.31512396399999787,18.0
10,once,auto,cold,1,,30,0.8,0.1,fixed,100000,435,16241,1.1097817730000017,0.3696594719999986,0.7401223010000031,22.0
11,once,auto,cold,1,,30,0.8,0.1,fixed,1000000,435,16241,0.9057172990000026,0.2151161160000008,0.6906011830000018,25.0
12,once,auto,cold,1,,30,0.8,0.2,fixed,1000,435,16241,1.0000392310000024,0.27024384999999995,0.7297953810000024,38.0
12,iterative,auto,warm,1,,30,0.8,0.2,fixed,1000,435,1101,0.22986126500000026,0.011761459000002361,0.2180998059999979,38.0
13,once,auto,cold,1,,30,0.8,0.2,fixed,10000,435,16241,0.8984329830000028,0.17154171699999665,0.7268912660000062,42.0
13,iterative,auto,warm,1,,30,0.8,0.2,fixed,10000,435,1597,0.24496879300000174,0.012061425000002401,0.23290736799999934,42.0
14,once,auto,cold,1,,30,0.8,0.2,fixed,100000,435,16241,0.9397599159999999,0.21114402399999932,0.7286158920000005,45.0
15,once,auto,cold,1,,30,0.8,0.2,fixed,1000000,435,16241,0.9341838039999963,0.196787398000005,0.7373964059999913,41.0
16,once,auto,cold,1,,30,0.5,0.1,fixed,1000,435,16241,1.1825069319999955,0.48935064899999503,0.6931562830000004,22.0
16,iterative,auto,warm,1,,30,0.5,0.1,fixed,1000,435,2101,0.40535184899999877,0.04865948300000156,0.3566923659999972,22.0
17,once,auto,cold,1,,30,0.5,0.1,fixed,10000,435,16241,1.4928430000000006,0.7963110749999984,0.6965319250000022,25.99999999999999
17,iterative,auto,warm,1,,30,0.5,0.1,fixed,10000,435,4801,0.6455724109999963,0.18951638500000456,0.45605602599999173,25.99999999999995
18,once,auto,cold,1,,30,0.5,0.1,fixed,100000,435,16241,1.3863861809999989,0.6417600619999959,0.744626119000003,26.0
19,once,auto,cold,1,,30,0.5,0.1,fixed,1000000,435,16241,1.3148711559999953,0.6229184990000007,0.6919526569999945,27.0
20,once,auto,cold,1,,30,0.5,0.2,fixed,1000,435,16241,3.313076050999996,2.5726181339999954,0.7404579170000005,45.99999999999991
20,iterative,auto,warm,1,,30,0.5,0.2,fixed,1000,435,2101,0.7466709850000015,0.44059705600000143,0.3060739290000001,45.99999999999994
21,once,auto,cold,1,,30,0.5,0.2,fixed,10000,435,16241,3.7847618280000006,3.0549823220000007,0.7297795059999999,42.16923076923079
21,iterative,auto,warm,1,,30,0.5,0.2,fixed,10000,435,3885,0.989195260999999,0.6223349410000125,0.3668603199999865,42.169230769230815
22,once,auto,cold,1,,30,0.5,0.2,fixed,100000,435,16241,3.780818615000001,3.0463592199999994,0.7344593950000018,43.37999999999996
