solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
25,iterative,auto,warm,1,,True,60,0.5,0.2,fixed,1000,1770,2766,185.953125,161.328125,24.625,199.37375964718902
