solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,60,0.5,0.1,fixed,1000,1770,136881,59.359548786,53.235374696,6.124174089999997,75.00000000000051
0,iterative,auto,warm,1,,60,0.5,0.1,fixed,1000,1770,4101,3.4033176140000023,0.7262145510000266,2.6771030629999757,75.00000000000014
1,once,auto,cold,1,,60,0.5,0.1,fixed,10000,1770,136881,76.875371028,70.803950414,6.071420614000004,85.9999999999996
1,iterative,auto,warm,1,,60,0.5,0.1,fixed,10000,1770,18980,8.06473706600002,5.3145650719999935,2.750171994000027,86.00000000000014
2,once,auto,cold,1,,60,0.5,0.1,fixed,100000,1770,136881,69.114852219,62.94713939500002,6.1677128239999774,103.99999999999729
2,iterative,auto,warm,1,,60,0.5,0.1,fixed,100000,1770,26626,15.94629562899999,12.984576556999997,2.961719071999994,103.99999999999991
3,once,auto,cold,1,,60,0.5,0.1,fixed,1000000,1770,136881,75.74442455800002,69.32705208000002,6.417372478000004,100.00000000000203
4,once,auto,cold,1,,60,0.5,0.2,fixed,1000,1770,136881,83.39023035600002,77.22896180999999,6.161268546000031,163.99999999999758
4,iterative,auto,warm,1,,60,0.5,0.2,fixed,1000,1770,5101,17.76504415200003,14.8299457789999,2.9350983730001303,164.0
5,once,auto,cold,1,,60,0.5,0.2,fixed,10000,1770,136881,97.467819642,90.98666841800002,6.481151223999973,184.00000000000105
5,iterative,auto,warm,1,,60,0.5,0.2,fixed,10000,1770,18298,30.923687381000036,28.193393062999974,2.7302943180000625,183.9999999999989
6,once,auto,cold,1,,60,0.5,0.2,fixed,100000,1770,136881,40.19543849299998,34.16528590799999,6.030152584999996,195.59834938101784
6,iterative,auto,warm,1,,60,0.5,0.2,fixed,100000,1770,26346,73.13339716099995,70.12825415099996,3.0051430099999834,195.5983493810176
7,once,auto,cold,1,,60,0.5,0.2,fixed,1000000,1770,136881,73.20541098199999,66.81357061699998,6.391840365000007,174.50704225352155
8,once,auto,cold,1,,60,0.8,0.1,fixed,1000,1770,136881,40.90125270600004,34.72913955199999,6.172113154000044,99.99999999999979
8,iterative,auto,warm,1,,60,0.8,0.1,fixed,1000,1770,2101,2.0542298670000037,0.04537739500005955,2.008852471999944,100.0
9,once,auto,cold,1,,60,0.8,0.1,fixed,10000,1770,136881,41.682181242999945,35.08324535100007,6.598935891999872,100.00000000000067
9,iterative,auto,warm,1,,60,0.8,0.1,fixed,10000,1770,13140,2.8492085899999893,0.7661158780000505,2.0830927119999387,100.0
10,once,auto,cold,1,,60,0.8,0.1,fixed,100000,1770,136881,39.79207163800004,33.63776765700004,6.154303980999998,82.99999999999994
10,iterative,auto,warm,1,,60,0.8,0.1,fixed,100000,1770,17797,2.9686771789999966,0.7003772260000005,2.268299952999996,83.0
11,once,auto,cold,1,,60,0.8,0.1,fixed,1000000,1770,136881,37.810141334000036,31.62879014600003,6.181351188000008,90.9999999999997
12,once,auto,cold,1,,60,0.8,0.2,fixed,1000,1770,136881,51.940294714999936,45.91547122099996,6.024823493999975,188.00000000000074
12,iterative,auto,warm,1,,60,0.8,0.2,fixed,1000,1770,2555,2.198405884999943,0.07081912999990436,2.1275867550000385,188.0
13,once,auto,cold,1,,60,0.8,0.2,fixed,10000,1770,136881,57.30272733700008,51.00138395499994,6.301343382000141,200.9999999999949
13,iterative,auto,warm,1,,60,0.8,0.2,fixed,10000,1770,10387,2.092145688999949,0.17952846400010003,1.912617224999849,201.0
14,once,auto,cold,1,,60,0.8,0.2,fixed,100000,1770,136881,45.944839926999975,39.65190288700012,6.292937039999856,143.00000000000094
14,iterative,auto,warm,1,,60,0.8,0.2,fixed,100000,1770,15307,4.3613120329998765,2.151635079000016,2.2096769539998604,143.0
15,once,auto,cold,1,,60,0.8,0.2,fixed,1000000,1770,136881,49.12900636899985,42.81708063300016,6.311925735999694,175.000000000006
16,once,auto,cold,1,,60,0.5,0.1,fixed,1000,1770,136881,67.14037400400002,61.063559494999936,6.076814509000087,96.0000000000014
16,iterative,auto,warm,1,,60,0.5,0.1,fixed,1000,1770,4101,3.6490503600000466,0.9319976189999579,2.7170527410000886,96.0
17,once,auto,cold,1,,60,0.5,0.1,fixed,10000,1770,136881,66.87223978199995,60.620010783000225,6.252228998999726,93.99999999999683
17,iterative,auto,warm,1,,60,0.5,0.1,fixed,10000,1770,18182,9.357340744000112,6.628623422999681,2.728717321000431,93.99999999999987
18,once,auto,cold,1,,60,0.5,0.1,fixed,100000,1770,136881,70.73439271899997,64.48845972100003,6.245932997999944,97.00000000000767
18,iterative,auto,warm,1,,60,0.5,0.1,fixed,100000,1770,26932,21.793664761999935,18.730867192999995,3.0627975689999403,96.9999999999997
19,once,auto,cold,1,,60,0.5,0.1,fixed,1000000,1770,136881,74.01085498099997,67.48400788100003,6.526847099999941,99.00000000001044
20,once,auto,cold,1,,60,0.5,0.2,fixed,1000,1770,136881,88.77273534400001,82.36739455299994,6.4053407910000715,148.00000000000153
20,iterative,auto,warm,1,,60,0.5,0.2,fixed,1000,1770,5101,19.357811359999914,16.152040723000255,3.2057706369996595,147.99999999999528
21,once,auto,cold,1,,60,0.5,0.2,fixed,10000,1770,136881,67.81660975299997,61.72204677700006,6.0945629759999065,186.3701923076924
21,iterative,auto,warm,1,,60,0.5,0.2,fixed,10000,1770,20122,50.60788995100006,47.62718696600041,2.9807029849996525,186.37019230768976
22,once,auto,cold,1,,60,0.5,0.2,fixed,100000,1770,136881,86.50326946399991,80.20860403899997,6.294665424999948,185.9999999999933
22,iterative,auto,warm,1,,60,0.5,0.2,fixed,100000,1770,26421,40.04246073599984,37.334030269000095,2.7084304669997437,186.00000000002174
23,once,auto,cold,1,,60,0.5,0.2,fixed,1000000,1770,136881,63.734073884999816,57.43347024100012,6.300603643999693,168.34523809523807
24,once,auto,cold,1,,60,0.8,0.1,fixed,1000,1770,136881,41.43010950500002,35.10827103700012,6.321838467999896,79.99999999999999
24,iterative,auto,warm,1,,60,0.8,0.1,fixed,1000,1770,2101,1.642948558999933,0.029504053999971802,1.6134445049999613,80.0
25,once,auto,cold,1,,60,0.8,0.1,fixed,10000,1770,136881,43.3297898159999,37.19070141399993,6.13908840199997,82.99999999999979
25,iterative,auto,warm,1,,60,0.8,0.1,fixed,10000,1770,15017,2.756620039000154,0.6101920370001608,2.1464280019999933,83.0
26,once,auto,cold,1,,60,0.8,0.1,fixed,100000,1770,136881,36.25113277399987,30.168233738000026,6.082899035999844,92.00000000000024
26,iterative,auto,warm,1,,60,0.8,0.1,fixed,100000,1770,16216,3.0853081410000414,0.7710441430001538,2.3142639979998876,92.0
27,once,auto,cold,1,,60,0.8,0.1,fixed,1000000,1770,136881,40.165865206000035,33.98066711299998,6.185198093000054,88.00000000000033
28,once,auto,cold,1,,60,0.8,0.2,fixed,1000,1770,136881,48.39383800100018,42.30360604700013,6.090231954000046,181.99999999999886
28,iterative,auto,warm,1,,60,0.8,0.2,fixed,1000,1770,2547,2.0423049479995825,0.06122095300088404,1.9810839949986985,182.0
29,once,auto,cold,1,,60,0.8,0.2,fixed,10000,1770,136881,52.607194333999814,46.194750709000346,6.412443624999469,187.00000000000023
29,iterative,auto,warm,1,,60,0.8,0.2,fixed,10000,1770,10217,2.3658030990000043,0.47706799099978525,1.888735108000219,187.0
30,once,auto,cold,1,,60,0.8,0.2,fixed,100000,1770,136881,57.104317464999895,50.8081961150001,6.296121349999794,185.9999999999997
30,iterative,auto,warm,1,,60,0.8,0.2,fixed,100000,1770,14027,2.779483419000371,0.496463080000467,2.283020338999904,186.0
31,once,auto,cold,1,,60,0.8,0.2,fixed,1000000,1770,136881,52.658701964999636,46.19964082899969,6.459061135999946,164.00000000000207
32,once,auto,cold,1,,60,0.5,0.1,fixed,1000,1770,136881,66.50932388799993,60.000420464999934,6.5089034229999925,84.99999999999594
32,iterative,auto,warm,1,,60,0.5,0.1,fixed,1000,1770,4101,4.462288522000108,1.8693516799999088,2.5929368420001992,84.99999999999999
33,once,auto,cold,1,,60,0.5,0.1,fixed,10000,1770,136881,68.38691812199977,62.08104331200002,6.30587480999975,93.99999999999935
33,iterative,auto,warm,1,,60,0.5,0.1,fixed,10000,1770,20357,13.415296573999967,10.730680425000173,2.684616148999794,93.99999999999879
34,once,auto,cold,1,,60,0.5,0.1,fixed,100000,1770,136881,74.48040356000001,68.22099888799994,6.259404672000073,89.00000000000188
34,iterative,auto,warm,1,,60,0.5,0.1,fixed,100000,1770,27115,19.501018968000153,16.478579431000526,3.0224395369996273,89.00000000000252
35,once,auto,cold,1,,60,0.5,0.1,fixed,1000000,1770,136881,76.21812462099979,69.97191774000021,6.24620688099958,94.00000000000571
36,once,auto,cold,1,,60,0.5,0.2,fixed,1000,1770,136881,59.43762045499989,53.3802902260004,6.05733022899949,190.39285714285688
36,iterative,auto,warm,1,,60,0.5,0.2,fixed,1000,1770,5584,26.37981842099998,22.64228550200005,3.737532918999932,190.3928571428576
37,once,auto,cold,1,,60,0.5,0.2,fixed,10000,1770,136881,38.67018937600005,32.596108482999625,6.074080893000428,186.56438356164378
37,iterative,auto,warm,1,,60,0.5,0.2,fixed,10000,1770,20215,59.524617574999866,56.547030070000346,2.9775875049995193,186.56438356164455
38,once,auto,cold,1,,60,0.5,0.2,fixed,100000,1770,136881,83.87781930900019,77.7268225580001,6.150996751000093,187.9999999999999
38,iterative,auto,warm,1,,60,0.5,0.2,fixed,100000,1770,24460,39.34659870099995,36.73139392500025,2.6152047759997004,187.99999999999702
