solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,10,0.5,0.1,fixed,10,45,481,0.03528516200000009,0.005745228999999963,0.02953993300000013,2.0
0,iterative,auto,warm,0.1,,10,0.5,0.1,fixed,10,45,131,0.029018640999999956,0.00453220700000001,0.024486433999999946,2.0
0,iterative,auto,warm,1,0.5,10,0.5,0.1,fixed,10,45,137,0.02967150899999993,0.004534606000000441,0.02513690299999949,2.0
0,iterative,auto,warm,1,0.9,10,0.5,0.1,fixed,10,45,131,0.025111230000000262,0.0033997760000006316,0.02171145399999963,2.0
1,once,auto,cold,1,,10,0.5,0.1,fixed,100,45,481,0.032475409000000344,0.007266218999999907,0.025209190000000437,3.000000000000001
1,iterative,auto,warm,1,0.5,10,0.5,0.1,fixed,100,45,188,0.029845068000000197,0.0062967049999995695,0.023548363000000627,3.0
2,once,auto,cold,1,,10,0.5,0.2,fixed,10,45,481,0.02888243700000004,0.004096990999999939,0.0247854460000001,2.0
2,iterative,auto,warm,0.1,,10,0.5,0.2,fixed,10,45,121,0.025681253000000126,0.004020778000000114,0.021660475000000012,2.0
2,iterative,auto,warm,1,0.5,10,0.5,0.2,fixed,10,45,119,0.02190226300000031,0.0025857059999996324,0.019316557000000678,2.0
2,iterative,auto,warm,1,0.9,10,0.5,0.2,fixed,10,45,121,0.022487636999999783,0.0029258149999997762,0.019561822000000006,2.0
3,once,auto,cold,1,,10,0.5,0.2,fixed,100,45,481,0.03277185799999982,0.00618645200000012,0.0265854059999997,4.500000000000003
3,iterative,auto,warm,1,0.5,10,0.5,0.2,fixed,100,45,201,0.03191643000000033,0.006070669000000528,0.0258457609999998,4.5
4,once,auto,cold,1,,10,0.8,0.1,fixed,10,45,481,0.028946624000000032,0.004356576999999806,0.024590047000000226,2.0
4,iterative,auto,warm,0.1,,10,0.8,0.1,fixed,10,45,147,0.030780419999999697,0.004244984999999701,0.026535434999999996,2.0
4,iterative,auto,warm,1,0.5,10,0.8,0.1,fixed,10,45,129,0.02680484899999991,0.0037050829999993873,0.02309976600000052,2.0
4,iterative,auto,warm,1,0.9,10,0.8,0.1,fixed,10,45,134,0.026330034999999974,0.0033907370000001436,0.02293929799999983,2.0
5,once,auto,cold,1,,10,0.8,0.1,fixed,100,45,481,0.028366038999999788,0.003545070000000372,0.024820968999999415,0.0
5,iterative,auto,warm,1,0.5,10,0.8,0.1,fixed,100,45,151,0.02168689300000004,0.00211473099999937,0.01957216200000067,0.0
6,once,auto,cold,1,,10,0.8,0.2,fixed,10,45,481,0.028296529999999986,0.003018647999999846,0.02527788200000014,3.0
6,iterative,auto,warm,0.1,,10,0.8,0.2,fixed,10,45,111,0.027619116000000332,0.002137161000000276,0.025481955000000056,3.0
6,iterative,auto,warm,1,0.5,10,0.8,0.2,fixed,10,45,111,0.018113768999999724,0.0016972140000000024,0.016416554999999722,3.0
