solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,30,0.5,0.1,fixed,3000,0,1,435,16241,1.167612536,0.40581266900000035,0.7617998669999997,28.0
0,iterative,dual,warm,30,0.5,0.1,fixed,3000,0,1,435,3748,1.090517052,0.09727324899999967,0.9932438030000004,28.0
1,once,auto,cold,30,0.5,0.1,fixed,10000,0,1,435,16241,1.405836625,0.6676579939999998,0.7381786310000003,27.0
1,iterative,dual,warm,30,0.5,0.1,fixed,10000,0,1,435,4111,1.1339945949999999,0.1358129720000001,0.9981816229999998,27.0
2,once,auto,cold,30,0.5,0.1,fixed,30000,0,1,435,16241,1.2883464690000004,0.5611255919999998,0.7272208770000006,13.0
2,iterative,dual,warm,30,0.5,0.1,fixed,30000,0,1,435,3522,1.0337725609999993,0.05132269199999939,0.9824498689999999,13.0
3,once,auto,cold,30,0.5,0.1,fixed,100000,0,1,435,16241,1.0900536180000007,0.3624766150000003,0.7275770030000004,26.0
3,iterative,dual,warm,30,0.5,0.1,fixed,100000,0,1,435,4088,1.0877641460000014,0.08068900000000134,1.007075146,26.0
4,once,auto,cold,30,0.5,0.1,fixed,300000,0,1,435,16241,1.3580440409999994,0.6106296699999998,0.7474143709999996,17.0
4,iterative,dual,warm,30,0.5,0.1,fixed,300000,0,1,435,3045,1.2602532439999994,0.05266984000000008,1.2075834039999993,17.0
5,once,auto,cold,30,0.5,0.2,fixed,3000,0,1,435,16241,2.9526357490000006,2.2203578659999987,0.7322778830000019,33.677966101695176
5,iterative,dual,warm,30,0.5,0.2,fixed,3000,0,1,435,7479,2.6932109000000004,0.8675756669999934,1.825635233000007,33.67796610169493
6,once,auto,cold,30,0.5,0.2,fixed,10000,0,1,435,16241,3.4806909310000016,2.7831140270000034,0.6975769039999982,49.75675675675678
6,iterative,dual,warm,30,0.5,0.2,fixed,10000,0,1,435,3644,2.3523331160000005,0.6253456649999976,1.726987451000003,49.75675675675672
7,once,auto,cold,30,0.5,0.2,fixed,30000,0,1,435,16241,3.822665532000002,3.1313219500000002,0.6913435820000018,51.831654676259
7,iterative,dual,warm,30,0.5,0.2,fixed,30000,0,1,435,3049,2.287271318000002,0.5850549100000073,1.7022164079999946,51.83165467625898
8,once,auto,cold,30,0.5,0.2,fixed,100000,0,1,435,16241,3.238541248000004,2.551655171,0.686886077000004,46.578947368421105
