solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
8,iterative,auto,warm,1,,True,0,40,0.5,0.2,fixed,1000,100,100,0,1,,780,101,0.003947175999996944
8,iterative,auto,warm,1,,True,1,40,0.5,0.2,fixed,1000,1000,1000,100,1,,780,1001,0.06187454399997705
8,iterative,auto,warm,1,,True,2,40,0.5,0.2,fixed,1000,1000,1000,614,1,,780,1387,0.24508521000001338
8,iterative,auto,warm,1,,True,3,40,0.5,0.2,fixed,1000,1000,1000,847,1,,780,1540,0.4113366850000091
8,iterative,auto,warm,1,,True,4,40,0.5,0.2,fixed,1000,1000,1000,950,1,,780,1590,0.45215468499998224
8,iterative,auto,warm,1,,True,5,40,0.5,0.2,fixed,1000,1000,1000,945,1,,780,1645,0.6535979930000053
8,iterative,auto,warm,1,,True,6,40,0.5,0.2,fixed,1000,1000,1000,949,1,,780,1696,0.6822870599999931
8,iterative,auto,warm,1,,True,7,40,0.5,0.2,fixed,1000,1000,1000,973,1,,780,1723,0.7166871000000015
8,iterative,auto,warm,1,,True,8,40,0.5,0.2,fixed,1000,1000,1000,987,1,,780,1736,0.8015410440000039
8,iterative,auto,warm,1,,True,9,40,0.5,0.2,fixed,1000,1000,1000,984,1,,780,1752,0.7296256999999855
8,iterative,auto,warm,1,,True,10,40,0.5,0.2,fixed,1000,1000,1000,989,1,,780,1763,0.8364182910000011
8,iterative,auto,warm,1,,True,11,40,0.5,0.2,fixed,1000,1000,198,973,1,,780,988,0.4244545930000072
8,iterative,auto,warm,1,,True,12,40,0.5,0.2,fixed,1000,1000,685,208,1,,780,1465,0.6246306159999904
8,iterative,auto,warm,1,,True,13,40,0.5,0.2,fixed,1000,1000,227,650,1,,780,1042,0.4483134639999946
8,iterative,auto,warm,1,,True,14,40,0.5,0.2,fixed,1000,1000,442,219,1,,780,1265,0.545803023000019
8,iterative,auto,warm,1,,True,15,40,0.5,0.2,fixed,1000,1000,174,409,1,,780,1030,0.4293165649999935
8,iterative,auto,warm,1,,True,16,40,0.5,0.2,fixed,1000,1000,286,195,1,,780,1121,0.0078069230000039624
