solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
6,iterative,auto,warm,1,,True,0,70,0.5,0.2,fixed,1000,100,100,0,1,,2415,101,0.006071862999988298
6,iterative,auto,warm,1,,True,1,70,0.5,0.2,fixed,1000,1000,1000,100,1,,2415,1001,0.028793559999940044
6,iterative,auto,warm,1,,True,2,70,0.5,0.2,fixed,1000,1000,1000,580,1,,2415,1421,0.041528398000082234
6,iterative,auto,warm,1,,True,3,70,0.5,0.2,fixed,1000,1000,1000,706,1,,2415,1715,0.049217637000083414
6,iterative,auto,warm,1,,True,4,70,0.5,0.2,fixed,1000,1000,1000,854,1,,2415,1861,0.09336771300013424
6,iterative,auto,warm,1,,True,5,70,0.5,0.2,fixed,1000,1000,1000,757,1,,2415,2104,0.2570300770000813
6,iterative,auto,warm,1,,True,6,70,0.5,0.2,fixed,1000,1000,1000,809,1,,2415,2295,0.47076624300007097
6,iterative,auto,warm,1,,True,7,70,0.5,0.2,fixed,1000,1000,1000,846,1,,2415,2449,1.160581828999966
6,iterative,auto,warm,1,,True,8,70,0.5,0.2,fixed,1000,1000,1000,830,1,,2415,2619,2.1887228479999976
6,iterative,auto,warm,1,,True,9,70,0.5,0.2,fixed,1000,1000,1000,856,1,,2415,2763,3.158776034999846
6,iterative,auto,warm,1,,True,10,70,0.5,0.2,fixed,1000,1000,1000,911,1,,2415,2852,3.895605137000075
6,iterative,auto,warm,1,,True,11,70,0.5,0.2,fixed,1000,1000,1000,927,1,,2415,2925,4.106451250999953
6,iterative,auto,warm,1,,True,12,70,0.5,0.2,fixed,1000,1000,1000,962,1,,2415,2963,4.528397421999898
6,iterative,auto,warm,1,,True,13,70,0.5,0.2,fixed,1000,1000,1000,963,1,,2415,3000,4.50305066299984
6,iterative,auto,warm,1,,True,14,70,0.5,0.2,fixed,1000,1000,1000,996,1,,2415,3004,3.609796929999902
6,iterative,auto,warm,1,,True,15,70,0.5,0.2,fixed,1000,1000,1000,984,1,,2415,3020,2.9827982050001083
6,iterative,auto,warm,1,,True,16,70,0.5,0.2,fixed,1000,1000,670,988,1,,2415,2702,3.0128444819999913
6,iterative,auto,warm,1,,True,17,70,0.5,0.2,fixed,1000,1000,1000,641,1,,2415,3061,2.8144993389998945
6,iterative,auto,warm,1,,True,18,70,0.5,0.2,fixed,1000,1000,536,798,1,,2415,2799,3.2048438439999245
6,iterative,auto,warm,1,,True,19,70,0.5,0.2,fixed,1000,1000,660,455,1,,2415,3004,3.50195367099991
6,iterative,auto,warm,1,,True,20,70,0.5,0.2,fixed,1000,1000,134,612,1,,2415,2526,2.6443495149999308
