solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,70,0.5,0.1,fixed,10,2415,218961,129.84507265899998,119.775467226,10.069605432999978,131.99999999999298
0,iterative,auto,warm,0.01,,70,0.5,0.1,fixed,10,2415,2171,34.329583493,15.28222225700003,19.047361235999972,131.99999999999974
0,iterative,auto,warm,0.1,,70,0.5,0.1,fixed,10,2415,2251,64.57656864100002,16.083539817999764,48.49302882300026,131.99999999999986
0,iterative,auto,warm,1,0.5,70,0.5,0.1,fixed,10,2415,2621,49.92378101600002,34.438840968999756,15.484940047000265,131.9999999999985
0,iterative,auto,warm,1,0.9,70,0.5,0.1,fixed,10,2415,2651,49.46053488899997,34.12766461700022,15.332870271999752,132.0000000000011
1,once,auto,cold,1,,70,0.5,0.1,fixed,100,2415,218961,129.697447238,119.45874537599997,10.238701862000028,116.00000000000165
1,iterative,auto,warm,0.01,,70,0.5,0.1,fixed,100,2415,2901,14.885999282,10.187684702000013,4.6983145799999875,116.00000000000009
1,iterative,auto,warm,0.1,,70,0.5,0.1,fixed,100,2415,2601,13.080971054000031,6.383723471000167,6.697247582999864,115.99999999999997
1,iterative,auto,warm,1,0.5,70,0.5,0.1,fixed,100,2415,2827,14.835924152000018,10.332603698000185,4.503320453999834,116.00000000000067
1,iterative,auto,warm,1,0.9,70,0.5,0.1,fixed,100,2415,2901,15.515866459999927,11.01644832299985,4.499418137000077,115.99999999999994
2,once,auto,cold,1,,70,0.5,0.2,fixed,10,2415,218961,111.09902908200002,101.21810223699993,9.88092684500009,238.36196319018393
2,iterative,auto,warm,0.01,,70,0.5,0.2,fixed,10,2415,4151,222.878664328,190.66967049999926,32.20899382800076,238.36196319018444
2,iterative,auto,warm,0.1,,70,0.5,0.2,fixed,10,2415,3831,255.13237999000012,173.89212361200157,81.24025637799855,238.36196319018399
2,iterative,auto,warm,1,0.5,70,0.5,0.2,fixed,10,2415,5810,360.282216715,314.08089301400287,46.201323700997136,238.36196319018396
2,iterative,auto,warm,1,0.9,70,0.5,0.2,fixed,10,2415,4664,311.5350963170001,266.8469824970018,44.68811381999831,238.36196319018381
3,once,auto,cold,1,,70,0.5,0.2,fixed,100,2415,218961,179.75894857699996,169.89762319600004,9.861325380999915,242.00000000000566
3,iterative,auto,warm,0.01,,70,0.5,0.2,fixed,100,2415,5101,110.74625454599982,105.35037212099905,5.395882425000764,242.0000000000028
3,iterative,auto,warm,0.1,,70,0.5,0.2,fixed,100,2415,3901,72.77627362699968,63.051768398000604,9.724505228999078,242.0000000000013
3,iterative,auto,warm,1,0.5,70,0.5,0.2,fixed,100,2415,5285,119.38012985700016,111.42744731999846,7.952682537001692,242.00000000000287
3,iterative,auto,warm,1,0.9,70,0.5,0.2,fixed,100,2415,4165,88.73866954100004,80.2154062769996,8.523263264000434,242.00000000000057
4,once,auto,cold,1,,70,0.8,0.1,fixed,10,2415,218961,79.50777571200024,69.57965608299992,9.92811962900032,100.99999999999976
