solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,80,0.5,0.1,fixed,10,3160,328641,310.69791413400003,295.519873898,15.178040236000015,143.0000000000409
0,iterative,auto,warm,0.01,,80,0.5,0.1,fixed,10,3160,3021,77.21703411099998,40.09511000099985,37.12192411000012,142.99999999999935
0,iterative,auto,warm,0.1,,80,0.5,0.1,fixed,10,3160,3031,137.324692786,34.66161992700063,102.66307285899939,143.000000000003
0,iterative,auto,warm,1,0.5,80,0.5,0.1,fixed,10,3160,3559,110.314130653,83.54818970100018,26.765940951999823,142.9999999999954
0,iterative,auto,warm,1,0.9,80,0.5,0.1,fixed,10,3160,3555,105.33738105099997,78.63233460100082,26.705046449999145,143.00000000000077
1,once,auto,cold,1,,80,0.5,0.1,fixed,100,3160,328641,291.51219204100005,276.52020077999987,14.99199126100018,166.00000000000517
1,iterative,auto,warm,0.01,,80,0.5,0.1,fixed,100,3160,3801,37.994157249999944,29.94137495399923,8.052782296000714,166.00000000000503
1,iterative,auto,warm,0.1,,80,0.5,0.1,fixed,100,3160,3501,35.90178238500016,21.01467675000049,14.88710563499967,165.9999999999981
1,iterative,auto,warm,1,0.5,80,0.5,0.1,fixed,100,3160,3901,42.433881363999944,35.025296868000396,7.408584495999548,165.99999999999773
1,iterative,auto,warm,1,0.9,80,0.5,0.1,fixed,100,3160,4025,41.85183942999993,32.59678243799999,9.255056991999936,166.0000000000024
2,once,auto,cold,1,,80,0.5,0.2,fixed,10,3160,328641,375.9459948570002,361.010715483,14.935279374000174,323.00000000000114
2,iterative,auto,warm,0.01,,80,0.5,0.2,fixed,10,3160,4701,417.917785437,359.1054492100029,58.812336226997104,322.9999999999987
2,iterative,auto,warm,0.1,,80,0.5,0.2,fixed,10,3160,4451,500.08269306499983,343.4170158150032,156.66567724999663,322.9999999999986
2,iterative,auto,warm,1,0.5,80,0.5,0.2,fixed,10,3160,7338,802.4304053430001,726.9964527800007,75.43395256299937,322.999999999999
2,iterative,auto,warm,1,0.9,80,0.5,0.2,fixed,10,3160,5670,629.1092788340002,567.9577543189962,61.151524515003985,322.99999999999915
3,once,auto,cold,1,,80,0.5,0.2,fixed,100,3160,328641,367.92950814000005,351.81862833000014,16.110879809999915,308.0000000000005
3,iterative,auto,warm,0.01,,80,0.5,0.2,fixed,100,3160,6001,239.92068920200018,229.63859335899633,10.282095843003844,308.0000000000025
3,iterative,auto,warm,0.1,,80,0.5,0.2,fixed,100,3160,4901,166.9697264739998,149.89381019800112,17.07591627599868,307.99999999999955
3,iterative,auto,warm,1,0.5,80,0.5,0.2,fixed,100,3160,6894,267.7599650459997,255.82269284899849,11.93727219700122,308.00000000000085
3,iterative,auto,warm,1,0.9,80,0.5,0.2,fixed,100,3160,5454,206.24315541899978,192.82261950599604,13.420535913003732,308.0000000000006
4,once,auto,cold,1,,80,0.8,0.1,fixed,10,3160,328641,125.78886199800036,109.70460054999967,16.08426144800069,157.99999999999676
4,iterative,auto,warm,0.01,,80,0.8,0.1,fixed,10,3160,1261,17.225313336999534,0.4880230120079432,16.73729032499159,158.0
4,iterative,auto,warm,0.1,,80,0.8,0.1,fixed,10,3160,1231,40.244079105999845,0.49693314200158056,39.747145963998264,158.0
4,iterative,auto,warm,1,0.5,80,0.8,0.1,fixed,10,3160,1671,11.595043526000154,1.6696771950037146,9.92536633099644,158.0
4,iterative,auto,warm,1,0.9,80,0.8,0.1,fixed,10,3160,1711,12.208457521999662,1.97392107700216,10.234536444997502,158.0
5,once,auto,cold,1,,80,0.8,0.1,fixed,100,3160,328641,126.50413759100047,111.45386463199975,15.050272959000722,141.99999999998894
5,iterative,auto,warm,0.01,,80,0.8,0.1,fixed,100,3160,1501,5.993253898000148,0.10764573900087271,5.8856081589992755,142.0
5,iterative,auto,warm,0.1,,80,0.8,0.1,fixed,100,3160,1501,6.850961728000584,0.11589819299933879,6.735063535001245,142.0
5,iterative,auto,warm,1,0.5,80,0.8,0.1,fixed,100,3160,1901,4.6264104800002315,0.33867220699994505,4.287738273000286,142.0
5,iterative,auto,warm,1,0.9,80,0.8,0.1,fixed,100,3160,2001,5.169551242000125,0.2947185310013083,4.874832710998817,142.0
