solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,50,0.5,0.1,fixed,1000,1225,78401,29.556335684999997,26.175363081000004,3.380972603999993,70.9999999999963
0,iterative,auto,warm,0.1,,50,0.5,0.1,fixed,1000,1225,3195,3.2832616939999966,1.6084666920000004,1.6747950019999962,71.00000000000101
0,iterative,auto,warm,1,0.5,50,0.5,0.1,fixed,1000,1225,3067,2.658566838000006,1.4772940330000068,1.181272804999999,71.00000000000003
0,iterative,auto,warm,1,0.9,50,0.5,0.1,fixed,1000,1225,3195,2.5087562220000024,1.0038488179999945,1.5049074040000079,70.99999999999999
1,once,auto,cold,1,,50,0.5,0.1,fixed,10000,1225,78401,28.174125503,24.656191802000002,3.517933700999997,47.999999999995886
1,iterative,auto,warm,1,0.5,50,0.5,0.1,fixed,10000,1225,16342,2.766092079999993,1.1431518240000003,1.6229402559999926,48.0
2,once,auto,cold,1,,50,0.5,0.1,fixed,100000,1225,78401,29.32333885899999,25.812612572999996,3.5107262859999935,66.99999999999976
3,once,auto,cold,1,,50,0.5,0.1,fixed,1000000,1225,78401,28.053850749000006,24.615120403999995,3.4387303450000104,71.99999999999818
4,once,auto,cold,1,,50,0.5,0.2,fixed,1000,1225,78401,27.664524838999995,24.165917885,3.498606953999996,130.31468531468525
4,iterative,auto,warm,0.1,,50,0.5,0.2,fixed,1000,1225,5101,12.100822814999987,10.454810142999946,1.6460126720000403,130.31468531468508
4,iterative,auto,warm,1,0.5,50,0.5,0.2,fixed,1000,1225,4215,10.057626165000016,8.23207118099998,1.8255549840000356,130.31468531468536
4,iterative,auto,warm,1,0.9,50,0.5,0.2,fixed,1000,1225,4233,11.216282573,9.220237948000033,1.9960446249999677,130.31468531468573
5,once,auto,cold,1,,50,0.5,0.2,fixed,10000,1225,78401,28.492177596000005,24.955218004000017,3.536959591999988,127.96385542168684
5,iterative,auto,warm,1,0.5,50,0.5,0.2,fixed,10000,1225,15248,18.797988547999978,17.034924407000005,1.7630641409999726,127.96385542168657
6,once,auto,cold,1,,50,0.5,0.2,fixed,100000,1225,78401,28.10404066700002,24.540933819999992,3.5631068470000287,129.6505190311416
7,once,auto,cold,1,,50,0.5,0.2,fixed,1000000,1225,78401,41.32472560100001,37.80382703700002,3.5208985639999923,110.99999999999997
8,once,auto,cold,1,,50,0.8,0.1,fixed,1000,1225,78401,20.47524052099999,16.984975023000004,3.490265497999985,68.0000000000006
8,iterative,auto,warm,0.1,,50,0.8,0.1,fixed,1000,1225,2289,1.4514830759999882,0.027863529999990533,1.4236195459999976,68.0
8,iterative,auto,warm,1,0.5,50,0.8,0.1,fixed,1000,1225,1697,1.0188661040000397,0.025349039000047924,0.9935170649999918,68.0
8,iterative,auto,warm,1,0.9,50,0.8,0.1,fixed,1000,1225,2006,0.9662635939999973,0.029898343000013483,0.9363652509999838,68.0
9,once,auto,cold,1,,50,0.8,0.1,fixed,10000,1225,78401,16.728016851999996,13.170357990000014,3.5576588619999825,62.000000000000014
9,iterative,auto,warm,1,0.5,50,0.8,0.1,fixed,10000,1225,8165,1.673673788999963,0.3398996309999802,1.333774157999983,62.0
10,once,auto,cold,1,,50,0.8,0.1,fixed,100000,1225,78401,21.929829475999952,18.46437257399998,3.4654569019999713,68.99999999999983
11,once,auto,cold,1,,50,0.8,0.1,fixed,1000000,1225,78401,18.08514297900001,14.586702928000022,3.4984400509999887,72.00000000000001
12,once,auto,cold,1,,50,0.8,0.2,fixed,1000,1225,78401,22.531638294000004,19.049740343999986,3.4818979500000182,113.99999999999885
12,iterative,auto,warm,0.1,,50,0.8,0.2,fixed,1000,1225,2101,1.2791549080000095,0.02601348399997505,1.2531414240000345,114.0
12,iterative,auto,warm,1,0.5,50,0.8,0.2,fixed,1000,1225,2096,0.9626929410000002,0.02877896000001101,0.9339139809999892,114.0
12,iterative,auto,warm,1,0.9,50,0.8,0.2,fixed,1000,1225,2101,0.9622636199999874,0.02618440300000202,0.9360792169999854,114.0
13,once,auto,cold,1,,50,0.8,0.2,fixed,10000,1225,78401,21.08616059000002,17.655255960999966,3.4309046290000538,132.9999999999979
13,iterative,auto,warm,1,0.5,50,0.8,0.2,fixed,10000,1225,8259,1.6168638749999786,0.32770439299997633,1.2891594820000023,133.0
14,once,auto,cold,1,,50,0.8,0.2,fixed,100000,1225,78401,21.51191716200003,18.003671629999985,3.5082455320000463,121.99999999999994
15,once,auto,cold,1,,50,0.8,0.2,fixed,1000000,1225,78401,20.969657219,17.449061607000033,3.5205956119999655,111.99999999999947
16,once,auto,cold,1,,50,0.5,0.1,fixed,1000,1225,78401,29.788727655000002,26.406830799000033,3.381896855999969,72.00000000002214
16,iterative,auto,warm,0.1,,50,0.5,0.1,fixed,1000,1225,3101,2.247269779000021,1.044675747000042,1.202594031999979,72.0
16,iterative,auto,warm,1,0.5,50,0.5,0.1,fixed,1000,1225,3250,3.5581874349999225,2.1052109009998503,1.4529765340000722,72.0000000000007
16,iterative,auto,warm,1,0.9,50,0.5,0.1,fixed,1000,1225,3196,2.9863595059999852,1.453423880000173,1.5329356259998121,72.0
17,once,auto,cold,1,,50,0.5,0.1,fixed,10000,1225,78401,28.46435640200002,24.993102508999982,3.471253893000039,64.99999999999855
17,iterative,auto,warm,1,0.5,50,0.5,0.1,fixed,10000,1225,15758,5.696346475000041,3.9727265500000613,1.72361992499998,64.99999999999937
18,once,auto,cold,1,,50,0.5,0.1,fixed,100000,1225,78401,33.38505778299998,29.884089194000012,3.5009685889999673,63.999999999998195
19,once,auto,cold,1,,50,0.5,0.1,fixed,1000000,1225,78401,32.25609273500004,28.806213360000015,3.449879375000023,64.00000000000023
20,once,auto,cold,1,,50,0.5,0.2,fixed,1000,1225,78401,30.717498962999912,27.12540990599996,3.592089056999953,122.52517985611533
20,iterative,auto,warm,0.1,,50,0.5,0.2,fixed,1000,1225,5195,12.017011790999959,10.044972014999871,1.9720397760000878,122.52517985611499
20,iterative,auto,warm,1,0.5,50,0.5,0.2,fixed,1000,1225,5106,10.710727264999946,8.57388197299997,2.1368452919999754,122.52517985611262
20,iterative,auto,warm,1,0.9,50,0.5,0.2,fixed,1000,1225,5559,12.523957888999917,9.761565713999971,2.7623921749999454,122.52517985611289
21,once,auto,cold,1,,50,0.5,0.2,fixed,10000,1225,78401,23.151244291000012,19.674565396000048,3.4766788949999636,135.98723897911844
21,iterative,auto,warm,1,0.5,50,0.5,0.2,fixed,10000,1225,14612,15.67806905100008,13.910310902999981,1.7677581480000981,135.98723897911822
22,once,auto,cold,1,,50,0.5,0.2,fixed,100000,1225,78401,21.20790433500008,17.711580766999987,3.4963235680000935,139.09680638722548
23,once,auto,cold,1,,50,0.5,0.2,fixed,1000000,1225,78401,35.801159430999974,32.292736590000004,3.5084228409999696,89.99999999999999
24,once,auto,cold,1,,50,0.8,0.1,fixed,1000,1225,78401,18.27966613199999,14.8607362649999,3.418929867000088,56.99999999999994
24,iterative,auto,warm,0.1,,50,0.8,0.1,fixed,1000,1225,2101,1.2739981910000324,0.024215510999965772,1.2497826800000666,57.0
24,iterative,auto,warm,1,0.5,50,0.8,0.1,fixed,1000,1225,2101,1.142418204999899,0.025263872000095944,1.117154332999803,57.0
24,iterative,auto,warm,1,0.9,50,0.8,0.1,fixed,1000,1225,2101,0.985120550999909,0.024048735999940618,0.9610718149999684,57.0
25,once,auto,cold,1,,50,0.8,0.1,fixed,10000,1225,78401,22.106117552,18.48119005000001,3.6249275019999914,70.99999999999996
25,iterative,auto,warm,1,0.5,50,0.8,0.1,fixed,10000,1225,10280,1.8548624300000256,0.43031825900004606,1.4245441709999795,71.0
26,once,auto,cold,1,,50,0.8,0.1,fixed,100000,1225,78401,17.95904812399999,14.472636060000013,3.4864120639999783,60.99999999999993
27,once,auto,cold,1,,50,0.8,0.1,fixed,1000000,1225,78401,19.815098765000016,16.328442379999956,3.4866563850000603,61.999999999999815
28,once,auto,cold,1,,50,0.8,0.2,fixed,1000,1225,78401,22.24966245300004,18.880255928999986,3.3694065240000555,131.0000000000003
28,iterative,auto,warm,0.1,,50,0.8,0.2,fixed,1000,1225,2101,1.2930691409999326,0.04085820099999182,1.2522109399999408,131.0
28,iterative,auto,warm,1,0.5,50,0.8,0.2,fixed,1000,1225,2101,1.071386278000091,0.04171957700009443,1.0296667009999965,131.0
28,iterative,auto,warm,1,0.9,50,0.8,0.2,fixed,1000,1225,2101,1.0181304509999336,0.05168560599986449,0.9664448450000691,131.0
29,once,auto,cold,1,,50,0.8,0.2,fixed,10000,1225,78401,22.636922233000064,19.18676279099998,3.4501594420000856,131.0000000000006
29,iterative,auto,warm,1,0.5,50,0.8,0.2,fixed,10000,1225,8164,1.2790078430000449,0.14014442299992425,1.1388634200001206,131.0
30,once,auto,cold,1,,50,0.8,0.2,fixed,100000,1225,78401,24.94018712000002,21.46364053299999,3.47654658700003,126.99999999999999
31,once,auto,cold,1,,50,0.8,0.2,fixed,1000000,1225,78401,21.50653034100003,18.035750205,3.4707801360000303,113.99999999999991
32,once,auto,cold,1,,50,0.5,0.1,fixed,1000,1225,78401,28.09823653000001,24.624922331999983,3.4733141980000255,65.00000000000063
32,iterative,auto,warm,0.1,,50,0.5,0.1,fixed,1000,1225,3195,2.188821505999954,0.39458264899997175,1.794238856999982,65.0
32,iterative,auto,warm,1,0.5,50,0.5,0.1,fixed,1000,1225,2700,2.0836658810000017,0.9141238209999756,1.1695420600000261,64.99999999999999
32,iterative,auto,warm,1,0.9,50,0.5,0.1,fixed,1000,1225,3101,2.460164516999953,0.9527341229999138,1.507430394000039,64.99999999999999
33,once,auto,cold,1,,50,0.5,0.1,fixed,10000,1225,78401,29.07787747099985,25.58082299099999,3.4970544799998606,55.999999999995545
33,iterative,auto,warm,1,0.5,50,0.5,0.1,fixed,10000,1225,15969,3.5492512169998918,1.8702591609996944,1.6789920560001974,56.0
34,once,auto,cold,1,,50,0.5,0.1,fixed,100000,1225,78401,27.918891721000136,24.384448326999973,3.5344433940001636,65.9999999999987
35,once,auto,cold,1,,50,0.5,0.1,fixed,1000000,1225,78401,29.077898413999947,25.571395190999965,3.5065032229999815,68.00000000000259
36,once,auto,cold,1,,50,0.5,0.2,fixed,1000,1225,78401,43.61883007200004,40.09246825699984,3.5263618150002003,125.00000000000041
36,iterative,auto,warm,0.1,,50,0.5,0.2,fixed,1000,1225,5101,13.291865503000054,11.496184492000111,1.7956810109999424,124.9999999999988
36,iterative,auto,warm,1,0.5,50,0.5,0.2,fixed,1000,1225,4352,12.075052025000105,10.476854666000463,1.5981973589996414,125.00000000001123
36,iterative,auto,warm,1,0.9,50,0.5,0.2,fixed,1000,1225,4359,13.399790577999966,11.38796854899988,2.0118220290000863,124.99999999999804
37,once,auto,cold,1,,50,0.5,0.2,fixed,10000,1225,78401,32.90365259299983,29.368867991000116,3.534784601999718,110.37777777777772
37,iterative,auto,warm,1,0.5,50,0.5,0.2,fixed,10000,1225,15334,18.17301568999983,16.50811228700013,1.6649034029996983,110.37777777778005
38,once,auto,cold,1,,50,0.5,0.2,fixed,100000,1225,78401,38.177116464999926,34.69791012100018,3.479206343999749,112.99999999999888
39,once,auto,cold,1,,50,0.5,0.2,fixed,1000000,1225,78401,22.474543220999976,18.977318220000143,3.4972250009998334,121.41761504205837
40,once,auto,cold,1,,50,0.8,0.1,fixed,1000,1225,78401,18.456081756000003,14.928773816000103,3.5273079399999006,47.99999999999999
40,iterative,auto,warm,0.1,,50,0.8,0.1,fixed,1000,1225,2020,1.1728708219998225,0.026036337000277854,1.1468344849995447,48.0
40,iterative,auto,warm,1,0.5,50,0.8,0.1,fixed,1000,1225,1897,0.9213648949998969,0.027916242000173952,0.893448652999723,48.0
40,iterative,auto,warm,1,0.9,50,0.8,0.1,fixed,1000,1225,2018,0.9542711640001471,0.027036851999810096,0.927234312000337,48.0
41,once,auto,cold,1,,50,0.8,0.1,fixed,10000,1225,78401,20.589180800999884,17.004861295999945,3.5843195049999395,70.99999999999935
41,iterative,auto,warm,1,0.5,50,0.8,0.1,fixed,10000,1225,10205,1.816216686999951,0.41171785899996394,1.404498827999987,71.0
42,once,auto,cold,1,,50,0.8,0.1,fixed,100000,1225,78401,18.57025094300002,15.085935860000063,3.484315082999956,57.99999999999997
