solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
66,iterative,auto,warm,1,,True,0,140,0.5,0.2,fixed,1000,100,100,0,1,,9730,101,0.015625
66,iterative,auto,warm,1,,True,1,140,0.5,0.2,fixed,1000,1000,1000,100,1,,9730,1001,0.03125
66,iterative,auto,warm,1,,True,2,140,0.5,0.2,fixed,1000,1000,1000,1000,1,,9730,1001,0.015625
66,iterative,auto,warm,1,,True,3,140,0.5,0.2,fixed,1000,1000,1000,1000,1,,9730,1001,0.03125
66,iterative,auto,warm,1,,True,4,140,0.5,0.2,fixed,1000,1000,1000,441,1,,9730,1560,0.03125
66,iterative,auto,warm,1,,True,5,140,0.5,0.2,fixed,1000,1000,1000,925,1,,9730,1635,0.03125
66,iterative,auto,warm,1,,True,6,140,0.5,0.2,fixed,1000,1000,1000,722,1,,9730,1913,0.03125
66,iterative,auto,warm,1,,True,7,140,0.5,0.2,fixed,1000,1000,1000,597,1,,9730,2316,0.046875
66,iterative,auto,warm,1,,True,8,140,0.5,0.2,fixed,1000,1000,1000,300,1,,9730,3016,0.078125
66,iterative,auto,warm,1,,True,9,140,0.5,0.2,fixed,1000,1000,1000,432,1,,9730,3584,0.109375
66,iterative,auto,warm,1,,True,10,140,0.5,0.2,fixed,1000,1000,1000,578,1,,9730,4006,0.125
66,iterative,auto,warm,1,,True,11,140,0.5,0.2,fixed,1000,1000,1000,644,1,,9730,4362,0.1875
66,iterative,auto,warm,1,,True,12,140,0.5,0.2,fixed,1000,1000,1000,790,1,,9730,4572,0.171875
66,iterative,auto,warm,1,,True,13,140,0.5,0.2,fixed,1000,1000,1000,793,1,,9730,4779,0.21875
66,iterative,auto,warm,1,,True,14,140,0.5,0.2,fixed,1000,1000,1000,876,1,,9730,4903,0.203125
66,iterative,auto,warm,1,,True,15,140,0.5,0.2,fixed,1000,1000,1000,798,1,,9730,5105,0.234375
66,iterative,auto,warm,1,,True,16,140,0.5,0.2,fixed,1000,1000,1000,789,1,,9730,5316,0.34375
