solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
1,once,auto,cold,1,,False,0,0,100,0.5,0.2,fixed,1000,646800,646800,0,1,,4950,646801,2912.227740752999
1,iterative,auto,warm,1,,False,0,0,100,0.5,0.2,fixed,1000,100,100,0,1,,4950,101,0.009986896000555134
1,iterative,auto,warm,1,,False,0,1,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,1101,0.04524552200018661
1,iterative,auto,warm,1,,False,0,2,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,2101,0.04442323799958103
1,iterative,auto,warm,1,,False,0,3,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,3101,0.13647181700071087
1,iterative,auto,warm,1,,False,0,4,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,4101,3.49542545300028
1,iterative,auto,warm,1,,False,0,5,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,5101,14.764986006000981
1,iterative,auto,warm,1,,False,0,6,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,6101,33.598247563999394
1,iterative,auto,warm,1,,False,0,7,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,7101,59.256245302000025
1,iterative,auto,warm,1,,False,0,8,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,8101,94.11811167899941
1,iterative,auto,warm,1,,False,0,9,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,9101,161.32747522000136
1,iterative,auto,warm,1,,False,0,10,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,10101,170.38359901700096
1,iterative,auto,warm,1,,False,0,11,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,11101,143.32939627000087
1,iterative,auto,warm,1,,False,0,12,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,12101,112.12089396599913
1,iterative,auto,warm,1,,False,0,13,100,0.5,0.2,fixed,1000,1000,1000,0,1,,4950,13101,10.14241395299905
1,iterative,auto,warm,1,,False,0,14,100,0.5,0.2,fixed,1000,1000,194,0,1,,4950,13295,0.09750109200103907
1,iterative,auto,warm,1,,True,0,0,100,0.5,0.2,fixed,1000,100,100,0,1,,4950,101,0.01083613199989486
1,iterative,auto,warm,1,,True,0,1,100,0.5,0.2,fixed,1000,1000,1000,90,1,,4950,1011,0.04526148200056923
1,iterative,auto,warm,1,,True,0,2,100,0.5,0.2,fixed,1000,1000,1000,98,1,,4950,1913,0.04436457700103347
1,iterative,auto,warm,1,,True,0,3,100,0.5,0.2,fixed,1000,1000,1000,197,1,,4950,2716,0.0819361680005386
1,iterative,auto,warm,1,,True,0,4,100,0.5,0.2,fixed,1000,1000,1000,353,1,,4950,3363,0.3555064850006602
1,iterative,auto,warm,1,,True,0,5,100,0.5,0.2,fixed,1000,1000,1000,720,1,,4950,3643,1.189874712999881
1,iterative,auto,warm,1,,True,0,6,100,0.5,0.2,fixed,1000,1000,1000,736,1,,4950,3907,3.1640963350000675
1,iterative,auto,warm,1,,True,0,7,100,0.5,0.2,fixed,1000,1000,1000,793,1,,4950,4114,6.137140868999268
1,iterative,auto,warm,1,,True,0,8,100,0.5,0.2,fixed,1000,1000,1000,793,1,,4950,4321,9.0542756800005
1,iterative,auto,warm,1,,True,0,9,100,0.5,0.2,fixed,1000,1000,1000,796,1,,4950,4525,11.921196381999835
1,iterative,auto,warm,1,,True,0,10,100,0.5,0.2,fixed,1000,1000,1000,770,1,,4950,4755,15.678325687000324
