solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,30,0.5,0.1,fixed,10,435,16241,0.9908403900000002,0.3023414160000004,0.6884989739999998,19.0
0,iterative,dual,warm,30,0.5,0.1,fixed,10,435,701,18.665436284,1.2094089729999995,17.456027311,19.0
0,iterative,dual,cold,30,0.5,0.1,fixed,10,435,681,17.161397283000003,0.2861664789999878,16.875230804000015,19.0
0,once,auto,cold,30,0.5,0.1,fixed,10,435,16241,1.020001092000001,0.300469034999999,0.7195320570000021,19.0
0,iterative,auto,warm,30,0.5,0.1,fixed,10,435,671,17.683915143999997,1.0808692480000346,16.603045895999962,19.0
0,iterative,auto,cold,30,0.5,0.1,fixed,10,435,1947,51.252811751,0.49789825500003815,50.754913495999965,19.0
1,once,dual,cold,30,0.5,0.1,fixed,30,435,16241,1.1358551410000075,0.4123071639999978,0.7235479770000097,22.0
1,iterative,dual,warm,30,0.5,0.1,fixed,30,435,1001,9.83879674900001,1.0394381619999962,8.799358587000015,22.0
1,iterative,dual,cold,30,0.5,0.1,fixed,30,435,851,7.6550033540000015,0.24798444000006725,7.407018913999934,22.0
1,once,auto,cold,30,0.5,0.1,fixed,30,435,16241,1.137475376999987,0.39656054300002097,0.740914833999966,22.0
1,iterative,auto,warm,30,0.5,0.1,fixed,30,435,851,8.125998979000002,0.6685087959998555,7.4574901830001465,22.0
1,iterative,auto,cold,30,0.5,0.1,fixed,30,435,851,7.808725769000006,0.23683679799992774,7.571888971000078,22.0
2,once,dual,cold,30,0.5,0.1,fixed,100,435,16241,0.908553038000008,0.2379524360000005,0.6706006020000075,21.0
2,iterative,dual,warm,30,0.5,0.1,fixed,100,435,1201,3.9288161370000125,0.4031815430000165,3.525634593999996,21.0
2,iterative,dual,cold,30,0.5,0.1,fixed,100,435,1101,3.3736070850000033,0.16139011299995332,3.21221697200005,21.0
2,once,auto,cold,30,0.5,0.1,fixed,100,435,16241,0.9657024269999965,0.23597908200000006,0.7297233449999965,21.0
2,iterative,auto,warm,30,0.5,0.1,fixed,100,435,1001,3.227987667000008,0.2393347070000118,2.988652959999996,21.0
2,iterative,auto,cold,30,0.5,0.1,fixed,100,435,1101,3.390930945000008,0.16476249899994855,3.2261684460000595,21.0
3,once,dual,cold,30,0.5,0.1,fixed,300,435,16241,0.9635864739999818,0.2550602029999993,0.7085262709999824,20.0
3,iterative,dual,warm,30,0.5,0.1,fixed,300,435,1901,2.3568814580000037,0.2947504559999743,2.0621310020000294,20.0
3,iterative,dual,cold,30,0.5,0.1,fixed,300,435,1901,2.2824094409999987,0.23813950700002806,2.0442699339999706,20.0
3,once,auto,cold,30,0.5,0.1,fixed,300,435,16241,0.9896836329999985,0.26053705799998284,0.7291465750000157,20.0
3,iterative,auto,warm,30,0.5,0.1,fixed,300,435,1901,2.2979076529999816,0.22157101700003068,2.076336635999951,20.0
3,iterative,auto,cold,30,0.5,0.1,fixed,300,435,1601,2.0007273539999915,0.1537789639999687,1.8469483900000228,20.0
4,once,dual,cold,30,0.5,0.1,fixed,1000,435,16241,2.639233450000006,1.9670036389999837,0.6722298110000224,24.799999999999983
4,iterative,dual,warm,30,0.5,0.1,fixed,1000,435,4221,7.551703171000014,4.495747166000029,3.0559560049999845,24.79999999999997
4,iterative,dual,cold,30,0.5,0.1,fixed,1000,435,4248,3.1242300970000088,0.7233587259999581,2.4008713710000507,24.799999999999972
4,once,auto,cold,30,0.5,0.1,fixed,1000,435,16241,2.7119896170000004,1.9774789260000034,0.734510690999997,24.799999999999983
4,iterative,auto,warm,30,0.5,0.1,fixed,1000,435,3986,7.637850689000004,4.371947635999987,3.2659030530000166,24.79999999999995
4,iterative,auto,cold,30,0.5,0.1,fixed,1000,435,4765,2.8631381159999876,0.9410639490000392,1.9220741669999484,24.80000000000008
5,once,dual,cold,30,0.5,0.2,fixed,10,435,16241,2.829799441000006,2.1163160719999894,0.7134833690000164,39.37288135593217
5,iterative,dual,warm,30,0.5,0.2,fixed,10,435,2340,107.61856587800003,46.70811132000006,60.91045455799997,39.372881355932066
5,iterative,dual,cold,30,0.5,0.2,fixed,10,435,1700,45.74755147900004,1.563500448000127,44.18405103099991,39.372881355932265
5,once,auto,cold,30,0.5,0.2,fixed,10,435,16241,2.834842551999998,2.1482445469999902,0.6865980050000076,39.37288135593217
5,iterative,auto,warm,30,0.5,0.2,fixed,10,435,2274,104.435087275,45.1493880059993,59.2856992690007,39.3728813559322
5,iterative,auto,cold,30,0.5,0.2,fixed,10,435,1650,44.629770189,1.5807290769997735,43.049041112000225,39.37288135593222
6,once,dual,cold,30,0.5,0.2,fixed,30,435,16241,1.6202103449999754,0.9050366910000207,0.7151736539999547,48.999999999999964
6,iterative,dual,warm,30,0.5,0.2,fixed,30,435,1001,10.324647752000033,1.4770763500003454,8.847571401999687,49.0
6,iterative,dual,cold,30,0.5,0.2,fixed,30,435,971,9.155160630999944,0.6083170960000643,8.54684353499988,49.0
6,once,auto,cold,30,0.5,0.2,fixed,30,435,16241,1.6316659389999586,0.9039952440000434,0.7276706949999152,48.999999999999964
6,iterative,auto,warm,30,0.5,0.2,fixed,30,435,11238,255.80122552499995,184.02151905199776,71.7797064730022,48.99999999999998
6,iterative,auto,cold,30,0.5,0.2,fixed,30,435,3815,33.18996597399996,0.8076620920004416,32.38230388199952,49.00000000000003
7,once,dual,cold,30,0.5,0.2,fixed,100,435,16241,2.8844247029999224,2.174873150000053,0.7095515529998693,40.560000000000024
7,iterative,dual,warm,30,0.5,0.2,fixed,100,435,2559,17.040369993000013,8.21034886200016,8.830021130999853,40.56000000000001
7,iterative,dual,cold,30,0.5,0.2,fixed,100,435,2159,7.077502314999947,0.9897539100002177,6.087748404999729,40.56000000000006
7,once,auto,cold,30,0.5,0.2,fixed,100,435,16241,2.862210690999973,2.1744009939999387,0.6878096970000342,40.560000000000024
7,iterative,auto,warm,30,0.5,0.2,fixed,100,435,2538,15.922322672000064,7.4818943719999425,8.440428300000121,40.55999999999998
7,iterative,auto,cold,30,0.5,0.2,fixed,100,435,2170,6.996068263999973,0.8686183189996655,6.127449945000308,40.55999999999996
8,once,dual,cold,30,0.5,0.2,fixed,300,435,16241,3.5719614099999717,2.858434132999946,0.7135272770000256,49.85312500000003
8,iterative,dual,warm,30,0.5,0.2,fixed,300,435,2324,6.292772214000024,2.986556382000117,3.306215831999907,49.85312500000002
8,iterative,dual,cold,30,0.5,0.2,fixed,300,435,1993,3.595176187999982,0.7924733629999992,2.802702824999983,49.853124999999984
8,once,auto,cold,30,0.5,0.2,fixed,300,435,16241,3.5928432959999554,2.858282489999965,0.7345608059999904,49.85312500000003
