solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,120,0.5,0.1,fixed,1000,7140,1123361,3184.025115925,3125.671214866,58.353901059000236,359.9999999999729
0,iterative,auto,warm,1,,120,0.5,0.1,fixed,1000,7140,11101,194.9807443159998,146.07356576699976,48.90717854900004,359.9999999999991
1,once,auto,cold,1,,120,0.5,0.1,fixed,10000,7140,1123361,3242.891391479,3184.621222767,58.27016871200021,339.99999999999426
1,iterative,auto,warm,1,,120,0.5,0.1,fixed,10000,7140,26737,96.62973058999978,76.36273915700076,20.26699143299902,340.0000000000059
2,once,auto,cold,1,,120,0.5,0.1,fixed,100000,7140,1123361,2576.829952961999,2521.906062618,54.92389034399912,348.0000000000147
2,iterative,auto,warm,1,,120,0.5,0.1,fixed,100000,7140,197921,995.1356626340003,975.0973116780006,20.038350955999704,347.9999999999991
3,once,auto,cold,1,,120,0.5,0.1,fixed,1000000,7140,1123361,2273.7698949210007,2219.770215525001,53.99967939599992,346.00000000001694
3,iterative,auto,warm,1,,120,0.5,0.1,fixed,1000000,7140,211213,2707.591073772999,2684.152500577002,23.438573195997378,346.0000000000053
4,once,auto,cold,1,,120,0.5,0.2,fixed,1000,7140,1123361,4236.198449722,4181.92230115,54.27614857200024,747.000000000003
4,iterative,auto,warm,1,,120,0.5,0.2,fixed,1000,7140,17101,2271.8552605130026,2211.067907992001,60.787352521001594,747.0000000000034
