solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,search_proportion_used,current_threshold,variables,constraints,cpu_time
0,once,auto,cold,1,,0,120,0.5,0.1,fixed,1000,1123360,1123360,1,,7140,1123361,3125.671214866
0,iterative,auto,warm,1,,0,120,0.5,0.1,fixed,1000,100,100,1,,7140,101,0.014891660000103002
0,iterative,auto,warm,1,,1,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,1101,0.0510870690000047
0,iterative,auto,warm,1,,2,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,2101,0.10349666199999774
0,iterative,auto,warm,1,,3,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,3101,0.14637268100022993
0,iterative,auto,warm,1,,4,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,4101,0.12698443299996143
0,iterative,auto,warm,1,,5,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,5101,1.4469937669996398
0,iterative,auto,warm,1,,6,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,6101,7.902023955999994
0,iterative,auto,warm,1,,7,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,7101,23.325002803999723
0,iterative,auto,warm,1,,8,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,8101,51.79079852799987
0,iterative,auto,warm,1,,9,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,9101,58.432848554999964
0,iterative,auto,warm,1,,10,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,10101,2.6713104530003875
0,iterative,auto,warm,1,,11,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,11101,0.061755198999890126
1,once,auto,cold,1,,0,120,0.5,0.1,fixed,10000,1123360,1123360,1,,7140,1123361,3184.621222767
1,iterative,auto,warm,1,,0,120,0.5,0.1,fixed,10000,100,100,1,,7140,101,0.014794408999478037
1,iterative,auto,warm,1,,1,120,0.5,0.1,fixed,10000,10000,10000,1,,7140,10101,5.3339023730004556
1,iterative,auto,warm,1,,2,120,0.5,0.1,fixed,10000,10000,10000,1,,7140,20101,67.6772664300006
1,iterative,auto,warm,1,,3,120,0.5,0.1,fixed,10000,10000,6402,1,,7140,26503,3.2389098229996307
1,iterative,auto,warm,1,,4,120,0.5,0.1,fixed,10000,10000,234,1,,7140,26737,0.09786612200059608
2,once,auto,cold,1,,0,120,0.5,0.1,fixed,100000,1123360,1123360,1,,7140,1123361,2521.906062618
2,iterative,auto,warm,1,,0,120,0.5,0.1,fixed,100000,100,100,1,,7140,101,0.014177676999679534
2,iterative,auto,warm,1,,1,120,0.5,0.1,fixed,100000,100000,99544,1,,7140,99645,397.64835802200105
2,iterative,auto,warm,1,,2,120,0.5,0.1,fixed,100000,100000,98276,1,,7140,197921,577.4347759789998
3,once,auto,cold,1,,0,120,0.5,0.1,fixed,1000000,1123360,1123360,1,,7140,1123361,2219.770215525001
3,iterative,auto,warm,1,,0,120,0.5,0.1,fixed,1000000,100,100,1,,7140,101,0.013380420999965281
3,iterative,auto,warm,1,,1,120,0.5,0.1,fixed,1000000,1000000,132288,1,,7140,132389,1629.2804375740016
3,iterative,auto,warm,1,,2,120,0.5,0.1,fixed,1000000,1000000,76716,1,,7140,209105,1053.060311362
3,iterative,auto,warm,1,,3,120,0.5,0.1,fixed,1000000,1000000,2108,1,,7140,211213,1.7983712200002628
4,once,auto,cold,1,,0,120,0.5,0.2,fixed,1000,1123360,1123360,1,,7140,1123361,4181.92230115
4,iterative,auto,warm,1,,0,120,0.5,0.2,fixed,1000,100,100,1,,7140,101,0.013353097998333396
4,iterative,auto,warm,1,,1,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,1101,0.04517160899922601
4,iterative,auto,warm,1,,2,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,2101,0.08251416599887307
4,iterative,auto,warm,1,,3,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,3101,0.07962561599924811
4,iterative,auto,warm,1,,4,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,4101,0.175748621000821
4,iterative,auto,warm,1,,5,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,5101,3.2216924029999063
4,iterative,auto,warm,1,,6,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,6101,16.285894582000765
4,iterative,auto,warm,1,,7,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,7101,35.580284268999094
4,iterative,auto,warm,1,,8,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,8101,63.1009298780009
4,iterative,auto,warm,1,,9,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,9101,99.6418341130011
4,iterative,auto,warm,1,,10,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,10101,145.4924749649981
4,iterative,auto,warm,1,,11,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,11101,219.29942365900206
4,iterative,auto,warm,1,,12,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,12101,275.9688406630012
4,iterative,auto,warm,1,,13,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,13101,323.6300628839999
4,iterative,auto,warm,1,,14,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,14101,332.28386361400044
4,iterative,auto,warm,1,,15,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,15101,316.1391030199993
4,iterative,auto,warm,1,,16,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,16101,300.5369190140009
4,iterative,auto,warm,1,,17,120,0.5,0.2,fixed,1000,1000,1000,1,,7140,17101,79.49017181800082
