solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
7,iterative,auto,warm,1,,True,0,110,0.5,0.2,fixed,1000,100,100,0,1,,5995,101,0.011772046998885344
7,iterative,auto,warm,1,,True,1,110,0.5,0.2,fixed,1000,1000,1000,100,1,,5995,1001,0.037822242000402184
7,iterative,auto,warm,1,,True,2,110,0.5,0.2,fixed,1000,1000,1000,1000,1,,5995,1001,0.03286207899873261
7,iterative,auto,warm,1,,True,3,110,0.5,0.2,fixed,1000,1000,1000,1000,1,,5995,1001,0.035053072999289725
7,iterative,auto,warm,1,,True,4,110,0.5,0.2,fixed,1000,1000,1000,559,1,,5995,1442,0.05222226200021396
7,iterative,auto,warm,1,,True,5,110,0.5,0.2,fixed,1000,1000,1000,560,1,,5995,1882,0.07142094099981477
7,iterative,auto,warm,1,,True,6,110,0.5,0.2,fixed,1000,1000,1000,359,1,,5995,2523,0.12093882400040457
7,iterative,auto,warm,1,,True,7,110,0.5,0.2,fixed,1000,1000,1000,472,1,,5995,3051,0.19335538400082442
7,iterative,auto,warm,1,,True,8,110,0.5,0.2,fixed,1000,1000,1000,782,1,,5995,3269,0.24005513900010556
7,iterative,auto,warm,1,,True,9,110,0.5,0.2,fixed,1000,1000,1000,816,1,,5995,3453,0.2834862419986166
7,iterative,auto,warm,1,,True,10,110,0.5,0.2,fixed,1000,1000,1000,811,1,,5995,3642,0.33939508499861404
7,iterative,auto,warm,1,,True,11,110,0.5,0.2,fixed,1000,1000,1000,801,1,,5995,3841,0.5070362480000767
7,iterative,auto,warm,1,,True,12,110,0.5,0.2,fixed,1000,1000,1000,893,1,,5995,3948,0.6532051549984317
7,iterative,auto,warm,1,,True,13,110,0.5,0.2,fixed,1000,1000,1000,813,1,,5995,4135,1.1317705689998547
7,iterative,auto,warm,1,,True,14,110,0.5,0.2,fixed,1000,1000,1000,890,1,,5995,4245,2.403303036999205
7,iterative,auto,warm,1,,True,15,110,0.5,0.2,fixed,1000,1000,1000,817,1,,5995,4428,3.903826558000219
7,iterative,auto,warm,1,,True,16,110,0.5,0.2,fixed,1000,1000,1000,868,1,,5995,4560,5.0188609389988414
7,iterative,auto,warm,1,,True,17,110,0.5,0.2,fixed,1000,1000,1000,870,1,,5995,4690,7.028224411000338
7,iterative,auto,warm,1,,True,18,110,0.5,0.2,fixed,1000,1000,1000,859,1,,5995,4831,7.860745791998852
7,iterative,auto,warm,1,,True,19,110,0.5,0.2,fixed,1000,1000,1000,857,1,,5995,4974,12.363550763000603
7,iterative,auto,warm,1,,True,20,110,0.5,0.2,fixed,1000,1000,1000,800,1,,5995,5174,15.685646686999462
7,iterative,auto,warm,1,,True,21,110,0.5,0.2,fixed,1000,1000,1000,833,1,,5995,5341,20.264726718998645
7,iterative,auto,warm,1,,True,22,110,0.5,0.2,fixed,1000,1000,1000,851,1,,5995,5490,25.311359381999864
7,iterative,auto,warm,1,,True,23,110,0.5,0.2,fixed,1000,1000,1000,865,1,,5995,5625,29.09785542300051
7,iterative,auto,warm,1,,True,24,110,0.5,0.2,fixed,1000,1000,1000,898,1,,5995,5727,32.8968306379993
7,iterative,auto,warm,1,,True,25,110,0.5,0.2,fixed,1000,1000,1000,906,1,,5995,5821,37.63083470499987
7,iterative,auto,warm,1,,True,26,110,0.5,0.2,fixed,1000,1000,1000,903,1,,5995,5918,39.56729441900097
7,iterative,auto,warm,1,,True,27,110,0.5,0.2,fixed,1000,1000,1000,933,1,,5995,5985,45.44985118400109
7,iterative,auto,warm,1,,True,28,110,0.5,0.2,fixed,1000,1000,1000,892,1,,5995,6093,52.28669354399972
7,iterative,auto,warm,1,,True,29,110,0.5,0.2,fixed,1000,1000,1000,966,1,,5995,6127,51.91049095299968
7,iterative,auto,warm,1,,True,30,110,0.5,0.2,fixed,1000,1000,1000,940,1,,5995,6187,54.31506471799912
7,iterative,auto,warm,1,,True,31,110,0.5,0.2,fixed,1000,1000,1000,941,1,,5995,6246,58.731909047000954
7,iterative,auto,warm,1,,True,32,110,0.5,0.2,fixed,1000,1000,1000,945,1,,5995,6301,59.09694549800042
7,iterative,auto,warm,1,,True,33,110,0.5,0.2,fixed,1000,1000,1000,975,1,,5995,6326,60.76067274699926
7,iterative,auto,warm,1,,True,34,110,0.5,0.2,fixed,1000,1000,1000,969,1,,5995,6357,60.892643729001065
7,iterative,auto,warm,1,,True,35,110,0.5,0.2,fixed,1000,1000,1000,958,1,,5995,6399,63.428987960000086
7,iterative,auto,warm,1,,True,36,110,0.5,0.2,fixed,1000,1000,1000,1012,1,,5995,6387,57.51067490400055
7,iterative,auto,warm,1,,True,37,110,0.5,0.2,fixed,1000,1000,1000,1003,1,,5995,6384,60.75565888500023
7,iterative,auto,warm,1,,True,38,110,0.5,0.2,fixed,1000,1000,1000,1026,1,,5995,6358,55.19353596600013
7,iterative,auto,warm,1,,True,39,110,0.5,0.2,fixed,1000,1000,1000,998,1,,5995,6360,54.70944948500073
7,iterative,auto,warm,1,,True,40,110,0.5,0.2,fixed,1000,1000,1000,1014,1,,5995,6346,47.484928066000066
7,iterative,auto,warm,1,,True,41,110,0.5,0.2,fixed,1000,1000,1000,988,1,,5995,6358,50.00439802799883
7,iterative,auto,warm,1,,True,42,110,0.5,0.2,fixed,1000,1000,1000,1035,1,,5995,6323,45.75899454499995
7,iterative,auto,warm,1,,True,43,110,0.5,0.2,fixed,1000,1000,1000,974,1,,5995,6349,44.64681550499881
7,iterative,auto,warm,1,,True,44,110,0.5,0.2,fixed,1000,1000,1000,973,1,,5995,6376,49.58773610000026
7,iterative,auto,warm,1,,True,45,110,0.5,0.2,fixed,1000,1000,1000,941,1,,5995,6435,48.978631346999464
