solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,search_proportion_used,current_threshold,variables,constraints,cpu_time
0,iterative,auto,warm,0.01,,0,160,0.5,0.1,fixed,1000,100,100,1,,12720,101,0.022689584999998402
0,iterative,auto,warm,0.01,,1,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,1101,0.11544761399999715
0,iterative,auto,warm,0.01,,2,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,2101,0.12709406800000522
0,iterative,auto,warm,0.01,,3,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,3101,0.1866528640000027
0,iterative,auto,warm,0.01,,4,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,4101,0.2673465109999995
0,iterative,auto,warm,0.01,,5,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,5101,0.41248780599999435
0,iterative,auto,warm,0.01,,6,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,6101,0.21636550400000232
0,iterative,auto,warm,0.01,,7,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,7101,0.17171022600000185
0,iterative,auto,warm,0.01,,8,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,8101,0.5170553640000008
0,iterative,auto,warm,0.01,,9,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,9101,4.728917553000002
0,iterative,auto,warm,0.01,,10,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,10101,20.257170887000008
0,iterative,auto,warm,0.01,,11,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,11101,47.847726346
0,iterative,auto,warm,0.01,,12,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,12101,107.54705561899999
0,iterative,auto,warm,0.01,,13,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,13101,174.21815778199996
0,iterative,auto,warm,0.01,,14,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,14101,237.06276505300002
0,iterative,auto,warm,0.01,,15,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,15101,312.56672192299993
0,iterative,auto,warm,0.01,,16,160,0.5,0.1,fixed,1000,1000,1000,0.01,,12720,16101,55.15632150500005
0,iterative,auto,warm,0.01,,17,160,0.5,0.1,fixed,1000,1000,1000,1,,12720,17101,5.357124975999909
0,iterative,auto,warm,0.1,,0,160,0.5,0.1,fixed,1000,100,100,1,,12720,101,0.02316990799999985
0,iterative,auto,warm,0.1,,1,160,0.5,0.1,fixed,1000,1000,1000,0.1,,12720,1101,0.12489910899989809
0,iterative,auto,warm,0.1,,2,160,0.5,0.1,fixed,1000,1000,1000,0.1,,12720,2101,0.126108707999947
