solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,1,,150,0.5,0.1,fixed,1000,11175,2205201,5797.690182993,5671.9062550359995,125.78392795700074,528.0000000000061
0,iterative,auto,warm,0.01,,150,0.5,0.1,fixed,1000,11175,15101,531.3600728000001,493.90055340300114,37.459519396998985,527.9999999999959
0,iterative,auto,warm,0.1,,150,0.5,0.1,fixed,1000,11175,14689,380.8308373739992,322.4981953289989,58.332642045000284,527.9999999999955
0,iterative,auto,warm,1,0.5,150,0.5,0.1,fixed,1000,11175,16101,588.9461752060006,550.6137367360006,38.33243846999994,527.9999999999977
0,iterative,auto,warm,1,0.9,150,0.5,0.1,fixed,1000,11175,15918,620.7868297309997,571.3547447050005,49.432085025999186,528.0000000000052
1,once,auto,cold,1,,150,0.5,0.1,fixed,10000,11175,2205201,4523.161908073001,4398.912267383,124.24964069000089,551.9999999999945
1,iterative,auto,warm,0.01,,150,0.5,0.1,fixed,10000,11175,33301,459.68480646900025,419.9194982079971,39.765308261003156,552.0000000000107
1,iterative,auto,warm,0.1,,150,0.5,0.1,fixed,10000,11175,37789,1020.8371123780016,985.9444361859987,34.89267619200291,551.9999999999966
1,iterative,auto,warm,1,0.5,150,0.5,0.1,fixed,10000,11175,32257,849.6238589469995,806.2285488189991,43.39531012800035,551.9999999999978
1,iterative,auto,warm,1,0.9,150,0.5,0.1,fixed,10000,11175,30422,633.6871199300003,589.9937805940008,43.69333933599955,552.000000000003
