solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,variables,constraints,cpu_time
0,once,dual,cold,0,100,0.5,0.1,proportion,0.01,646800,646800,4950,646801,176.924926817
0,iterative,dual,warm,0,100,0.5,0.1,proportion,0.01,100,100,4950,101,0.010066666000000168
0,iterative,dual,warm,1,100,0.5,0.1,proportion,0.01,6468,6468,4950,6569,0.27326654499998426
0,iterative,dual,warm,2,100,0.5,0.1,proportion,0.01,6468,6468,4950,13037,3.538599204999997
0,iterative,dual,warm,3,100,0.5,0.1,proportion,0.01,6468,6468,4950,19505,3.903288513999996
0,iterative,dual,warm,4,100,0.5,0.1,proportion,0.01,6468,6468,4950,25973,21.06153531000001
0,iterative,dual,warm,5,100,0.5,0.1,proportion,0.01,6468,6468,4950,32441,60.18351822699998
0,iterative,dual,warm,6,100,0.5,0.1,proportion,0.01,6468,6468,4950,38909,280.145011439
0,iterative,dual,warm,7,100,0.5,0.1,proportion,0.01,6468,6468,4950,45377,896.2072233179999
0,iterative,dual,warm,8,100,0.5,0.1,proportion,0.01,6468,6468,4950,51845,2571.431086851
0,iterative,dual,warm,9,100,0.5,0.1,proportion,0.01,6468,6468,4950,58313,59.656219023999256
0,iterative,dual,warm,10,100,0.5,0.1,proportion,0.01,6468,6468,4950,64781,55.05238783000004
0,iterative,dual,warm,11,100,0.5,0.1,proportion,0.01,6468,6468,4950,71249,64.05015348899997
0,iterative,dual,warm,12,100,0.5,0.1,proportion,0.01,6468,6468,4950,77717,64.74563679899984
0,iterative,dual,warm,13,100,0.5,0.1,proportion,0.01,6468,6468,4950,84185,66.79100484799983
0,iterative,dual,warm,14,100,0.5,0.1,proportion,0.01,6468,6468,4950,90653,74.40469418900011
0,iterative,dual,warm,15,100,0.5,0.1,proportion,0.01,6468,6468,4950,97121,78.79229330900034
0,iterative,dual,warm,16,100,0.5,0.1,proportion,0.01,6468,6468,4950,103589,74.8018746280004
0,iterative,dual,warm,17,100,0.5,0.1,proportion,0.01,6468,6468,4950,110057,70.32012081799985
0,iterative,dual,warm,18,100,0.5,0.1,proportion,0.01,6468,6468,4950,116525,76.55966664700009
0,iterative,dual,warm,19,100,0.5,0.1,proportion,0.01,6468,6468,4950,122993,83.19998471599956
0,iterative,dual,warm,20,100,0.5,0.1,proportion,0.01,6468,6468,4950,129461,85.66099487000065
0,iterative,dual,warm,21,100,0.5,0.1,proportion,0.01,6468,6468,4950,135929,86.70266670899946
0,iterative,dual,warm,22,100,0.5,0.1,proportion,0.01,6468,6468,4950,142397,92.3561043209993
0,iterative,dual,warm,23,100,0.5,0.1,proportion,0.01,6468,6468,4950,148865,86.85093629400035
0,iterative,dual,warm,24,100,0.5,0.1,proportion,0.01,6468,6468,4950,155333,93.10863578699991
0,iterative,dual,warm,25,100,0.5,0.1,proportion,0.01,6468,6468,4950,161801,82.49058005400002
0,iterative,dual,warm,26,100,0.5,0.1,proportion,0.01,6468,6468,4950,168269,87.18860650700026
0,iterative,dual,warm,27,100,0.5,0.1,proportion,0.01,6468,6468,4950,174737,89.37004372199954
0,iterative,dual,warm,28,100,0.5,0.1,proportion,0.01,6468,6468,4950,181205,91.73454731399943
0,iterative,dual,warm,29,100,0.5,0.1,proportion,0.01,6468,6468,4950,187673,94.70015764599975
0,iterative,dual,warm,30,100,0.5,0.1,proportion,0.01,6468,6468,4950,194141,93.05855899400012
