solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,20,0.5,0.1,fixed,10,190,4561,0.4018150069999997,0.19424502200000004,0.20756998499999968,13.833333333333345
0,iterative,dual,warm,20,0.5,0.1,fixed,10,190,756,6.679237857,1.7965136760000036,4.882724180999997,13.833333333333334
0,iterative,dual,cold,20,0.5,0.1,fixed,10,190,591,3.7249132199999995,0.1590966300000023,3.565816589999997,13.833333333333327
0,once,auto,cold,20,0.5,0.1,fixed,10,190,4561,0.3921302630000003,0.1913773120000002,0.20075295100000012,13.833333333333345
0,iterative,auto,warm,20,0.5,0.1,fixed,10,190,754,6.7529004829999995,1.906210107000005,4.846690375999994,13.833333333333329
0,iterative,auto,cold,20,0.5,0.1,fixed,10,190,635,4.143384795999999,0.18982618799999784,3.9535586080000016,13.833333333333332
1,once,dual,cold,20,0.5,0.1,fixed,30,190,4561,0.23237185400000016,0.035752370000000866,0.1966194839999993,7.0
1,iterative,dual,warm,20,0.5,0.1,fixed,30,190,371,0.8648268839999993,0.05780187399999548,0.8070250100000038,7.0
1,iterative,dual,cold,20,0.5,0.1,fixed,30,190,371,0.7927177279999995,0.02497647599999908,0.7677412520000004,7.0
1,once,auto,cold,20,0.5,0.1,fixed,30,190,4561,0.23548411900000232,0.03562121499999904,0.19986290400000328,7.0
1,iterative,auto,warm,20,0.5,0.1,fixed,30,190,401,0.904418322999998,0.06361708600000071,0.8408012369999973,7.0
1,iterative,auto,cold,20,0.5,0.1,fixed,30,190,311,0.642089458000001,0.016537319999997635,0.6255521380000033,7.0
2,once,dual,cold,20,0.5,0.1,fixed,100,190,4561,0.2566213200000007,0.059577973999999756,0.19704334600000095,9.0
2,iterative,dual,warm,20,0.5,0.1,fixed,100,190,501,0.43832054799999653,0.031881455000000614,0.4064390929999959,9.0
2,iterative,dual,cold,20,0.5,0.1,fixed,100,190,501,0.42476282400000187,0.024218159000000128,0.40054466500000174,9.0
2,once,auto,cold,20,0.5,0.1,fixed,100,190,4561,0.2582034709999981,0.05938776800000056,0.1988157029999975,9.0
2,iterative,auto,warm,20,0.5,0.1,fixed,100,190,601,0.5182094960000008,0.04127688100000171,0.47693261499999906,9.0
2,iterative,auto,cold,20,0.5,0.1,fixed,100,190,1001,0.8093408139999987,0.034676700999998644,0.774664113,9.0
3,once,dual,cold,20,0.5,0.1,fixed,300,190,4561,0.2502029770000007,0.05378739300000035,0.19641558400000036,9.0
3,iterative,dual,warm,20,0.5,0.1,fixed,300,190,735,0.3551371959999976,0.02662364399999717,0.32851355200000043,9.0
3,iterative,dual,cold,20,0.5,0.1,fixed,300,190,701,0.2737809879999986,0.013914972999998554,0.25986601500000006,9.0
3,once,auto,cold,20,0.5,0.1,fixed,300,190,4561,0.25083282199999957,0.053782595000001265,0.1970502269999983,9.0
3,iterative,auto,warm,20,0.5,0.1,fixed,300,190,906,0.36910130300000077,0.034025721000006115,0.33507558199999465,9.0
3,iterative,auto,cold,20,0.5,0.1,fixed,300,190,701,0.27272436399999833,0.01166607599999736,0.26105828800000097,9.0
4,once,dual,cold,20,0.5,0.1,fixed,1000,190,4561,0.41619383900000173,0.21915558100000254,0.1970382579999992,16.842105263157887
4,iterative,dual,warm,20,0.5,0.1,fixed,1000,190,2223,1.640515231000002,0.9595554770000163,0.6809597539999857,16.8421052631579
4,iterative,dual,cold,20,0.5,0.1,fixed,1000,190,1969,0.533720658,0.105058537000005,0.428662120999995,16.8421052631579
4,once,auto,cold,20,0.5,0.1,fixed,1000,190,4561,0.4510036349999993,0.21947687299999785,0.23152676200000144,16.842105263157887
4,iterative,auto,warm,20,0.5,0.1,fixed,1000,190,1213,0.9687588869999999,0.41540864999999627,0.5533502370000036,16.842105263157883
4,iterative,auto,cold,20,0.5,0.1,fixed,1000,190,1476,0.5462808039999985,0.11857455299999486,0.4277062510000036,16.842105263157897
5,once,dual,cold,20,0.5,0.2,fixed,10,190,4561,0.39227181799999755,0.19748657499999922,0.19478524299999833,24.375
5,iterative,dual,warm,20,0.5,0.2,fixed,10,190,686,5.810326953000001,1.5350610959999997,4.275265857000001,24.374999999999993
5,iterative,dual,cold,20,0.5,0.2,fixed,10,190,527,3.290007183,0.13368856600001067,3.1563186169999895,24.374999999999993
5,once,auto,cold,20,0.5,0.2,fixed,10,190,4561,0.41084311299999854,0.197939937000001,0.21290317599999753,24.375
5,iterative,auto,warm,20,0.5,0.2,fixed,10,190,682,5.749356437000003,1.5192856090000078,4.230070827999995,24.375
5,iterative,auto,cold,20,0.5,0.2,fixed,10,190,528,3.2954376459999963,0.13898169400004434,3.156455951999952,24.375
6,once,dual,cold,20,0.5,0.2,fixed,30,190,4561,0.3063735950000037,0.05281815699999726,0.25355543800000646,10.0
6,iterative,dual,warm,20,0.5,0.2,fixed,30,190,371,0.8269959149999977,0.05715635399999286,0.7698395610000048,10.0
6,iterative,dual,cold,20,0.5,0.2,fixed,30,190,401,0.8775036910000011,0.038955220999987716,0.8385484700000134,10.0
6,once,auto,cold,20,0.5,0.2,fixed,30,190,4561,0.26223695400000224,0.05297661600000225,0.209260338,10.0
6,iterative,auto,warm,20,0.5,0.2,fixed,30,190,401,0.9285841129999994,0.08452657800002328,0.8440575349999762,10.0
6,iterative,auto,cold,20,0.5,0.2,fixed,30,190,431,0.9493961089999985,0.03993262199999492,0.9094634870000036,10.0
7,once,dual,cold,20,0.5,0.2,fixed,100,190,4561,0.34285962499999556,0.14345344699999885,0.19940617799999671,17.99999999999998
7,iterative,dual,warm,20,0.5,0.2,fixed,100,190,801,0.7495871599999973,0.13412657099999592,0.6154605890000013,18.0
7,iterative,dual,cold,20,0.5,0.2,fixed,100,190,701,0.609993308,0.06648227399998774,0.5435110340000122,18.0
7,once,auto,cold,20,0.5,0.2,fixed,100,190,4561,0.34314004299999823,0.14257167299999907,0.20056836999999916,17.99999999999998
7,iterative,auto,warm,20,0.5,0.2,fixed,100,190,901,0.8617826580000028,0.18136056799999523,0.6804220900000075,18.0
7,iterative,auto,cold,20,0.5,0.2,fixed,100,190,501,0.4907908219999939,0.05425096700001575,0.43653985499997816,18.0
8,once,dual,cold,20,0.5,0.2,fixed,300,190,4561,0.3909999859999971,0.1943668669999994,0.1966331189999977,14.64000000000002
8,iterative,dual,warm,20,0.5,0.2,fixed,300,190,1149,1.103605477000002,0.4803342869999909,0.6232711900000112,14.64000000000001
8,iterative,dual,cold,20,0.5,0.2,fixed,300,190,1264,0.6612950199999972,0.09255575299999919,0.568739266999998,14.640000000000006
8,once,auto,cold,20,0.5,0.2,fixed,300,190,4561,0.3953206300000005,0.19386925300000257,0.20145137699999793,14.64000000000002
8,iterative,auto,warm,20,0.5,0.2,fixed,300,190,1181,1.2255476019999918,0.5407912860000152,0.6847563159999766,14.639999999999997
8,iterative,auto,cold,20,0.5,0.2,fixed,300,190,1455,0.6596077930000064,0.10400583300000221,0.5556019600000042,14.640000000000004
9,once,dual,cold,20,0.5,0.2,fixed,1000,190,4561,0.3912940149999997,0.19419719100000066,0.19709682399999906,19.300000000000004
9,iterative,dual,warm,20,0.5,0.2,fixed,1000,190,1199,1.0778574269999979,0.4709210599999807,0.6069363670000172,19.3
9,iterative,dual,cold,20,0.5,0.2,fixed,1000,190,1135,0.39542402200000026,0.07388411499999847,0.3215399070000018,19.300000000000004
9,once,auto,cold,20,0.5,0.2,fixed,1000,190,4561,0.426161221000001,0.19425096300000178,0.2319102579999992,19.300000000000004
9,iterative,auto,warm,20,0.5,0.2,fixed,1000,190,1123,0.8110607320000014,0.308471028999989,0.5025897030000124,19.3
9,iterative,auto,cold,20,0.5,0.2,fixed,1000,190,1179,0.44523549700001297,0.06321136799999749,0.3820241290000155,19.299999999999997
10,once,dual,cold,20,0.8,0.1,fixed,10,190,4561,0.21694269600000382,0.02115271899999982,0.195789977000004,11.0
10,iterative,dual,warm,20,0.8,0.1,fixed,10,190,211,0.9592368879999924,0.039873194000023204,0.9193636939999692,11.0
10,iterative,dual,cold,20,0.8,0.1,fixed,10,190,211,0.9302767730000028,0.012910713999986001,0.9173660590000168,11.0
10,once,auto,cold,20,0.8,0.1,fixed,10,190,4561,0.21963283400000932,0.021168148000000997,0.19846468600000833,11.0
10,iterative,auto,warm,20,0.8,0.1,fixed,10,190,211,0.9594982490000064,0.037724693999976466,0.9217735550000299,11.0
10,iterative,auto,cold,20,0.8,0.1,fixed,10,190,221,1.0082765850000044,0.014991295999962517,0.9932852890000419,11.0
11,once,dual,cold,20,0.8,0.1,fixed,30,190,4561,0.2215971250000024,0.025817543000002274,0.19577958200000012,12.0
11,iterative,dual,warm,20,0.8,0.1,fixed,30,190,251,0.5329288329999997,0.018156854000025646,0.5147719789999741,12.0
11,iterative,dual,cold,20,0.8,0.1,fixed,30,190,281,0.5631132169999944,0.011297984000009365,0.551815232999985,12.0
11,once,auto,cold,20,0.8,0.1,fixed,30,190,4561,0.22299792700000864,0.025661905999996293,0.19733602100001235,12.0
11,iterative,auto,warm,20,0.8,0.1,fixed,30,190,281,0.5737929649999955,0.02455338100001825,0.5492395839999773,12.0
11,iterative,auto,cold,20,0.8,0.1,fixed,30,190,315,0.704251376000002,0.012898796999991191,0.6913525790000108,12.0
12,once,dual,cold,20,0.8,0.1,fixed,100,190,4561,0.23076966899999718,0.02854921800000909,0.2022204509999881,12.0
