solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,90,0.5,0.1,fixed,10,0,1,4005,469921,570.0875587300001,548.210597405,21.876961325000025,196.99999999999474
0,iterative,dual,warm,90,0.5,0.1,fixed,10,0,0.0001,4005,165742,4447.123317761,2090.404942216981,2356.718375544019,196.99999999997294
1,once,auto,cold,90,0.5,0.1,fixed,10,1,1,4005,469921,534.9758271780001,513.5388623910003,21.43696478699985,205.00000000002032
1,iterative,dual,warm,90,0.5,0.1,fixed,10,1,0.001,4005,134873,2838.6710742700006,1367.7943560960257,1470.876718173975,205.00000000000793
2,once,auto,cold,90,0.5,0.1,fixed,10,2,1,4005,469921,470.42950465600006,448.6530440639999,21.77646059200015,220.00000000000819
2,iterative,dual,warm,90,0.5,0.1,fixed,10,2,0.01,4005,131137,3338.132357921,1175.1205904400395,2163.0117674809608,220.00000000000125
3,once,auto,cold,90,0.5,0.1,fixed,10,3,1,4005,469921,514.0234679300011,491.6251473270004,22.398320603000684,200.00000000002748
3,iterative,dual,warm,90,0.5,0.1,fixed,10,3,0.1,4005,105244,10974.406823685,751.1523156692692,10223.25450801573,200.00000000000128
4,once,auto,cold,90,0.5,0.1,fixed,30,0,1,4005,469921,457.9444366479984,436.32043946200065,21.623997185997723,196.00000000001657
4,iterative,dual,warm,90,0.5,0.1,fixed,30,0,0.0001,4005,163573,1803.0225699059993,796.9249030658975,1006.0976668401017,195.99999999999756
5,once,auto,cold,90,0.5,0.1,fixed,30,1,1,4005,469921,565.655945773,544.1077387980004,21.54820697499963,190.0000000000292
5,iterative,dual,warm,90,0.5,0.1,fixed,30,1,0.001,4005,166404,1575.2166036390008,876.3330571610204,698.8835464779804,189.99999999999832
6,once,auto,cold,90,0.5,0.1,fixed,30,2,1,4005,469921,464.13320881099935,442.7597232650005,21.373485545998847,193.99999999999878
6,iterative,dual,warm,90,0.5,0.1,fixed,30,2,0.01,4005,144776,1368.4657129049992,522.6549925389081,845.8107203660911,194.0000000000069
7,once,auto,cold,90,0.5,0.1,fixed,30,3,1,4005,469921,512.0139878009977,490.9601388400006,21.05384896099713,195.00000000000546
7,iterative,dual,warm,90,0.5,0.1,fixed,30,3,0.1,4005,134642,4595.304041896001,432.0754323439505,4163.22860955205,195.00000000000267
8,once,auto,cold,90,0.5,0.1,fixed,100,0,1,4005,469921,535.5136385279984,513.9445534740007,21.569085053997696,207.9999999999985
8,iterative,dual,warm,90,0.5,0.1,fixed,100,0,0.001,4005,176188,750.0976405830006,324.999083619914,425.0985569630866,208.000000000013
9,once,auto,cold,90,0.5,0.1,fixed,100,1,1,4005,469921,458.5581476160005,437.012437823003,21.545709792997513,219.99999999999065
9,iterative,dual,warm,90,0.5,0.1,fixed,100,1,0.01,4005,153639,598.6081756919957,215.82725841391948,382.78091727807623,219.99999999999994
10,once,auto,cold,90,0.5,0.1,fixed,100,2,1,4005,469921,436.7709215799987,415.5772718529988,21.193649726999865,206.00000000000156
10,iterative,dual,warm,90,0.5,0.1,fixed,100,2,0.1,4005,86248,975.5479077620039,68.05308897894429,907.4948187830596,205.99999999999778
11,once,auto,cold,90,0.5,0.1,fixed,100,3,1,4005,469921,549.5090567950028,527.8640441789976,21.64501261600526,212.9999999999973
11,iterative,dual,warm,90,0.5,0.1,fixed,100,3,1,4005,150486,11085.322196362999,232.28318233599566,10853.039014027003,213.0000000000028
12,once,auto,cold,90,0.5,0.1,fixed,300,0,1,4005,469921,432.61573062600655,410.8593771329979,21.756353493008646,203.99999999999596
12,iterative,dual,warm,90,0.5,0.1,fixed,300,0,0.001,4005,165530,366.3123377919983,114.21560919096373,252.09672860103456,204.0000000000005
13,once,auto,cold,90,0.5,0.1,fixed,300,1,1,4005,469921,445.38101359199936,424.3243044819974,21.056709110001975,199.99999999998022
13,iterative,dual,warm,90,0.5,0.1,fixed,300,1,0.01,4005,175457,363.66662984600407,146.23144455304282,217.43518529296125,200.0000000000223
14,once,auto,cold,90,0.5,0.1,fixed,300,2,1,4005,469921,442.4245946209994,421.3240171569996,21.100577463999798,197.99999999999315
14,iterative,dual,warm,90,0.5,0.1,fixed,300,2,0.1,4005,148406,588.4952600819961,68.7421406340145,519.7531194479816,198.00000000000105
15,once,auto,cold,90,0.5,0.1,fixed,300,3,1,4005,469921,445.5011957520037,424.37089221899805,21.130303533005645,183.00000000000443
15,iterative,dual,warm,90,0.5,0.1,fixed,300,3,1,4005,127122,3199.468748542,71.98130752397992,3127.48744101802,182.99999999999943
16,once,auto,cold,90,0.5,0.1,fixed,1000,0,1,4005,469921,522.9786689450048,501.732249804998,21.246419140006765,195.00000000000108
16,iterative,dual,warm,90,0.5,0.1,fixed,1000,0,0.01,4005,147337,221.9536563319998,38.59696892496868,183.35668740703113,194.99999999999562
17,once,auto,cold,90,0.5,0.1,fixed,1000,1,1,4005,469921,459.5829654170011,438.2550038939953,21.327961523005797,213.00000000000335
17,iterative,dual,warm,90,0.5,0.1,fixed,1000,1,0.1,4005,81510,182.73344609900232,23.397306259983452,159.33613983901887,212.9999999999998
