solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,iterative,auto,warm,0.01,,190,0.5,0.1,fixed,1000,17955,22475,2693.2675550669996,2576.126391546999,117.14116352000065,916.9999999999967
0,iterative,auto,warm,0.1,,190,0.5,0.1,fixed,1000,17955,21101,2201.0893030499997,2015.0442036560016,186.04509939399804,916.9999999999955
0,iterative,auto,warm,1,0.5,190,0.5,0.1,fixed,1000,17955,24101,3657.193901869001,3531.8139853910025,125.37991647799845,917.0000000000038
0,iterative,auto,warm,1,0.9,190,0.5,0.1,fixed,1000,17955,23957,3703.8605143940003,3577.2260427560013,126.63447163799901,916.9999999999893
1,iterative,auto,warm,0.01,,190,0.5,0.1,fixed,10000,17955,44565,871.3625905359986,756.9558779409999,114.40671259499868,886.0000000000041
1,iterative,auto,warm,0.1,,190,0.5,0.1,fixed,10000,17955,45325,794.4022939959996,677.9270840560002,116.47520993999933,886.0000000000034
1,iterative,auto,warm,1,0.5,190,0.5,0.1,fixed,10000,17955,43580,1007.8616007189994,912.4882597899996,95.37334092899982,885.9999999999859
1,iterative,auto,warm,1,0.9,190,0.5,0.1,fixed,10000,17955,44496,1045.8150101160008,946.5344438979992,99.2805662180017,886.0000000000018
2,iterative,auto,warm,0.01,,190,0.5,0.2,fixed,1000,17955,36101,56876.852298745005,56763.842388718986,113.0099100260195,1797.0000000000014
2,iterative,auto,warm,0.1,,190,0.5,0.2,fixed,1000,17955,32101,41085.30149655901,40838.95831522702,246.34318133199122,1796.9999999999934
2,iterative,auto,warm,1,0.5,190,0.5,0.2,fixed,1000,17955,40926,70157.250706608,69985.870163739,171.3805428689957,1796.999999999993
2,iterative,auto,warm,1,0.9,190,0.5,0.2,fixed,1000,17955,34850,45005.75668783701,44825.22098746593,180.53570037108148,1797.0000000000016
