solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,cuts_removed,search_proportion_used,current_threshold,variables,constraints,cpu_time
1,once,auto,cold,1,,False,0,0,90,0.5,0.2,fixed,1000,469920,469920,0,1,,4005,469921,645.824694721
1,iterative,auto,warm,1,,False,0,0,90,0.5,0.2,fixed,1000,100,100,0,1,,4005,101,0.03365969100013899
1,iterative,auto,warm,1,,False,0,1,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,1101,0.0395698899992567
1,iterative,auto,warm,1,,False,0,2,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,2101,0.04861054799948761
1,iterative,auto,warm,1,,False,0,3,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,3101,0.5931693029997405
1,iterative,auto,warm,1,,False,0,4,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,4101,9.007121548000214
1,iterative,auto,warm,1,,False,0,5,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,5101,22.30865670500043
1,iterative,auto,warm,1,,False,0,6,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,6101,43.81049764199997
1,iterative,auto,warm,1,,False,0,7,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,7101,75.20229197800018
1,iterative,auto,warm,1,,False,0,8,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,8101,94.88382374499997
1,iterative,auto,warm,1,,False,0,9,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,9101,90.7292740870007
1,iterative,auto,warm,1,,False,0,10,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,10101,79.71577760899982
1,iterative,auto,warm,1,,False,0,11,90,0.5,0.2,fixed,1000,1000,1000,0,1,,4005,11101,30.424075750000156
1,iterative,auto,warm,1,,True,0,0,90,0.5,0.2,fixed,1000,100,100,0,1,,4005,101,0.009334859999398759
1,iterative,auto,warm,1,,True,0,1,90,0.5,0.2,fixed,1000,1000,1000,86,1,,4005,1015,0.04055973200047447
1,iterative,auto,warm,1,,True,0,2,90,0.5,0.2,fixed,1000,1000,1000,132,1,,4005,1883,0.043301178000547225
1,iterative,auto,warm,1,,True,0,3,90,0.5,0.2,fixed,1000,1000,1000,216,1,,4005,2667,0.2052642949993242
1,iterative,auto,warm,1,,True,0,4,90,0.5,0.2,fixed,1000,1000,1000,526,1,,4005,3141,0.9715238770004362
1,iterative,auto,warm,1,,True,0,5,90,0.5,0.2,fixed,1000,1000,1000,812,1,,4005,3329,2.7930055890001313
1,iterative,auto,warm,1,,True,0,6,90,0.5,0.2,fixed,1000,1000,1000,761,1,,4005,3568,5.903281687999879
1,iterative,auto,warm,1,,True,0,7,90,0.5,0.2,fixed,1000,1000,1000,799,1,,4005,3769,7.962907322000319
1,iterative,auto,warm,1,,True,0,8,90,0.5,0.2,fixed,1000,1000,1000,791,1,,4005,3978,10.311650460000237
1,iterative,auto,warm,1,,True,0,9,90,0.5,0.2,fixed,1000,1000,1000,813,1,,4005,4165,14.241159971000343
1,iterative,auto,warm,1,,True,0,10,90,0.5,0.2,fixed,1000,1000,1000,854,1,,4005,4311,15.46777591099999
1,iterative,auto,warm,1,,True,0,11,90,0.5,0.2,fixed,1000,1000,1000,910,1,,4005,4401,18.491559846999735
1,iterative,auto,warm,1,,True,0,12,90,0.5,0.2,fixed,1000,1000,1000,913,1,,4005,4488,19.430667755000286
1,iterative,auto,warm,1,,True,0,13,90,0.5,0.2,fixed,1000,1000,1000,924,1,,4005,4564,20.57784005099984
1,iterative,auto,warm,1,,True,0,14,90,0.5,0.2,fixed,1000,1000,1000,920,1,,4005,4644,20.55378560600002
1,iterative,auto,warm,1,,True,0,15,90,0.5,0.2,fixed,1000,1000,1000,966,1,,4005,4678,20.575282226000127
1,iterative,auto,warm,1,,True,0,16,90,0.5,0.2,fixed,1000,1000,1000,960,1,,4005,4718,20.918708616000004
1,iterative,auto,warm,1,,True,0,17,90,0.5,0.2,fixed,1000,1000,1000,973,1,,4005,4745,18.20015734900062
1,iterative,auto,warm,1,,True,0,18,90,0.5,0.2,fixed,1000,1000,1000,948,1,,4005,4797,17.22191475999989
1,iterative,auto,warm,1,,True,0,19,90,0.5,0.2,fixed,1000,1000,1000,979,1,,4005,4818,17.121110417000637
1,iterative,auto,warm,1,,True,0,20,90,0.5,0.2,fixed,1000,1000,1000,999,1,,4005,4819,15.578679617000489
1,iterative,auto,warm,1,,True,0,21,90,0.5,0.2,fixed,1000,1000,1000,972,1,,4005,4847,13.449082479000026
1,iterative,auto,warm,1,,True,0,22,90,0.5,0.2,fixed,1000,1000,1000,996,1,,4005,4851,13.426752616000158
1,iterative,auto,warm,1,,True,0,23,90,0.5,0.2,fixed,1000,1000,1000,988,1,,4005,4863,10.38509556400004
1,iterative,auto,warm,1,,True,0,24,90,0.5,0.2,fixed,1000,1000,1000,976,1,,4005,4887,8.633828914000333
1,iterative,auto,warm,1,,True,0,25,90,0.5,0.2,fixed,1000,1000,1000,1011,1,,4005,4876,7.88393696500043
1,iterative,auto,warm,1,,True,0,26,90,0.5,0.2,fixed,1000,1000,1000,974,1,,4005,4902,8.627275754999573
1,iterative,auto,warm,1,,True,0,27,90,0.5,0.2,fixed,1000,1000,1000,1017,1,,4005,4885,6.535246529999313
1,iterative,auto,warm,1,,True,0,28,90,0.5,0.2,fixed,1000,1000,1000,993,1,,4005,4892,6.1428306719999455
1,iterative,auto,warm,1,,True,0,29,90,0.5,0.2,fixed,1000,1000,1000,990,1,,4005,4902,5.869120395000209
