solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value,dual_0_constraints,dual_0_with_slack,dual_0_no_slack
22,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,14101,810.4402222080025,779.1956920290103,31.24453017899214,515.9999999999972,0,0,0
22,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5824,589.2761934220034,506.14257047697896,83.1336229450244,515.999999999999,37145,31277,5868
22,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,6109,1490.3658806439996,1400.9453423360171,89.4205383079825,516.0000000000008,39217,31648,7569
22,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,5894,1873.1834480930047,1766.3337375530173,106.84971053998743,516.0000000000008,48401,32436,15965
23,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11485,516.4423061080015,488.77094519401726,27.671360913984245,491.00000000000153,0,0,0
23,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5452,294.71041461700224,241.78708439396,52.923330223042285,491.0000000000024,22162,16649,5513
23,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,8795,880.5198338750051,817.7716021030064,62.74823177199869,490.99999999999886,37968,15143,22825
23,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6853,810.5270549650012,732.7867527999623,77.74030216503887,491.00000000000017,47294,15038,32256
24,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,12101,609.4718222639932,581.7196381020041,27.75218416198913,508.9999999999978,0,0,0
24,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5536,329.8158345150005,273.80750290799193,56.00833160700858,508.9999999999988,22869,17565,5304
24,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,6463,530.6302568440004,473.67842777798063,56.95182906601986,508.9999999999962,22551,15997,6554
24,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,5840,869.3652728969901,797.3938611509947,71.97141174599528,509.00000000000006,35762,16925,18837
25,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,12101,618.4294534609943,590.5688763859798,27.860577075014593,514.0000000000023,0,0,0
25,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6024,369.0742499579938,312.9049686599756,56.16928129801818,513.9999999999999,23541,17465,6076
25,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,8122,1176.5028856250135,1100.9698058119247,75.53307981308897,513.9999999999977,50295,17042,33253
25,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,5885,966.8889816059964,887.309340102991,79.5796415030054,514.0000000000028,43914,17872,26042
26,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,12101,442.84942258900253,415.1447404260107,27.70468216299196,507.00000000000085,0,0,0
26,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6148,218.37229409899737,172.35524033302502,46.017053765972385,507.0000000000035,18763,12725,6038
26,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,8193,562.3232828269976,506.0052937139699,56.31798911302758,507.0000000000032,32390,12177,20213
26,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6175,1003.2057640700076,914.2522794920517,88.95348457795626,507.0000000000078,67613,14324,53289
27,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11101,421.9943140840042,396.1576876300242,25.83662645397999,474.9999999999994,0,0,0
27,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5378,216.53926627201145,168.9168984029966,47.62236786901485,474.9999999999997,19078,13723,5355
27,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,8863,859.8394478349946,797.2428593939694,62.596588441025226,474.9999999999951,44257,13268,30989
27,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6402,887.5522184610018,798.7057221039868,88.84649635701498,475.00000000000216,69328,15177,54151
28,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,14101,808.9227435619977,778.5000944440544,30.42264911794336,528.000000000005,0,0,0
28,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6798,570.3048143240012,490.7339826959797,79.57083162802155,527.9999999999981,35782,29303,6479
28,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,6286,1494.4370112820034,1407.9232275180111,86.51378376399225,528.0000000000008,37939,30668,7271
28,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6752,1791.176008024995,1689.3198483590095,101.85615966598559,527.9999999999999,49925,31526,18399
29,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,13101,744.6943651289912,714.8121508579933,29.882214270997792,526.0000000000026,0,0,0
29,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5762,481.68039744200365,413.18186877698463,68.49852866501897,526.0000000000003,28715,23339,5376
29,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,6244,972.7714337119977,901.9162470800367,70.85518663196127,525.9999999999976,28139,21803,6336
29,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,5844,1698.879948165995,1597.5405814609696,101.3393667050259,525.9999999999987,53809,22723,31086
3,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11101,464.27840617899886,437.7325854849987,26.54582069400021,510.9999999999967,0,0,0
3,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5631,241.8029045549993,192.65825550800042,49.14464904699889,510.99999999999847,20743,14664,6079
3,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,7575,524.6845253420015,469.0707504300008,55.61377491200074,511.00000000000085,28532,14131,14401
3,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6608,1012.7439827960006,927.9868659790008,84.75711681699977,510.9999999999976,66281,14274,52007
30,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11295,482.9861705369986,455.50624289298133,27.47992764401715,509.99999999999636,0,0,0
30,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6293,283.7429812769988,234.05377562595825,49.68920565104054,509.9999999999978,20601,14582,6019
30,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,7635,679.7349724430096,617.4866049720295,62.248367470980156,509.99999999999983,34188,15060,19128
30,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,5927,581.9142969839886,521.3055989249842,60.60869805900438,509.99999999999847,27648,15022,12626
31,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11101,414.06045438400184,388.75685203401366,25.30360234998807,485.99999999999983,0,0,0
31,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5369,213.54206886798787,166.93651848399895,46.605550383988884,485.9999999999996,19184,13732,5452
31,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,8031,522.4850312330091,468.295409901024,54.18962133198511,486.0000000000018,33801,11332,22469
31,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6467,889.9646582949936,797.5866357680643,92.37802252692929,486.0000000000058,79335,13258,66077
32,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,12101,652.4462457680056,623.365249658993,29.080996109012627,508.00000000000006,0,0,0
32,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6518,379.94772974900843,319.5590272339468,60.388702515061595,508.0000000000031,26070,19543,6527
32,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,6649,826.915120642996,759.51418177702,67.40093886597607,507.99999999999784,28717,19946,8771
32,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,7327,845.2321227840002,773.7298489869572,71.50227379704302,508.0000000000042,33741,19807,13934
33,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11583,500.40892061599885,472.4342185600399,27.974702055958915,476.9999999999994,0,0,0
33,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6390,256.83211973399744,207.02475639805198,49.8073633359454,476.9999999999997,19958,13711,6247
33,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,8434,665.0614443140075,606.8565187439963,58.204925570011255,476.9999999999996,29057,14123,14934
33,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,7209,893.9424428720085,806.346410949991,87.59603192201756,476.9999999999956,66374,15165,51209
34,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11101,439.33484465800575,412.9260428449634,26.40880181304237,494.0000000000016,0,0,0
34,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6339,227.4032874070108,178.6036007890216,48.79968661798921,494.0000000000007,20094,13762,6332
34,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,7542,614.1768357630062,550.437199274922,63.73963648808422,494.0,40065,13219,26846
34,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6266,597.3798558439885,530.6254055430181,66.75445030097035,493.99999999999983,37339,14074,23265
35,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11101,482.82223910000175,456.4392105979787,26.383028502023077,493.00000000000193,0,0,0
35,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6475,300.79742856499803,249.17373599603886,51.62369256895909,493.00000000000085,19759,13626,6133
35,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,8754,745.429632356012,682.7153285699898,62.714303786022356,493.00000000000114,40124,14179,25945
35,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6629,824.9629150679974,744.6367490779958,80.32616599000175,492.999999999998,50705,15059,35646
36,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11101,402.71724261699995,377.65767041899386,25.05957219800621,512.0000000000006,0,0,0
36,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6390,220.45656377701383,174.64293219897078,45.813631578042994,511.9999999999996,18306,12711,5595
36,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,7535,735.6151126540062,671.9677177109987,63.647394943007384,511.9999999999978,45318,13270,32048
36,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6999,572.4856340980042,506.91319056201615,65.57244353598799,512.0000000000008,32798,14332,18466
37,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11295,530.9040179059957,501.897521366991,29.006496539004733,469.9999999999975,0,0,0
37,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6453,282.29004479399015,228.815117967024,53.47492682696611,470.00000000000205,22788,15648,7140
37,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,7374,722.4109091099962,654.9905543110362,67.42035479896003,469.99999999999886,42330,15130,27200
37,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6976,856.4083871559998,772.3490059490288,84.05938120697101,469.9999999999969,53670,18027,35643
38,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11295,449.06641493499046,421.66150349599775,27.404911438992716,464.0000000000016,0,0,0
38,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5388,232.7820589360053,184.08534613803204,48.6967127979733,464.00000000000136,19168,13713,5455
38,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,9239,972.2015563830064,912.2346245830267,59.96693179997965,464.0000000000092,40716,13321,27395
38,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,7206,529.1144007090043,463.24647998501314,65.86792072399112,464.0000000000047,35978,14029,21949
39,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11101,498.79624639799295,471.8153025440406,26.98094385395234,503.0000000000062,0,0,0
39,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5497,274.05026210199867,223.1410643189738,50.909197783024865,503.00000000000017,19572,14604,4968
39,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,8012,688.6497449320012,628.8024824880123,59.84726244398917,502.9999999999978,33921,13140,20781
39,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6254,1152.572254278988,1057.2456356420007,95.3266186369874,503.0000000000018,68786,14348,54438
4,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,11101,515.5504556329997,488.8171540649963,26.733301568003302,493.9999999999984,0,0,0
4,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5735,325.4429691450005,269.7923837549988,55.65058539000165,493.9999999999974,23044,16560,6484
4,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,7931,681.0753814139989,618.5569589929963,62.51842242100246,493.9999999999987,30313,16005,14308
4,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,7008,836.8318977590005,759.8817975269885,76.95010023201213,493.99999999999886,47996,16873,31123
40,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,12101,653.211554968002,624.8788427140388,28.33271225396311,511.9999999999997,0,0,0
40,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5748,373.1577526769979,315.4625000660308,57.69525261096714,511.99999999999903,22674,16547,6127
40,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,8785,1319.4205030779997,1243.244549082985,76.17595399501442,512.0000000000019,54433,16167,38266
40,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,5947,1121.2781486960014,1037.5178848860232,83.7602638099779,511.99999999999903,56628,16139,40489
41,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,12101,662.0640989889944,633.5362154430331,28.52788354596123,493.00000000000017,0,0,0
41,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6630,403.3114308379882,344.92018136198755,58.391249476000674,493.0000000000026,25201,18471,6730
41,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,7285,680.6174710380001,621.4738000269863,59.14367101101379,493.00000000000205,25339,16982,8357
41,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,5699,1329.9717680139875,1236.297600506965,93.67416750702249,493.00000000000114,63558,18887,44671
42,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,12101,623.0952303810045,594.6235706259904,28.47165975501412,486.99999999999886,0,0,0
42,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,6147,352.8948328090046,295.24941133803804,57.64542147096654,486.99999999999784,23102,16528,6574
42,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,7454,647.0171351540048,583.0725991340296,63.9445360199752,486.99999999999807,27833,16022,11811
42,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6192,748.0026592690118,674.3597017199936,73.64295754901832,487.00000000000335,37072,16759,20313
43,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,13295,777.7036293720012,746.5073842669807,31.196245105020356,498.00000000000006,0,0,0
43,iterative,auto,warm,1,0.0,True,0.0,100,0.5,0.2,fixed,1000,4950,5711,516.6691698439972,445.72586534496804,70.94330449902918,498.0000000000005,30016,24390,5626
43,iterative,auto,warm,1,0.0,True,0.1,100,0.5,0.2,fixed,1000,4950,6803,1542.7275275540014,1448.7094164320445,94.0181111219572,498.00000000000335,48654,25777,22877
43,iterative,auto,warm,1,0.0,True,0.3,100,0.5,0.2,fixed,1000,4950,6804,1119.0713763270032,1032.6290467820072,86.44232954499603,498.00000000000114,35208,25575,9633
44,iterative,auto,warm,1,0.0,False,0.0,100,0.5,0.2,fixed,1000,4950,12101,647.1193321620085,619.4084168429981,27.710915319010386,526.999999999999,0,0,0
