solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,auto,cold,50,0.5,0.1,fixed,10,0,1,1225,78401,26.668832611000003,23.230724567000003,3.438108044,60.000000000000675
0,iterative,dual,warm,50,0.5,0.1,fixed,10,0,0.001,1225,20854,99.585551483,30.02645335900009,69.55909812399992,59.99999999999998
1,once,auto,cold,50,0.5,0.1,fixed,10,1,1,1225,78401,28.365961489,24.824270103000003,3.5416913859999966,58.00000000000007
1,iterative,dual,warm,50,0.5,0.1,fixed,10,1,0.01,1225,12917,75.67686405500001,12.04701590800002,63.62984814699999,58.0
2,once,auto,cold,50,0.5,0.1,fixed,10,2,1,1225,78401,26.13954089599997,22.632320837000037,3.507220058999934,53.000000000000554
2,iterative,dual,warm,50,0.5,0.1,fixed,10,2,0.1,1225,8019,144.15954794199996,4.691838059000247,139.4677098829997,52.99999999999999
3,once,auto,cold,50,0.5,0.1,fixed,10,3,1,1225,78401,28.854200571999968,25.419008337000037,3.4351922349999313,52.999999999999574
3,iterative,dual,warm,50,0.5,0.1,fixed,10,3,1,1225,16809,2093.528414032,19.551972193005327,2073.9764418389946,52.99999999999986
4,once,auto,cold,50,0.5,0.1,fixed,30,0,1,1225,78401,27.501006338000025,23.972145201999865,3.5288611360001596,51.99999999999876
4,iterative,dual,warm,50,0.5,0.1,fixed,30,0,0.001,1225,20639,56.03674541300006,8.713345393989584,47.32340001901048,52.00000000000004
5,once,auto,cold,50,0.5,0.1,fixed,30,1,1,1225,78401,26.287771733000227,22.72127588899957,3.566495844000656,56.0000000000064
5,iterative,dual,warm,50,0.5,0.1,fixed,30,1,0.01,1225,12334,42.52694956999994,4.4526954009966175,38.074254169003325,56.0
6,once,auto,cold,50,0.5,0.1,fixed,30,2,1,1225,78401,31.987597999999707,28.417588255999817,3.57000974399989,69.0000000000001
6,iterative,dual,warm,50,0.5,0.1,fixed,30,2,0.1,1225,15486,99.24310103300013,6.452457375998165,92.79064365700197,69.00000000000003
7,once,auto,cold,50,0.5,0.1,fixed,30,3,1,1225,78401,27.085590475000117,23.507270764999703,3.5783197100004145,57.00000000000122
7,iterative,dual,warm,50,0.5,0.1,fixed,30,3,1,1225,14613,620.4552807710002,5.867325611999149,614.587955159001,56.9999999999999
8,once,auto,cold,50,0.5,0.1,fixed,100,0,1,1225,78401,28.876031456999954,25.313827561999915,3.5622038950000388,62.00000000000065
8,iterative,dual,warm,50,0.5,0.1,fixed,100,0,0.01,1225,29623,39.446485530000245,9.111916669998664,30.334568860001582,61.99999999999967
9,once,auto,cold,50,0.5,0.1,fixed,100,1,1,1225,78401,25.207911163000063,21.60816300899978,3.599748154000281,55.000000000000036
9,iterative,dual,warm,50,0.5,0.1,fixed,100,1,0.1,1225,15018,38.77297039599989,1.74963508500241,37.02333531099748,55.00000000000002
10,once,auto,cold,50,0.5,0.1,fixed,100,2,1,1225,78401,29.315327196,25.813319514999876,3.502007681000123,58.99999999999805
10,iterative,dual,warm,50,0.5,0.1,fixed,100,2,1,1225,15585,199.24647412800005,3.255439757003842,195.9910343709962,59.00000000000004
11,once,auto,cold,50,0.5,0.1,fixed,300,0,1,1225,78401,29.276001318999988,25.681487164999908,3.5945141540000805,70.00000000000415
11,iterative,dual,warm,50,0.5,0.1,fixed,300,0,0.01,1225,15952,22.191810138000164,1.5406889989990304,20.651121139001134,70.00000000000001
12,once,auto,cold,50,0.5,0.1,fixed,300,1,1,1225,78401,28.21011445699969,24.71442267800012,3.4956917789995714,74.00000000000031
12,iterative,dual,warm,50,0.5,0.1,fixed,300,1,0.1,1225,16791,22.587344649999977,1.639370503000464,20.947974146999513,73.99999999999999
13,once,auto,cold,50,0.5,0.1,fixed,300,2,1,1225,78401,22.5392035269997,18.980834218999917,3.558369307999783,44.9999999999999
13,iterative,dual,warm,50,0.5,0.1,fixed,300,2,1,1225,1901,10.333362796999609,0.3088554089995341,10.024507388000075,45.0
14,once,auto,cold,50,0.5,0.1,fixed,1000,0,1,1225,78401,28.797900710999784,25.252387263999935,3.5455134469998484,56.00000000000011
14,iterative,dual,warm,50,0.5,0.1,fixed,1000,0,0.1,1225,18096,19.359304591000182,1.047269189000417,18.312035401999765,56.000000000000135
15,once,auto,cold,50,0.5,0.1,fixed,1000,1,1,1225,78401,27.79223349100039,24.238813772999947,3.553419718000441,63.000000000005755
15,iterative,dual,warm,50,0.5,0.1,fixed,1000,1,1,1225,15090,22.061741171999984,0.9521201450002081,21.109621026999775,63.00000000000001
16,once,auto,cold,50,0.5,0.1,fixed,3000,0,1,1225,78401,29.122351598000023,25.594392211000468,3.527959386999555,58.99999999999324
16,iterative,dual,warm,50,0.5,0.1,fixed,3000,0,0.1,1225,16127,11.933311304000199,1.1153117600006226,10.817999543999576,59.0
17,once,auto,cold,50,0.5,0.1,fixed,3000,1,1,1225,78401,27.560017281,24.030735069999537,3.5292822110004636,60.99999999999668
17,iterative,dual,warm,50,0.5,0.1,fixed,3000,1,1,1225,10535,7.7975671109998075,0.6075960420012052,7.189971068998602,61.0
18,once,auto,cold,50,0.5,0.1,fixed,10000,0,1,1225,78401,27.155462647000604,23.61353027199948,3.5419323750011245,72.00000000000222
18,iterative,dual,warm,50,0.5,0.1,fixed,10000,0,1,1225,42736,12.192481078999663,4.240114959999119,7.952366119000544,71.99999999999942
19,once,auto,cold,50,0.5,0.2,fixed,10,0,1,1225,78401,35.47109124600047,31.93391623000025,3.5371750160002193,115.00000000000027
19,iterative,dual,warm,50,0.5,0.2,fixed,10,0,0.001,1225,30827,172.6368934510001,95.85500221403072,76.78189123696939,115.0000000000037
20,once,auto,cold,50,0.5,0.2,fixed,10,1,1,1225,78401,28.109545998000613,24.54446378800003,3.5650822100005826,109.42613636363632
20,iterative,dual,warm,50,0.5,0.2,fixed,10,1,0.01,1225,7171,77.43053212799987,29.556526605000727,47.87400552299914,109.42613636363625
21,once,auto,cold,50,0.5,0.2,fixed,10,2,1,1225,78401,35.07597619399985,31.487950730000193,3.5880254639996565,124.0000000000006
21,iterative,dual,warm,50,0.5,0.2,fixed,10,2,0.1,1225,29565,503.11799778099976,71.06557989102112,432.05241788997864,124.00000000000078
22,once,auto,cold,50,0.5,0.2,fixed,10,3,1,1225,78401,28.565814747999866,24.8867850430006,3.679029704999266,118.34939759036146
22,iterative,dual,warm,50,0.5,0.2,fixed,10,3,1,1225,7243,966.8185627299999,31.75508160301797,935.063481126982,118.34939759036108
23,once,auto,cold,50,0.5,0.2,fixed,30,0,1,1225,78401,37.214410100999885,33.642467378999754,3.5719427220001307,135.00000000000003
23,iterative,dual,warm,50,0.5,0.2,fixed,30,0,0.001,1225,56838,140.90762816200004,90.48420775899103,50.423420403009004,134.99999999999997
24,once,auto,cold,50,0.5,0.2,fixed,30,1,1,1225,78401,33.65036011199936,30.033329730999867,3.617030380999495,117.00000000000024
24,iterative,dual,warm,50,0.5,0.2,fixed,30,1,0.01,1225,29181,89.3455111000003,41.66552058397883,47.67999051602146,116.99999999999633
25,once,auto,cold,50,0.5,0.2,fixed,30,2,1,1225,78401,36.40161511600036,32.78283109399945,3.6187840220009093,114.99999999999915
25,iterative,dual,warm,50,0.5,0.2,fixed,30,2,0.1,1225,29305,169.70498998699986,20.889000285010297,148.81598970198957,114.99999999999689
26,once,auto,cold,50,0.5,0.2,fixed,30,3,1,1225,78401,26.86249861000033,23.16330174199993,3.6991968680003993,120.46308724832217
26,iterative,dual,warm,50,0.5,0.2,fixed,30,3,1,1225,6852,314.02711107399955,16.97762916800093,297.0494819059986,120.46308724832257
27,once,auto,cold,50,0.5,0.2,fixed,100,0,1,1225,78401,21.653402496000126,18.082862571000078,3.5705399250000482,138.68684342171076
27,iterative,dual,warm,50,0.5,0.2,fixed,100,0,0.01,1225,5986,43.61760130099992,22.011548811001376,21.606052489998547,138.68684342171096
28,once,auto,cold,50,0.5,0.2,fixed,100,1,1,1225,78401,37.783794306000345,34.17089678600041,3.612897519999933,131.00000000000003
28,iterative,dual,warm,50,0.5,0.2,fixed,100,1,0.1,1225,24448,63.49133537000034,15.711376394994659,47.779958975005684,130.99999999999812
29,once,auto,cold,50,0.5,0.2,fixed,100,2,1,1225,78401,28.357188040999972,24.758149479000167,3.599038561999805,120.38853503184744
29,iterative,dual,warm,50,0.5,0.2,fixed,100,2,1,1225,6929,104.46507272800045,11.133121637003569,93.33195109099688,120.38853503184757
