solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,50,0.5,0.1,fixed,10,3,1,1225,78401,164.211523104,160.731335241,3.4801878629999976,60.99999999999882
0,iterative,dual,warm,50,0.5,0.1,fixed,10,3,1,1225,1361,179.61165061600002,4.143689607999903,175.46796100800012,60.99999999999995
1,once,dual,cold,50,0.5,0.1,fixed,10,2,1,1225,78401,176.76727900099996,173.33193999499997,3.4353390059999924,66.99999999999983
1,iterative,dual,warm,50,0.5,0.1,fixed,10,2,0.1,1225,1311,26.10912643100005,3.643692018000934,22.465434412999116,67.0
2,once,dual,cold,50,0.5,0.1,fixed,10,1,1,1225,78401,163.65240792100008,160.0883945610001,3.56401335999999,62.00000000000015
2,iterative,dual,warm,50,0.5,0.1,fixed,10,1,0.01,1225,1381,11.570553289000031,4.451052664000258,7.119500624999773,62.00000000000003
3,once,dual,cold,50,0.5,0.1,fixed,10,0,1,1225,78401,165.78232033000006,162.26448227900005,3.5178380510000125,58.000000000006324
3,iterative,dual,warm,50,0.5,0.1,fixed,10,0,0.001,1225,1801,13.714523411999949,8.177233523000268,5.53728988899968,58.00000000000126
4,once,dual,cold,50,0.5,0.1,fixed,30,3,1,1225,78401,161.65356385200005,158.15589836699985,3.497665485000198,58.999999999999936
4,iterative,dual,warm,50,0.5,0.1,fixed,30,3,1,1225,1481,68.41455105099999,2.319177364000325,66.09537368699966,58.99999999999999
5,once,dual,cold,50,0.5,0.1,fixed,30,2,1,1225,78401,164.2230553930001,160.71753042199998,3.5055249710001135,73.99999999999369
5,iterative,dual,warm,50,0.5,0.1,fixed,30,2,0.1,1225,1391,13.398186559999886,2.6915725789990574,10.706613981000828,74.00000000000004
6,once,dual,cold,50,0.5,0.1,fixed,30,1,1,1225,78401,183.88548066099997,180.3342505590001,3.551230101999863,49.000000000001336
6,iterative,dual,warm,50,0.5,0.1,fixed,30,1,0.01,1225,1331,4.787801532000003,1.5208278439993137,3.2669736880006894,49.000000000000014
7,once,dual,cold,50,0.5,0.1,fixed,30,0,1,1225,78401,177.6045543140001,174.10912590500016,3.495428408999942,54.99999999999988
7,iterative,dual,warm,50,0.5,0.1,fixed,30,0,0.001,1225,1331,5.566940480999847,1.7561359679996258,3.810804513000221,54.99999999999999
8,once,dual,cold,50,0.5,0.1,fixed,100,2,1,1225,78401,164.3416407080001,160.71849720199998,3.623143506000133,65.9999999999985
8,iterative,dual,warm,50,0.5,0.1,fixed,100,2,1,1225,1701,25.668045499000073,1.618440617999795,24.049604881000278,65.99999999999834
9,once,dual,cold,50,0.5,0.1,fixed,100,1,1,1225,78401,171.43433455799982,167.994825579,3.439508978999811,55.00000000000075
9,iterative,dual,warm,50,0.5,0.1,fixed,100,1,0.1,1225,1595,7.010096304000172,1.1107850980001786,5.899311205999993,55.0
10,once,dual,cold,50,0.5,0.1,fixed,100,0,1,1225,78401,169.64476866799987,166.20976501199993,3.4350036559999353,58.000000000001876
10,iterative,dual,warm,50,0.5,0.1,fixed,100,0,0.01,1225,1801,5.698354463000214,2.341201599001124,3.35715286399909,58.00000000000004
11,once,dual,cold,50,0.5,0.1,fixed,300,2,1,1225,78401,163.24039293399983,159.7256916780002,3.5147012559996256,56.00000000000022
11,iterative,dual,warm,50,0.5,0.1,fixed,300,2,1,1225,1901,10.602280659999906,0.6666793200001848,9.935601339999721,55.99999999999999
12,once,dual,cold,50,0.5,0.1,fixed,300,1,1,1225,78401,165.82098927800007,162.36799740399965,3.4529918740004177,64.9999999999981
12,iterative,dual,warm,50,0.5,0.1,fixed,300,1,0.1,1225,2501,7.2088264680000975,2.686220252999192,4.522606215000906,64.99999999999999
13,once,dual,cold,50,0.5,0.1,fixed,300,0,1,1225,78401,174.4000702029998,170.980966825,3.419103377999818,62.99999999999679
13,iterative,dual,warm,50,0.5,0.1,fixed,300,0,0.01,1225,1901,5.316481776000273,0.7671795700002804,4.549302205999993,63.000000000000476
14,once,dual,cold,50,0.5,0.1,fixed,1000,1,1,1225,78401,165.51558643399994,162.12260645000015,3.392979983999794,66.99999999998941
14,iterative,dual,warm,50,0.5,0.1,fixed,1000,1,1,1225,3285,7.81496073299968,0.6277197029999115,7.187241029999768,67.0
15,once,dual,cold,50,0.5,0.1,fixed,1000,0,1,1225,78401,165.72282718299994,162.28931252799975,3.433514655000181,71.00000000000661
15,iterative,dual,warm,50,0.5,0.1,fixed,1000,0,0.1,1225,3101,6.441267223000068,1.2147866260002047,5.226480596999863,71.0
16,once,dual,cold,50,0.5,0.1,fixed,3000,1,1,1225,78401,171.59908061499982,168.1924695749999,3.406611039999916,64.99999999999908
16,iterative,dual,warm,50,0.5,0.1,fixed,3000,1,1,1225,6333,6.576417564999701,0.7293384109993895,5.847079154000312,64.99999999999999
17,once,dual,cold,50,0.5,0.1,fixed,3000,0,1,1225,78401,179.99700954299988,176.499930727,3.4970788159998847,68.99999999999851
17,iterative,dual,warm,50,0.5,0.1,fixed,3000,0,0.1,1225,6426,8.288224574000196,1.69877873599944,6.589445838000756,69.0
18,once,dual,cold,50,0.5,0.1,fixed,10000,0,1,1225,78401,167.31661899100027,163.7646808759996,3.5519381150006666,66.00000000000404
18,iterative,dual,warm,50,0.5,0.1,fixed,10000,0,1,1225,17213,12.944799804000013,7.090882789000261,5.853917014999752,66.0
19,once,dual,cold,50,0.5,0.2,fixed,10,3,1,1225,78401,170.97793289999981,167.5523581880002,3.425574711999616,130.4687500000001
19,iterative,dual,warm,50,0.5,0.2,fixed,10,3,1,1225,2101,299.9040389830002,22.57752034400255,277.32651863899764,130.46874999999994
20,once,dual,cold,50,0.5,0.2,fixed,10,2,1,1225,78401,171.38151843500054,167.9886089470001,3.3929094880004413,130.9999999999879
20,iterative,dual,warm,50,0.5,0.2,fixed,10,2,0.1,1225,2141,56.88287889100047,21.377654713002812,35.50522417799766,130.99999999999957
21,once,dual,cold,50,0.5,0.2,fixed,10,1,1,1225,78401,165.16542700899936,161.76437497999996,3.401052028999402,113.99999999999771
21,iterative,dual,warm,50,0.5,0.2,fixed,10,1,0.01,1225,1881,22.242226299000322,15.524022182999033,6.718204116001289,113.99999999999882
22,once,dual,cold,50,0.5,0.2,fixed,10,0,1,1225,78401,188.83039585999995,185.39012185400043,3.4402740059995267,127.35862068965595
